Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Seats,Price,Brand,Model
Bangalore,2010,Petrol,Manual,First,20.36,1197,5,2.9,Hyundai,i10 Sportz
Delhi,2016,Petrol,Manual,First,19.4,1198,5,3.68,Honda,Brio S MT
Coimbatore,2015,Diesel,Automatic,First,12.55,2982,7,21.67,Toyota,Fortuner 4x2 AT
Ahmedabad,2011,Diesel,Automatic,First,16.55,1968,5,12.5,Audi,A4 2.0 TDI Multitronic
Kochi,2018,Diesel,Automatic,First,11.36,2755,7,19.92,Toyota,Innova Crysta 2.8 ZX AT
Jaipur,2014,Diesel,Manual,First,25.1,1498,5,6.75,Honda,City i DTEC VX
Kochi,2015,Diesel,Manual,First,25.1,1498,5,6.96,Honda,City i DTEC VX
Jaipur,2017,Petrol,Manual,First,21.7,999,5,3.25,Renault,KWID 1.0 RXT Optional
Hyderabad,2018,Diesel,Manual,First,28.4,1248,5,8.65,Maruti,Swift DDiS ZDI Plus
Pune,2017,Petrol,Automatic,First,23.1,998,5,5.0,Maruti,Celerio VXI Optional AMT
Delhi,2011,Diesel,Manual,First,15.1,2179,7,5.5,Mahindra,XUV500 W8 2WD
Jaipur,2010,Petrol,Manual,Second,20.36,1197,5,2.6,Hyundai,i10 Magna
Kochi,2014,Petrol,Manual,First,19.81,1086,5,3.41,Hyundai,i10 Magna 1.1
Kolkata,2011,Petrol,Manual,First,22.0,1197,5,2.7,Maruti,Dzire VXI
Chennai,2008,Petrol,Automatic,Fourth & Above,9.7,1995,5,5.5,Maruti,Grand Vitara AT
Kolkata,2012,Petrol,Automatic,First,14.33,1984,4,35.0,Audi,TT 40 TFSI
Mumbai,2011,Petrol,Automatic,Second,14.74,1991,5,9.75,Mercedes-Benz,New C-Class C 200 CGI
Mumbai,2013,Diesel,Manual,First,21.64,1461,5,4.25,Nissan,Sunny 2011-2014 Diesel XV
Ahmedabad,2015,Petrol,Manual,First,18.9,998,5,3.2,Maruti,Wagon R LXI
Bangalore,2014,Diesel,Manual,Second,23.4,1248,5,6.85,Maruti,Swift Dzire ZDI
Delhi,2015,Diesel,Manual,First,25.8,1498,5,4.5,Honda,Amaze S i-Dtech
Delhi,2012,Diesel,Manual,First,28.4,1248,5,3.55,Maruti,Swift ZDI
Hyderabad,2010,CNG,Manual,Second,13.2,1495,5,1.9,Hyundai,Accent Executive CNG
Hyderabad,2008,Diesel,Manual,First,10.5,2609,7,3.6,Mahindra,Scorpio LX 2.6 Turbo
Kochi,2015,Diesel,Automatic,First,13.0,2143,5,21.8,Mercedes-Benz,E-Class E250 CDI Avantgrade
Mumbai,2012,Diesel,Manual,Second,13.0,2982,7,13.5,Toyota,Fortuner 4x2 Manual
Bangalore,2016,Petrol,Manual,First,22.7,799,5,2.66,Datsun,redi-GO T Option
Delhi,2010,Petrol,Manual,Second,16.8,1497,5,3.75,Honda,City V MT
Pune,2018,Petrol,Automatic,First,19.16,2494,5,32.0,Toyota,Camry Hybrid
Coimbatore,2016,Diesel,Manual,First,26.0,1498,5,8.07,Honda,City i DTec V
Kochi,2012,Diesel,Manual,First,19.33,1968,5,5.64,Volkswagen,Jetta 2012-2014 2.0L TDI Trendline
Hyderabad,2013,Diesel,Automatic,First,17.68,1968,5,23.99,Audi,A6 2011-2015 2.0 TDI
Coimbatore,2016,Diesel,Manual,First,20.77,1248,7,7.5,Maruti,Ertiga VDI
Jaipur,2016,Diesel,Automatic,First,19.27,2143,5,27.0,Mercedes-Benz,New C-Class C 220 CDI Style
Mumbai,2008,Diesel,Manual,Second,19.3,1248,5,2.85,Maruti,Swift Dzire Vdi BSIV
Pune,2012,Diesel,Manual,First,19.01,1461,5,6.35,Renault,Duster 110PS Diesel RxZ Pack
Hyderabad,2010,Diesel,Manual,First,21.1,1248,5,3.3,Maruti,Ritz VDi
Bangalore,2013,Petrol,Manual,First,19.1,1197,5,5.0,Maruti,Swift Dzire VXI
Coimbatore,2014,Diesel,Manual,First,22.9,1248,5,6.46,Maruti,Swift ZDi
Jaipur,2017,Petrol,Manual,First,21.1,814,5,3.75,Hyundai,EON Sportz
Kochi,2003,Petrol,Manual,Third,17.3,993,5,1.52,Maruti,Zen VXI BSII
Coimbatore,2012,Petrol,Manual,First,15.1,1196,7,3.61,Maruti,Eeco 7 Seater Standard
Coimbatore,2017,Diesel,Automatic,First,14.16,1968,5,43.74,Audi,Q5 30 TDI quattro Premium
Chennai,2014,Diesel,Automatic,First,15.73,1968,5,20.0,Audi,Q3 2.0 TDI
Pune,2008,Diesel,Automatic,Second,0.0,799,2,3.0,Smart,Fortwo CDI AT
Hyderabad,2010,Diesel,Manual,First,19.3,1248,5,3.65,Maruti,Swift Dzire VDi
Hyderabad,2016,Diesel,Automatic,First,15.97,2993,7,58.0,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater
Mumbai,2015,Petrol,Automatic,First,18.0,1497,5,8.65,Honda,City i-VTEC CVT VX
Delhi,2015,Diesel,Manual,First,25.0,1396,5,2.5,Tata,Indigo eCS eLX BS IV
Chennai,2014,Petrol,Automatic,First,16.93,1197,5,7.75,Volkswagen,Vento TSI
Bangalore,2015,Petrol,Manual,First,23.1,998,5,4.15,Maruti,Celerio VXI
Delhi,2011,Diesel,Manual,First,11.5,2982,7,10.85,Toyota,Fortuner 3.0 Diesel
Delhi,2010,Petrol,Automatic,Second,11.3,2360,5,5.53,Mitsubishi,Outlander 2.4
Pune,2014,Diesel,Automatic,First,15.5,1896,5,11.5,Volkswagen,Jetta 2007-2011 1.9 Highline TDI
Hyderabad,2010,Petrol,Manual,First,9.0,3436,2,40.0,Porsche,Cayman 2009-2012 S
Kolkata,2015,Diesel,Manual,First,19.67,1582,5,9.25,Hyundai,Creta 1.6 CRDi SX
Pune,2011,Petrol,Manual,First,17.5,1198,5,2.29,Skoda,Fabia 1.2 MPI Ambiente Petrol
Chennai,2015,Diesel,Manual,First,22.77,1498,5,7.0,Ford,EcoSport 1.5 TDCi Titanium
Bangalore,2007,Petrol,Manual,Second,18.2,1061,5,1.65,Maruti,Zen Estilo 1.1 LXI BSIII
Ahmedabad,2017,Petrol,Manual,First,20.73,1373,5,8.25,Maruti,Ciaz 1.4 Delta
Kochi,2011,Petrol,Automatic,First,14.74,1991,5,9.14,Mercedes-Benz,New C-Class C 200 Avantgarde Edition C
Hyderabad,2016,Petrol,Manual,First,17.8,1198,5,6.5,Honda,Amaze SX i-VTEC
Kolkata,2012,Diesel,Manual,First,23.59,1364,5,2.95,Toyota,Etios GD
Jaipur,2015,Diesel,Manual,First,19.87,1461,5,5.75,Renault,Duster 85PS Diesel RxL
Hyderabad,2012,LPG,Manual,First,26.2,998,5,2.85,Maruti,Wagon R LXI LPG BSIV
Kolkata,2011,Petrol,Manual,Second,16.47,1198,5,2.1,Volkswagen,Polo Petrol Highline 1.2L
Coimbatore,2017,Diesel,Manual,First,19.67,1582,5,13.55,Hyundai,Creta 1.6 SX Plus Diesel
Kolkata,2012,Diesel,Automatic,First,14.74,2993,5,20.5,Jaguar,XF Diesel
Mumbai,2017,Diesel,Manual,First,16.3,1956,5,20.0,Jeep,Compass 2.0 Limited 4X4
Kochi,2018,Diesel,Automatic,First,15.68,1999,5,59.72,Land,Rover Range Rover Evoque 2.0 TD4 HSE Dynamic
Kolkata,2016,Diesel,Manual,First,27.39,1248,5,6.5,Maruti,Baleno Alpha Diesel
Ahmedabad,2016,Diesel,Manual,First,28.09,1248,5,7.5,Maruti,Ciaz ZDi SHVS
Jaipur,2007,Petrol,Manual,Second,15.0,1586,5,2.15,Maruti,SX4 Vxi BSIII
Coimbatore,2015,Diesel,Manual,First,22.7,1582,5,8.44,Hyundai,Elantra CRDi SX
Bangalore,2013,Diesel,Manual,First,13.5,2477,7,12.49,Mitsubishi,Pajero Sport 4X4
Pune,2017,Petrol,Manual,First,17.0,1198,5,5.48,Volkswagen,Ameo 1.2 MPI Comfortline
Hyderabad,2013,Petrol,Manual,First,18.5,1197,5,4.2,Maruti,Ritz VXi
Hyderabad,2013,Diesel,Manual,First,16.8,1493,5,7.2,Hyundai,Verna CRDi SX
Jaipur,2014,Diesel,Manual,First,23.4,1248,5,4.8,Maruti,Swift Dzire Tour LDI
Kochi,2017,Diesel,Manual,First,25.32,1198,6,5.83,Mahindra,KUV 100 mFALCON D75 K6
Coimbatore,2018,Diesel,Manual,First,13.68,2393,7,18.39,Toyota,Innova Crysta 2.4 ZX MT
Pune,2016,Petrol,Manual,First,21.4,1197,5,5.85,Maruti,Baleno Delta 1.2
Mumbai,2016,Diesel,Manual,First,27.3,1498,5,6.21,Honda,Jazz VX Diesel
Delhi,2013,Petrol,Manual,First,17.0,1197,5,3.65,Hyundai,i20 1.2 Asta
Delhi,2012,Diesel,Manual,First,23.0,1396,5,3.7,Hyundai,i20 Sportz Diesel
Pune,2015,Diesel,Automatic,First,19.27,2143,5,30.0,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
Kochi,2016,Petrol,Manual,First,19.1,1197,5,4.85,Hyundai,Xcent 1.2 Kappa Base
Coimbatore,2017,Petrol,Automatic,First,18.9,1197,5,6.93,Hyundai,Grand i10 AT Asta
Kolkata,2016,Petrol,Manual,First,22.74,796,5,2.6,Maruti,Alto 800 VXI
Kolkata,2014,Petrol,Manual,First,18.2,1199,5,1.89,Chevrolet,Sail Hatchback 1.2 LS
Mumbai,2018,Diesel,Automatic,First,0.0,1950,5,39.5,Mercedes-Benz,C-Class Progressive C 220d
Mumbai,2012,Petrol,Automatic,First,13.7,1798,5,10.0,Skoda,Superb Elegance 1.8 TSI AT
Kolkata,2009,Diesel,Automatic,First,16.55,1968,5,9.95,Audi,A4 2.0 TDI
Mumbai,2014,Diesel,Manual,Second,12.8,2494,8,9.45,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV
Coimbatore,2017,Diesel,Automatic,First,17.9,2143,5,28.25,Mercedes-Benz,CLA 200 CDI Sport
Jaipur,2008,Petrol,Manual,Second,19.81,1086,5,1.8,Hyundai,i10 Era
Kolkata,2008,Petrol,Manual,Second,17.5,1298,5,1.4,Maruti,Swift Dzire VXi
Ahmedabad,2015,Diesel,Automatic,First,21.66,1498,5,7.25,Skoda,Rapid 1.5 TDI AT Ambition
Hyderabad,2012,Diesel,Manual,First,21.1,1248,5,3.6,Maruti,Ritz VDi
Jaipur,2004,Petrol,Manual,Second,14.4,1599,5,1.2,Hyundai,Accent GLS 1.6
Coimbatore,2014,Petrol,Manual,Second,17.8,1198,5,4.94,Honda,Amaze SX i-VTEC
Delhi,2007,Petrol,Manual,Second,18.9,998,5,1.25,Maruti,Wagon R LXI
Chennai,2013,Diesel,Manual,Second,22.07,1199,5,4.8,Volkswagen,Polo Diesel Comfortline 1.2L
Kochi,2019,Diesel,Automatic,First,12.62,2198,7,31.15,Ford,Endeavour 2.2 Trend AT 4X2
Pune,2011,Petrol,Manual,Second,17.0,1197,5,3.3,Hyundai,i20 1.2 Sportz
Bangalore,2012,Diesel,Manual,First,25.44,936,5,2.4,Chevrolet,Beat Diesel PS
Kolkata,2010,Petrol,Manual,First,14.8,1799,5,2.0,Honda,Civic 2010-2013 1.8 V MT
Pune,2014,Petrol,Manual,First,20.51,998,5,3.1,Maruti,Wagon R VXI BS IV
Kochi,2014,Petrol,Manual,First,15.0,1598,5,5.09,Skoda,Rapid 1.6 MPI Ambition Plus
Pune,2006,Petrol,Manual,Second,15.4,1590,5,1.05,Maruti,Baleno Vxi - BSIII
Bangalore,2015,Diesel,Manual,Second,22.77,1498,5,7.0,Ford,EcoSport 1.5 TDCi Titanium
Ahmedabad,2010,Petrol,Manual,Second,13.2,1495,5,2.5,Hyundai,Accent GLE
Mumbai,2012,Diesel,Automatic,First,22.48,1995,5,17.5,BMW,5 Series 520d Luxury Line
Chennai,2011,Petrol,Manual,First,20.92,998,5,2.1,Maruti,Alto K10 2010-2014 VXI
Bangalore,2013,Diesel,Automatic,First,15.73,1968,5,17.75,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus
Mumbai,2008,LPG,Manual,First,17.3,1061,5,1.45,Maruti,Wagon R LXI DUO BSIII
Bangalore,2005,Petrol,Automatic,Second,11.3,1794,5,2.45,Toyota,Corolla H4
Pune,2011,Diesel,Automatic,First,13.5,2400,5,13.8,Volvo,XC60 D5
Kolkata,2016,Diesel,Manual,First,27.3,1498,5,5.85,Honda,Jazz 1.5 VX i DTEC
Delhi,2017,Diesel,Manual,First,28.09,1248,5,8.9,Maruti,Ciaz 1.3 Alpha
Mumbai,2016,Petrol,Manual,First,20.4,1197,5,5.15,Maruti,Swift VXI BSIV
Kochi,2015,Diesel,Automatic,First,19.27,2143,5,16.56,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Chennai,2010,Petrol,Manual,Second,18.9,1061,5,1.65,Maruti,Wagon R VXI Minor
Pune,2015,Petrol,Automatic,First,15.5,1595,5,16.0,Mercedes-Benz,A Class A180 Sport
Pune,2008,Petrol,Manual,First,0.0,1086,5,1.45,Hyundai,Santro Xing GL
Coimbatore,2017,Diesel,Automatic,First,26.59,1248,5,8.08,Maruti,Swift Dzire AMT ZDI
Pune,2014,Petrol,Automatic,First,18.9,1197,5,4.5,Hyundai,Grand i10 AT Asta
Chennai,2013,Petrol,Manual,Second,16.95,1498,5,4.3,Nissan,Sunny 2011-2014 XV Special Edition
Hyderabad,2010,Petrol,Manual,First,19.0,998,5,2.6,Maruti,A-Star Lxi
Hyderabad,2018,Petrol,Manual,First,25.17,799,5,4.45,Renault,KWID RXT Optional
Coimbatore,2012,Petrol,Automatic,First,17.1,1591,5,5.37,Hyundai,Verna 1.6 SX VTVT (O) AT
Chennai,2008,Petrol,Manual,Second,18.9,1061,5,1.75,Maruti,Wagon R LXI Minor
Kolkata,2013,Diesel,Automatic,First,18.88,1995,5,16.5,BMW,3 Series 320d Sport Line
Delhi,2013,Diesel,Automatic,First,18.48,1995,5,19.0,BMW,5 Series 2003-2012 520d
Jaipur,2016,Diesel,Manual,First,25.0,1396,5,2.8,Tata,Indigo CS eVX
Hyderabad,2015,Diesel,Manual,First,22.54,1396,5,6.2,Hyundai,i20 Sportz 1.4 CRDi
Kochi,2019,Petrol,Manual,First,16.8,796,8,3.8,Maruti,Omni E MPI STD BS IV
Hyderabad,2014,Diesel,Manual,First,25.2,1248,5,6.1,Maruti,Swift ZDi
Coimbatore,2019,Diesel,Manual,First,23.0,1498,5,11.65,Ford,Ecosport Signature Edition Diesel
Mumbai,2014,Petrol,Automatic,First,16.5,1198,5,4.15,Honda,Brio VX AT
Chennai,2017,Diesel,Manual,First,13.68,2393,7,16.5,Toyota,Innova Crysta 2.4 GX MT
Bangalore,2008,Diesel,Manual,Second,10.5,2179,8,4.3,Mahindra,Scorpio 2.6 LX
Kolkata,2010,Petrol,Manual,First,18.5,1197,5,2.25,Hyundai,i20 1.2 Magna
Ahmedabad,2014,Diesel,Manual,First,22.32,1582,5,6.75,Hyundai,Verna 1.6 SX
Chennai,2014,Diesel,Manual,First,15.1,2179,7,9.4,Mahindra,XUV500 W6 2WD
Coimbatore,2014,Diesel,Manual,First,20.64,1498,5,5.39,Volkswagen,Vento 1.5 TDI Comfortline
Kochi,2019,Diesel,Manual,First,26.59,1248,5,8.51,Maruti,Swift Dzire VDI Optional
Pune,2010,Petrol,Manual,First,13.7,1368,5,1.85,Tata,Manza Aura Safire BS IV
Kolkata,2012,Diesel,Manual,Second,22.9,1248,5,2.5,Maruti,Swift VDI
Chennai,2013,Diesel,Manual,First,22.07,1199,5,4.75,Volkswagen,Polo Diesel Highline 1.2L
Pune,2009,Petrol,Manual,Second,17.0,1497,5,3.5,Honda,City 1.5 V MT
Bangalore,2014,Diesel,Manual,First,23.0,1396,5,5.5,Hyundai,i20 Asta (o) 1.4 CRDi (Diesel)
Coimbatore,2012,Petrol,Manual,First,17.0,1497,5,6.33,Honda,City 1.5 V MT
Kochi,2014,Diesel,Manual,First,25.44,936,5,2.47,Chevrolet,Beat Diesel
Kochi,2014,Petrol,Manual,First,16.2,995,5,3.3,Chevrolet,Spark 1.0 LS
Delhi,2011,Diesel,Manual,Second,11.57,2179,7,3.5,Tata,New Safari DICOR 2.2 EX 4x2
Delhi,2014,Diesel,Automatic,First,11.3,2987,7,38.75,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency
Pune,2008,Diesel,Automatic,First,11.5,2993,5,7.99,BMW,5 Series 2003-2012 530d Highline
Kochi,2013,Diesel,Manual,First,14.24,2755,7,13.28,Toyota,Fortuner 2.8 4WD MT
Pune,2012,Petrol,Automatic,First,11.25,1995,5,9.5,BMW,X1 sDrive 18i
Kochi,2019,Diesel,Manual,First,20.37,1461,5,14.01,Renault,Captur 1.5 Diesel Platine Mono
Coimbatore,2016,Diesel,Manual,First,24.4,1120,5,6.99,Hyundai,Xcent 1.1 CRDi S
Hyderabad,2010,Diesel,Automatic,Second,13.2,1995,5,11.0,BMW,3 Series 320d
Hyderabad,2008,Petrol,Automatic,Second,10.8,2497,5,11.0,BMW,5 Series 2010-2013 525i
Pune,2010,Petrol,Manual,Second,18.06,1198,5,2.3,Nissan,Micra XE
Delhi,2014,Diesel,Automatic,First,16.36,2179,5,26.5,Jaguar,XF 2.2 Litre Luxury
Bangalore,2011,Diesel,Automatic,First,10.2,4367,7,67.0,Land,Rover Range Rover TDV8 (Diesel)
Mumbai,2017,Petrol,Automatic,First,16.0,1368,5,17.75,Jeep,Compass 1.4 Limited Option
Delhi,2010,Petrol,Automatic,Second,10.1,2354,5,4.8,Honda,CR-V 2.4 AT
Coimbatore,2013,Petrol,Manual,First,18.6,1197,5,4.57,Maruti,Swift VXI
Chennai,2016,Diesel,Manual,First,24.4,1120,5,3.5,Hyundai,Xcent 1.1 CRDi S
Kochi,2015,Diesel,Manual,First,19.01,1461,5,7.61,Nissan,Terrano XV Premium 110 PS
Hyderabad,2015,Diesel,Automatic,First,18.25,1968,5,25.0,Audi,A4 35 TDI Technology
Coimbatore,2016,Petrol,Manual,First,18.9,1197,5,5.88,Hyundai,Grand i10 Asta Option
Hyderabad,2015,Diesel,Manual,First,12.99,2494,8,13.5,Toyota,Innova 2.5 G (Diesel) 8 Seater
Kolkata,2015,Petrol,Manual,First,18.5,1197,5,4.6,Hyundai,i20 1.2 Magna
Kolkata,2013,Diesel,Manual,First,22.77,1498,5,4.9,Ford,EcoSport 1.5 TDCi Titanium
Hyderabad,2012,Petrol,Manual,First,17.0,1497,5,5.25,Honda,City 1.5 S MT
Coimbatore,2018,Petrol,Automatic,First,14.8,1497,5,12.41,Ford,EcoSport 1.5 Petrol Titanium Plus AT
Kolkata,2014,Diesel,Manual,First,22.07,1199,5,3.8,Volkswagen,Polo Diesel Highline 1.2L
Mumbai,2010,Diesel,Automatic,First,19.27,2143,5,8.95,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Hyderabad,2013,Diesel,Manual,First,22.7,1498,5,7.2,Ford,Ecosport 1.5 DV5 MT Titanium
Hyderabad,2017,Petrol,Manual,First,14.4,1396,5,4.5,Tata,Indigo GLE
Delhi,2014,Diesel,Manual,First,26.59,1248,5,4.15,Maruti,Swift Dzire LDI
Coimbatore,2016,Diesel,Manual,First,25.1,1248,5,7.94,Maruti,S-Cross Zeta DDiS 200 SH
Pune,2014,Diesel,Manual,First,19.01,1461,5,7.25,Renault,Duster 110PS Diesel RxZ Pack
Delhi,2016,Petrol,Manual,First,18.9,998,5,3.7,Maruti,Wagon R VXI
Hyderabad,2010,Petrol,Manual,First,0.0,1086,5,2.45,Hyundai,Santro Xing GL
Chennai,2011,Diesel,Manual,Third,25.44,936,5,1.5,Chevrolet,Beat Diesel LT
Delhi,2017,Diesel,Manual,First,16.0,1997,7,12.0,Mahindra,XUV500 W4 1.99 mHawk
Delhi,2012,Petrol,Manual,Second,19.81,1086,5,2.2,Hyundai,i10 Era 1.1
Hyderabad,2007,Diesel,Manual,First,13.93,2179,7,3.6,Tata,New Safari DICOR 2.2 EX 4x4
Kolkata,2009,Petrol,Manual,First,20.36,1197,5,1.92,Hyundai,i10 Sportz
Bangalore,2016,Diesel,Automatic,First,11.36,2755,7,20.5,Toyota,Innova Crysta 2.8 ZX AT
Jaipur,2010,Diesel,Manual,First,17.5,1896,5,4.25,Skoda,Laura Elegance MT
Kolkata,2013,Petrol,Manual,First,18.9,1197,5,3.2,Hyundai,Grand i10 Sportz
Pune,2012,Diesel,Manual,Second,23.59,1364,5,2.6,Toyota,Etios Liva GD
Kolkata,2014,Diesel,Manual,First,23.4,1248,5,3.85,Maruti,Swift Dzire VDI
Kochi,2010,Diesel,Manual,First,23.0,1396,5,3.48,Hyundai,i20 Asta 1.4 CRDi (Diesel)
Hyderabad,2017,Diesel,Manual,Second,25.83,1498,5,4.55,Ford,Figo 2015-2019 1.5D Trend MT
Pune,2016,Diesel,Manual,First,25.47,1248,7,7.0,Maruti,Ertiga VDI
Ahmedabad,2013,Diesel,Manual,First,20.77,1248,7,5.75,Maruti,Ertiga ZDI
Kochi,2016,Petrol,Automatic,First,16.8,1497,5,8.73,Honda,City 1.5 V AT Sunroof
Hyderabad,2009,Petrol,Manual,First,19.7,796,5,1.7,Maruti,Alto LXi BSIII
Hyderabad,2016,Diesel,Automatic,First,10.91,3198,7,29.5,Ford,Endeavour 3.2 Titanium AT 4X4
Kochi,2019,Diesel,Manual,First,24.3,1248,5,10.49,Maruti,Vitara Brezza ZDi Plus
Kolkata,2015,Petrol,Automatic,First,8.6,2706,2,64.0,Porsche,Boxster S tiptronic
Pune,2016,Diesel,Manual,First,22.9,1248,5,7.55,Maruti,Swift ZDi
Mumbai,2014,Petrol,Manual,First,17.57,1193,5,3.95,Tata,Zest Revotron 1.2 XT
Bangalore,2010,Petrol,Manual,Fourth & Above,17.0,1197,5,3.25,Hyundai,i20 1.2 Sportz Option
Mumbai,2009,Diesel,Manual,First,19.4,1422,5,2.75,Skoda,Fabia 1.4 TDI Active
Kolkata,2015,Diesel,Manual,First,21.43,1364,5,7.35,Toyota,Corolla Altis D-4D J
Ahmedabad,2017,Petrol,Manual,First,17.0,1198,5,4.7,Volkswagen,Ameo 1.2 MPI Comfortline
Kochi,2016,Petrol,Manual,Second,15.29,1591,5,8.77,Hyundai,Creta 1.6 VTVT S
Kochi,2013,Petrol,Manual,First,20.36,1197,5,3.42,Hyundai,i10 Magna 1.2
Kolkata,2015,Petrol,Manual,First,18.6,1199,5,2.5,Chevrolet,Beat LS
Kolkata,2012,Diesel,Automatic,First,14.74,2993,5,20.0,Jaguar,XF 3.0 Litre S Premium Luxury
Mumbai,2014,Petrol,Manual,First,13.24,1598,5,5.25,Nissan,Terrano XL
Delhi,2013,Diesel,Automatic,Second,15.73,1968,5,14.5,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus
Mumbai,2011,Petrol,Automatic,First,16.95,1197,5,3.45,Hyundai,i10 Asta AT
Pune,2015,Petrol,Automatic,First,24.07,998,5,3.3,Maruti,Alto K10 VXI AGS
Bangalore,2014,Diesel,Automatic,First,11.33,4134,7,51.0,Audi,Q7 4.2 TDI Quattro Technology
Kolkata,2017,Diesel,Manual,First,24.3,1248,5,6.5,Maruti,Vitara Brezza VDi
Hyderabad,2013,Petrol,Manual,First,21.1,814,5,3.65,Hyundai,EON D Lite Plus
Chennai,2012,Diesel,Manual,First,20.0,1497,5,7.25,Mahindra,XUV300 W8 Diesel
Kochi,2014,Diesel,Manual,First,22.0,1582,5,6.01,Hyundai,Verna CRDi 1.6 SX Option
Kolkata,2015,Petrol,Manual,First,18.9,998,5,2.8,Maruti,Wagon R VXI
Chennai,2012,Petrol,Manual,First,17.0,1197,5,4.0,Hyundai,i20 Sportz Option
Delhi,2014,Petrol,Manual,First,17.4,1497,5,5.95,Honda,City i VTEC V
Chennai,2011,Diesel,Manual,Second,12.8,2494,7,9.2,Toyota,Innova 2.5 V Diesel 7-seater
Pune,2012,Diesel,Manual,First,16.8,1493,5,5.35,Hyundai,Verna CRDi SX
Delhi,2017,Diesel,Manual,First,17.6,2179,7,12.0,Tata,Hexa XT
Coimbatore,2015,Diesel,Automatic,Second,12.07,2967,7,38.94,Audi,Q7 3.0 TDI Quattro Premium Plus
Coimbatore,2008,Petrol,Manual,Second,18.9,998,5,2.69,Maruti,Wagon R VXI
Bangalore,2013,Diesel,Automatic,Second,17.09,1995,5,27.5,BMW,5 Series 2013-2017 525d Luxury Line
Kolkata,2014,Petrol,Manual,First,18.0,1198,5,2.75,Honda,Amaze EX i-Vtech
Mumbai,2016,Petrol,Manual,First,24.7,796,5,2.8,Maruti,Alto 800 2016-2019 LXI
Mumbai,2016,Petrol,Manual,First,17.01,1591,5,6.45,Hyundai,Verna 1.6 SX VTVT
Coimbatore,2018,Petrol,Manual,First,23.84,1199,5,5.88,Tata,Tiago 1.2 Revotron XZ
Pune,2013,Petrol,Manual,First,18.6,1197,5,4.65,Maruti,Swift LXI
Jaipur,2014,Petrol,Manual,First,21.1,814,5,2.5,Hyundai,EON Era
Kochi,2018,Petrol,Automatic,First,12.6,1950,5,51.35,Mercedes-Benz,E-Class E 220 d
Hyderabad,2016,Diesel,Manual,First,22.54,1396,5,6.85,Hyundai,i20 Magna 1.4 CRDi
Chennai,2012,Diesel,Manual,First,23.59,1364,5,5.25,Toyota,Etios VD
Coimbatore,2014,Diesel,Manual,First,21.43,1364,5,9.23,Toyota,Corolla Altis Diesel D4DG
Ahmedabad,2014,Diesel,Automatic,First,20.7,1496,5,22.0,Mini,Cooper 5 DOOR D
Hyderabad,2014,Diesel,Manual,First,20.14,1498,5,5.19,Volkswagen,Polo 1.5 TDI Highline
Pune,2009,Petrol,Automatic,First,13.7,1798,5,4.35,Skoda,Superb Elegance 1.8 TSI AT
Hyderabad,2013,Diesel,Automatic,First,10.0,2148,5,24.5,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde
Pune,2015,Diesel,Manual,First,17.8,1248,5,5.75,Maruti,Swift VDi BSIII W/ ABS
Kochi,2016,Petrol,Automatic,First,18.0,1497,5,9.19,Honda,City i VTEC CVT VX
Pune,2008,Petrol,Automatic,Second,8.45,2979,5,10.75,BMW,7 Series 2007-2012 740Li
Bangalore,2009,Petrol,Automatic,First,19.2,1197,5,2.99,Hyundai,i10 Magna AT
Kolkata,2014,Diesel,Manual,First,26.59,1248,5,3.89,Maruti,Swift Dzire VDI
Coimbatore,2018,Diesel,Manual,First,26.0,1498,5,11.73,Honda,City i DTec VX
Coimbatore,2016,Petrol,Manual,First,14.0,796,5,3.11,Maruti,Omni 8 Seater BSIV
Jaipur,2014,Diesel,Manual,Second,17.2,1968,5,14.45,Skoda,Superb 2009-2014 Elegance 2.0 TDI MT
Ahmedabad,2018,Diesel,Manual,First,24.52,1248,7,8.7,Maruti,Ertiga SHVS VDI
Kochi,2016,Diesel,Manual,First,24.0,1120,5,5.04,Hyundai,Grand i10 CRDi Magna
Jaipur,2017,Diesel,Manual,First,28.09,1248,5,8.5,Maruti,Ciaz VDi Plus SHVS
Delhi,2014,Diesel,Automatic,First,19.27,2143,5,15.65,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Mumbai,2015,Diesel,Manual,First,20.5,1248,5,5.65,Fiat,Avventura MULTIJET Emotion
Bangalore,2010,Petrol,Automatic,First,10.93,2497,5,16.5,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance
Ahmedabad,2011,CNG,Manual,First,26.3,998,5,2.0,Maruti,Zen Estilo LXI Green (CNG)
Pune,2012,Petrol,Manual,First,15.04,1598,5,3.9,Volkswagen,Vento Petrol Highline
Jaipur,2013,Diesel,Automatic,First,18.88,1995,5,14.5,BMW,3 Series 320d Luxury Line
