Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,KM_bin_encoded,Engine-bins,Power_bins,Power_to_Engine_Ratio,Performance_Index,Economy_Index
Bangalore,Petrol,Automatic,First,16.8,5,9.45,Honda,City 1.5 S AT,0,2,1,0.07882431524460633,176.646,6.728073688426112
Delhi,Diesel,Manual,First,27.39,5,6.75,Maruti,Baleno Alpha 1.3,0,1,0,0.059294871747359874,92.352,12.184163701067614
Coimbatore,Diesel,Manual,First,26.0,5,7.75,Honda,City i DTec V,1,2,1,0.06582109474911808,147.7028,10.408326661329061
Kochi,Diesel,Manual,First,22.54,5,4.4,Hyundai,i20 Era 1.4 CRDi,0,1,1,0.06358166184557187,123.90896000000001,9.407345575959933
Jaipur,Diesel,Automatic,First,13.0,5,42.0,Mercedes-Benz,E-Class 2015-2017 E350 Edition E,0,5,4,0.08871777700411189,791.555,3.2605969400551795
Kochi,Diesel,Manual,First,19.01,5,5.67,Nissan,Terrano XV 110 PS,2,2,1,0.07426420255012717,158.5185,7.724502234863876
Bangalore,Diesel,Automatic,First,19.6,5,11.5,Renault,Duster 110PS Diesel RxZ AMT,0,2,1,0.07422997941531144,158.44545000000002,7.964242177976431
Pune,Petrol,Manual,First,18.9,5,1.69,Maruti,Wagon R LXI Minor,2,0,0,0.06723446887050653,66.96579999999999,9.45945945945946
Jaipur,Diesel,Manual,Second,17.1,5,1.8,Hyundai,Getz 1.5 CRDi GVS,1,2,1,0.07367716003102667,164.23,6.859205776173285
Mumbai,Petrol,Manual,First,18.5,5,3.2,Maruti,Ritz LXi,1,1,1,0.07167919793510509,102.70259999999999,8.420573509330906
Kochi,Diesel,Automatic,First,22.48,5,45.86,BMW,5 Series 520d Sport Line,0,3,3,0.09410526311072417,374.54130000000004,7.505843071786311
Hyderabad,Petrol,Manual,First,16.47,5,5.1,Volkswagen,Polo 1.2 MPI Highline,1,1,0,0.061769615975150564,88.652,7.4931756141947226
Pune,Diesel,Manual,First,17.8,5,4.85,Maruti,Swift VDI BSIV,0,1,1,0.0907667417004834,141.36956337874662,7.918149466192171
Mumbai,Petrol,Manual,Second,15.6,5,2.4,Ford,Figo Petrol ZXI,1,1,0,0.05852842804470867,83.72,7.103825136612023
Hyderabad,Diesel,Automatic,First,18.88,5,22.0,BMW,3 Series 320d Luxury Line,0,3,3,0.09223057639487188,367.08,6.303839732888147
Delhi,Diesel,Manual,First,22.32,5,4.28,Hyundai,Verna 1.6 SX CRDi (O),1,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Coimbatore,Diesel,Manual,First,20.45,5,5.67,Renault,Duster 85PS Diesel RxL,1,2,1,0.057357973951158124,122.43180000000001,8.309630231613164
Bangalore,Petrol,Automatic,First,18.9,5,6.2,Hyundai,Grand i10 1.2 Kappa Magna AT,0,1,1,0.06838763569892427,97.98642,8.602639963586709
Bangalore,Diesel,Automatic,Second,17.05,5,14.49,BMW,X1 sDrive20d,0,3,3,0.09223057639487188,367.08,5.692821368948247
Pune,Diesel,Manual,First,21.1,5,3.0,Maruti,Ritz VDi,1,1,0,0.059214743542295875,92.22720000000001,9.386120996441282
Jaipur,Petrol,Manual,Second,19.81,5,2.25,Hyundai,i10 Era 1.1 iTech SE,1,1,0,0.06266114174708919,73.9023,9.49664429530201
Kochi,Diesel,Automatic,First,15.97,7,43.78,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,0,5,4,0.08620113595516167,772.194,3.9994991234660655
Kochi,Petrol,Manual,First,16.8,5,11.45,Honda,City V MT Exclusive,0,2,1,0.07768871070294675,174.1011,6.728073688426112
Delhi,Diesel,Automatic,First,11.18,7,10.5,Mahindra,Ssangyong Rexton RX7,1,5,3,0.06824925813492239,496.064,3.024891774891775
Coimbatore,Diesel,Manual,First,22.7,5,7.48,Ford,Ecosport 1.5 DV5 MT Titanium Optional,1,2,1,0.059973297690271495,134.58032,9.08726981585268
Coimbatore,Petrol,Manual,First,19.7,5,3.1,Maruti,Alto LXi,0,0,0,0.05816582907265599,36.8548,10.96881959910913
Mumbai,Petrol,Manual,First,16.47,5,2.55,Volkswagen,Polo 1.2 MPI Highline,0,1,0,0.061769615975150564,88.652,7.4931756141947226
Jaipur,Diesel,Manual,First,22.07,5,3.5,Volkswagen,Polo Diesel Comfortline 1.2L,1,1,0,0.061634695528244625,88.60610000000001,10.03638017280582
Kolkata,Diesel,Manual,First,22.07,5,2.59,Volkswagen,Polo Diesel Highline 1.2L,0,1,0,0.061634695528244625,88.60610000000001,10.03638017280582
Kolkata,Diesel,Manual,First,20.77,7,5.45,Maruti,Ertiga ZDI,1,1,1,0.07115384609683184,110.82239999999999,9.239323843416368
Kolkata,Diesel,Manual,First,22.77,5,6.0,Ford,EcoSport 1.5 TDCi Ambiente,0,2,1,0.06581441918169932,147.68782000000002,9.115292233787029
Kolkata,Diesel,Automatic,First,11.36,7,15.49,Toyota,Innova Crysta 2.8 ZX AT,1,5,2,0.062250453697912725,472.4825,3.025299600532623
Mumbai,Petrol,Automatic,Second,10.8,5,12.5,BMW,5 Series 523i Sedan,1,4,2,0.060072086479746864,374.55,3.08836145267372
Kolkata,Diesel,Manual,First,23.4,5,4.75,Maruti,Swift Dzire Tour LDI,2,1,0,0.059294871747359874,92.352,10.409252669039144
Mumbai,Petrol,Manual,First,18.88,5,7.85,Ford,Ecosport 1.0 Ecoboost Platinum Edition,0,0,1,0.12336336323987651,123.11676,9.444722361180588
Ahmedabad,Diesel,Manual,First,16.8,5,6.0,Hyundai,Verna CRDi SX,1,2,1,0.07367716003102667,164.23,6.738868832731648
Mumbai,Petrol,Manual,First,17.57,5,4.0,Tata,Zest Revotron 1.2T XM,0,1,1,0.0743503771380131,105.8191,8.011855905152759
Mumbai,Diesel,Automatic,First,14.4,5,28.75,Audi,A7 2011-2015 3.0 TDI Quattro,0,5,4,0.08136164473159366,716.2338000000001,3.629947063271994
Pune,Diesel,Manual,First,22.3,5,2.5,Tata,Indica Vista Quadrajet VX,1,1,0,0.059294871747359874,92.352,9.919928825622776
Delhi,Diesel,Manual,First,26.59,5,5.5,Maruti,Swift Dzire VDI,1,1,0,0.059294871747359874,92.352,11.828291814946619
Kolkata,Petrol,Manual,First,16.0,5,1.59,Fiat,Linea Emotion,0,1,1,0.0657894736361188,123.12,6.756756756756756
Mumbai,Petrol,Manual,First,18.6,5,6.22,Hyundai,i20 1.2 Spotz,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Kolkata,Petrol,Manual,First,21.1,5,2.75,Hyundai,EON Era Plus,0,0,0,0.06781326772995913,44.9328,11.631753031973538
Pune,Diesel,Automatic,First,17.9,5,25.0,Mercedes-Benz,GLA Class 200 CDI SPORT,0,3,2,0.063462435807997,291.448,5.695195672923958
Delhi,Petrol,Manual,First,23.1,5,2.8,Maruti,Celerio VXI,1,0,0,0.06717434863008583,66.90592000000001,11.561561561561563
Mumbai,Petrol,Manual,Second,17.8,5,2.45,Chevrolet,Beat LT,1,1,0,0.06405337776142336,92.08319999999999,8.094588449295134
Pune,Petrol,Automatic,First,19.0,5,6.35,Honda,Jazz 1.2 V AT i VTEC Privilege,0,1,1,0.07397831520101891,106.35130000000001,8.640291041382447
Mumbai,Diesel,Automatic,Third,16.07,5,8.0,BMW,3 Series 320d Highline,1,3,3,0.09072681699712941,361.095,5.365609348914858
Bangalore,Diesel,Manual,First,19.01,5,8.25,Renault,Duster 110PS Diesel RxL,1,2,1,0.07422997941531144,158.44545000000002,7.724502234863876
Mumbai,Petrol,Automatic,First,17.01,5,5.95,Ford,Figo 2015-2019 1.5P Titanium AT,0,2,1,0.07364909935046758,165.4896,6.80672268907563
Kochi,Diesel,Manual,First,13.68,7,19.92,Toyota,Innova Crysta 2.4 VX MT,0,4,2,0.06176347678154473,353.6854,4.031830238726791
Kochi,Diesel,Manual,First,25.44,5,3.15,Chevrolet,Beat Diesel LS,1,0,0,0.060149572585310285,52.696799999999996,13.140495867768598
Chennai,Petrol,Automatic,First,17.21,4,5.75,Volkswagen,Polo GTI,0,2,3,0.10511679638202624,339.822,6.1508220157255185
Kochi,Diesel,Automatic,First,10.91,7,32.44,Ford,Endeavour 3.2 Trend AT 4X4,0,6,3,0.06166353969303829,630.6456,2.598856598380181
Kochi,Diesel,Automatic,Second,22.32,5,8.01,Hyundai,Verna 1.6 SX CRDI (O) AT,0,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Coimbatore,Petrol,Manual,First,18.16,5,6.48,Ford,Figo 2015-2019 1.2P Titanium Opt MT,0,1,1,0.07257525077543875,103.81280000000001,8.269581056466302
Jaipur,Petrol,Manual,First,16.1,4,0.75,Maruti,800 AC,1,0,0,0.04648241200190652,29.452,8.964365256124722
Kolkata,Diesel,Manual,First,26.0,5,5.0,Honda,City i DTEC V,0,2,1,0.06582109474911808,147.7028,10.408326661329061
Mumbai,Diesel,Manual,First,16.0,7,7.75,Mahindra,XUV500 W8 2WD,0,3,2,0.06424965577592949,305.06,5.033029254482542
Chennai,Diesel,Manual,First,20.0,5,2.6,Ford,Figo Diesel ZXI,1,1,0,0.04860614721329081,95.132,8.336807002917881
Pune,Petrol,Manual,First,17.0,5,9.2,Ford,EcoSport 1.5 Petrol Titanium,0,2,1,0.08106880422106291,181.67592000000002,6.8081698037645175
Mumbai,Petrol,Manual,First,18.6,5,5.05,Hyundai,i20 Asta 1.2,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Hyderabad,Diesel,Manual,First,12.99,7,9.6,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2,4,1,0.04009623093821322,249.4,3.7178019461934744
Mumbai,Diesel,Manual,First,20.46,5,5.5,Renault,Duster 85PS Diesel RxL Optional,1,2,1,0.057357973951158124,122.43180000000001,8.313693620479478
Mumbai,Diesel,Manual,First,12.99,8,9.35,Toyota,Innova 2.5 VX (Diesel) 8 Seater,0,4,1,0.040336808323842496,250.8964,3.7178019461934744
Delhi,Petrol,Manual,First,17.0,5,2.6,Honda,City 1.5 S MT,4,2,1,0.07882431524460633,176.646,6.8081698037645175
Hyderabad,Petrol,Manual,First,24.07,5,3.5,Maruti,Alto K10 VXI,0,0,0,0.06723446887050653,66.96579999999999,12.047047047047048
Kochi,Petrol,Manual,First,19.49,5,4.26,Nissan,Micra Active XL Petrol,0,1,0,0.0559599331753256,80.31392000000001,8.86715195632393
Chennai,Petrol,Automatic,Second,23.1,5,4.25,Maruti,Celerio VXI AT,0,0,0,0.06717434863008583,66.90592000000001,11.561561561561563
Hyderabad,Petrol,Manual,Second,11.7,5,11.75,Mercedes-Benz,New C-Class 200 Kompressor,1,2,3,0.09910913134793478,319.688,4.184549356223176
Chennai,Diesel,Manual,First,23.5,5,3.5,Ford,Fiesta Diesel Style,3,2,1,0.059212283004531185,132.8726,9.407526020816652
Jaipur,Petrol,Manual,First,17.01,5,7.5,Hyundai,Verna 1.6 VTVT S,1,2,1,0.07624135758878607,192.98829999999998,6.565032805866461
Chennai,Petrol,Automatic,Third,15.0,5,3.25,Hyundai,i20 1.4 Asta (AT),1,1,1,0.07163323777103636,139.6,6.260434056761269
Chennai,Petrol,Manual,First,17.5,5,4.9,Maruti,Swift Dzire VXi,0,1,1,0.06610169486432843,111.3684,7.6153176675369885
Hyderabad,Diesel,Automatic,First,14.84,5,27.0,Mercedes-Benz,New C-Class C 220CDIBE Avantgarde Command,1,3,2,0.07932804475999625,364.31,4.721603563474388
Kochi,Petrol,Manual,First,18.6,5,8.91,Hyundai,Elite i20 Petrol Asta,0,1,1,0.06838763569892427,97.98642,8.466090122894856
Kochi,Petrol,Automatic,First,17.01,5,6.69,Hyundai,Verna 1.6 VTVT EX AT,0,2,1,0.07630421113997221,193.14740000000003,6.565032805866461
Kochi,Diesel,Manual,First,17.3,5,6.02,Chevrolet,Cruze LTZ,1,3,2,0.08193193189092494,327.07259999999997,5.770513675783856
Mumbai,Petrol,Manual,First,14.28,5,4.5,Toyota,Corolla Altis 1.8 G,1,2,2,0.07676863177042902,248.17794,5.103645461043603
Pune,Petrol,Manual,First,19.0,5,2.0,Maruti,A-Star Vxi,1,0,0,0.06623246486349452,65.96779999999998,9.50950950950951
Kolkata,Diesel,Manual,First,23.08,5,2.4,Nissan,Micra Diesel XV Premium,0,2,0,0.04318959613744723,92.18910000000001,9.378301503453878
Pune,Petrol,Manual,First,25.4,4,1.2,Tata,Nano LX,0,0,0,0.060064102467845985,23.38752,15.640394088669948
Delhi,Diesel,Manual,First,23.4,5,2.9,Maruti,Swift Dzire Tour LDI,1,1,0,0.059294871747359874,92.352,10.409252669039144
Ahmedabad,Diesel,Automatic,First,17.32,5,27.0,Audi,Q3 2.0 TDI Quattro,0,3,3,0.0934959349118415,362.112,5.835579514824798
Chennai,Diesel,Manual,First,25.8,5,7.5,Honda,Amaze VX i-DTEC,0,2,1,0.06582109474911808,147.7028,10.32826261008807
Mumbai,Petrol,Manual,First,14.7,5,1.5,Chevrolet,Optra 1.6 LS,1,2,1,0.06504065036582823,166.296,5.6560215467487485
Hyderabad,Diesel,Automatic,First,14.16,5,39.5,Audi,Q5 2.0 TDI Premium Plus,0,3,3,0.08856707312572812,343.0224,4.77088948787062
Hyderabad,Diesel,Manual,First,23.2,5,3.39,Maruti,Ritz VDi,1,1,0,0.05924679482432147,92.27712,10.320284697508896
Kochi,Diesel,Manual,First,15.4,7,12.4,Mahindra,Scorpio S6 7 Seater,0,3,1,0.05507113352222527,261.48,4.844290657439447
Chennai,Diesel,Manual,First,28.09,5,6.85,Maruti,Ciaz ZDi SHVS,0,1,1,0.07091346148163985,110.448,12.495551601423486
Pune,Diesel,Manual,Second,21.43,5,5.75,Toyota,Corolla Altis Aero D 4D J,2,1,2,0.10117302045368547,188.232,9.065143824027073
Chennai,Diesel,Manual,Second,25.0,5,2.0,Tata,Indica V2 eLS,1,1,0,0.049426934062015086,96.324,10.434056761268781
Jaipur,Petrol,Manual,First,16.1,4,0.9,Maruti,800 Std BSIII,3,0,0,0.04648241200190652,29.452,8.964365256124722
Kolkata,Petrol,Manual,First,16.47,5,3.8,Volkswagen,Polo 1.2 MPI Highline,0,1,0,0.061769615975150564,88.652,7.4931756141947226
Delhi,Petrol,Automatic,First,14.62,5,16.35,Hyundai,Elantra 2.0 SX Option AT,0,3,2,0.07499749871185717,299.69007999999997,4.874958319439813
Hyderabad,Diesel,Automatic,First,11.5,7,16.5,Toyota,Fortuner 4x2 4 Speed AT,3,5,2,0.056673373555776875,503.958,2.887995981918634
Coimbatore,Petrol,Manual,First,21.4,5,8.7,Maruti,Baleno Zeta 1.2,0,1,1,0.06942355883924514,99.4707,9.740555302685479
Mumbai,Petrol,Manual,First,21.4,5,6.1,Maruti,Baleno Zeta 1.2,0,1,1,0.06942355883924514,99.4707,9.740555302685479
Hyderabad,Diesel,Automatic,First,23.8,5,21.94,Mini,Cooper Countryman D,1,3,1,0.05605605602799997,223.776,7.938625750500334
Chennai,Diesel,Automatic,Second,13.0,5,22.0,Mercedes-Benz,S Class 2005 2013 320 CDI,0,5,3,0.0703046534749566,627.27,3.2605969400551795
Delhi,Petrol,Manual,First,20.92,5,2.65,Maruti,Alto K10 LXI,1,0,0,0.06723446887050653,66.96579999999999,10.470470470470472
Kochi,Petrol,Manual,First,20.4,5,5.27,Maruti,Swift VXI Optional,0,1,1,0.06833751038568293,97.9146,9.28538916704597
Kolkata,Diesel,Manual,First,22.1,5,2.48,Chevrolet,Sail LT ABS,0,1,0,0.059294871747359874,92.352,9.830960854092526
Kolkata,Diesel,Manual,First,12.8,8,6.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,1,4,1,0.040898155556977484,254.388,3.6634230108757873
Mumbai,Diesel,Manual,First,11.5,7,8.9,Toyota,Fortuner 3.0 Diesel,1,5,2,0.05734406436708784,509.922,2.887995981918634
Hyderabad,Diesel,Automatic,Second,18.88,5,18.0,BMW,3 Series 320d Sport Line,1,3,3,0.09223057639487188,367.08,6.303839732888147
Coimbatore,Petrol,Manual,First,16.8,5,11.64,Skoda,Octavia Ambition 1.4 TSI MT,1,1,2,0.09893906802943436,192.53790000000004,7.014613778705637
Kolkata,Diesel,Manual,First,11.5,7,8.99,Toyota,Fortuner 3.0 Diesel,1,5,2,0.05734406436708784,509.922,2.887995981918634
Bangalore,Diesel,Automatic,First,15.5,5,5.25,Volkswagen,Jetta 2007-2011 1.9 Highline TDI,1,3,1,0.05537974680623431,199.08,5.352209944751381
Kolkata,Diesel,Manual,First,23.0,5,2.95,Hyundai,i20 1.4 CRDi Asta,0,1,1,0.06446991399393272,125.64,9.599332220367279
Mumbai,Diesel,Manual,Second,21.02,5,2.65,Tata,Manza Club Class Quadrajet90 LX,1,1,1,0.07112179481480625,110.77248000000002,9.35053380782918
Pune,Petrol,Manual,First,15.04,5,4.0,Volkswagen,Vento Petrol Highline,1,2,1,0.064831038757928,165.5528,5.789068514241724
Chennai,Diesel,Automatic,First,17.6,5,12.5,Hyundai,Creta 1.6 SX Automatic Diesel,1,2,1,0.07977243989900604,199.64839999999998,6.816421378776143
Mumbai,Petrol,Manual,First,21.1,5,3.25,Maruti,Ritz VXI,0,1,1,0.07167919793510509,102.70259999999999,9.604005461993628
Delhi,Petrol,Manual,First,13.1,5,4.0,Honda,CR-V 2.0L 2WD MT,1,3,2,0.07065598394058288,281.7767,4.371037704371038
Delhi,Diesel,Manual,Second,15.1,7,6.25,Mahindra,XUV500 W8 2WD,1,3,2,0.06424965577592949,305.06,4.749921358917899
Jaipur,Diesel,Manual,First,21.66,5,5.8,Volkswagen,Ameo 1.5 TDI Comfortline,1,2,1,0.0725100133027303,162.71276,8.670936749399518
Kolkata,Petrol,Manual,First,17.57,5,5.0,Tata,Zest Revotron 1.2 XT,0,1,1,0.0743503771380131,105.8191,8.011855905152759
Kochi,Diesel,Automatic,First,12.9,5,58.73,Jaguar,XJ 3.0L Portfolio LWB,0,5,5,0.09050451049431857,810.74384,3.230653643876784
Kochi,Petrol,Automatic,First,14.28,5,17.49,Toyota,Corolla Altis 1.8 VL CVT,0,2,2,0.07676863177042902,248.17794,5.103645461043603
Pune,Petrol,Manual,Second,19.0,5,1.95,Maruti,A-Star Vxi,1,0,0,0.06623246486349452,65.96779999999998,9.50950950950951
Mumbai,Petrol,Automatic,First,11.1,5,3.0,Honda,Accord VTi-L (AT),1,4,2,0.0603228546897524,334.268,3.3094812164579603
Delhi,Petrol,Manual,First,17.0,5,5.5,Hyundai,i20 Asta (o),0,1,0,0.06683375098844298,95.76,7.737824305871643
Delhi,Diesel,Automatic,First,12.55,7,16.5,Toyota,Fortuner 4x2 AT,2,5,2,0.05650570085294913,502.467,3.1516825715720747
Mumbai,Petrol,Automatic,Second,11.74,5,14.5,Mercedes-Benz,New C-Class C 200 CGI Avantgarde,0,2,3,0.10356347432986443,334.056,4.198855507868384
Hyderabad,Diesel,Manual,First,27.39,5,7.79,Maruti,Baleno Alpha 1.3,0,1,0,0.059294871747359874,92.352,12.184163701067614
Kochi,Diesel,Manual,First,20.77,7,8.27,Maruti,Ertiga VDI,0,1,1,0.07112179481480625,110.77248000000002,9.239323843416368
Kochi,Diesel,Automatic,First,12.65,5,97.07,Land,Rover Range Rover Sport SE,0,5,4,0.08519879716498537,763.215,3.168044077134986
Mumbai,Petrol,Manual,First,12.9,5,2.15,Chevrolet,Optra Magnum 1.6 LT ABS BS3,1,2,1,0.06414267830779556,163.795,4.965357967667437
Hyderabad,Petrol,Automatic,Second,12.9,5,3.0,Honda,Civic 2006-2010 1.8 V AT,1,2,2,0.07226236794204426,233.87,4.608788853161844
Coimbatore,Diesel,Automatic,First,16.09,5,28.79,BMW,X3 xDrive20d,0,3,3,0.09223057639487188,367.08,5.37228714524207
Mumbai,Diesel,Automatic,First,20.0,5,5.45,Skoda,Laura Ambition 2.0 TDI CR AT,0,3,2,0.07017276419198537,271.7808,6.738544474393531
Delhi,Diesel,Manual,First,23.4,5,3.95,Maruti,Swift Dzire VDI,1,1,0,0.059294871747359874,92.352,10.409252669039144
Pune,Diesel,Automatic,First,23.3,5,16.0,Volvo,V40 Cross Country D3,1,3,2,0.07560483867157014,297.6,7.8083109919571045
Delhi,Petrol,Manual,First,17.5,5,4.25,Maruti,Swift Dzire ZXi,0,1,1,0.06610169486432843,111.3684,7.6153176675369885
Bangalore,Diesel,Automatic,First,12.7,5,34.5,Land,Rover Range Rover 2.2L Pure,1,3,3,0.08614043135101403,408.9983,3.994966970745517
Mumbai,Petrol,Automatic,Third,11.7,5,2.6,Honda,Accord 2.4 AT,2,4,3,0.07544604924577483,418.07039999999995,3.4883720930232553
Kochi,Diesel,Manual,First,12.99,8,13.48,Toyota,Innova 2.5 G (Diesel) 8 Seater,0,4,1,0.040336808323842496,250.8964,3.7178019461934744
Hyderabad,Diesel,Manual,First,12.55,7,32.1,Toyota,Fortuner 4x4 MT,0,5,2,0.05650570085294913,502.467,3.1516825715720747
Kochi,Petrol,Manual,First,18.7,5,6.17,Honda,Jazz 1.2 E i VTEC,0,1,1,0.07397831520101891,106.35130000000001,8.503865393360618
Kolkata,Petrol,Manual,First,17.0,5,5.5,Honda,City 1.5 V MT,0,2,1,0.07882431524460633,176.646,6.8081698037645175
Hyderabad,Diesel,Automatic,First,28.4,5,9.15,Maruti,Dzire AMT ZDI Plus,0,1,0,0.05909455123469987,92.04,12.633451957295371
Pune,Diesel,Manual,First,21.64,5,4.5,Nissan,Sunny 2011-2014 Diesel XL,1,2,1,0.05804243664747266,123.89280000000001,8.79317350670459
Chennai,Diesel,Manual,First,12.99,8,10.5,Toyota,Innova 2.5 G (Diesel) 8 Seater,3,4,1,0.040336808323842496,250.8964,3.7178019461934744
Coimbatore,Petrol,Manual,First,19.4,5,5.37,Honda,Brio S MT,0,1,1,0.0724540900897712,103.98639999999999,8.826205641492265
Bangalore,Petrol,Manual,First,15.04,5,5.45,Volkswagen,Vento Petrol Trendline,1,2,1,0.064831038757928,165.5528,5.789068514241724
Mumbai,Diesel,Manual,First,16.0,7,9.25,Mahindra,XUV500 W4,0,3,2,0.06424965577592949,305.06,5.033029254482542
Chennai,Diesel,Manual,First,23.0,5,7.7,Ford,EcoSport 1.5 Diesel Titanium Plus,0,2,1,0.06606141517619397,148.24208,9.20736589271417
Hyderabad,Diesel,Manual,First,17.72,5,7.99,Skoda,Yeti Ambition 4X2,1,3,1,0.055127032492313495,213.50831999999997,5.970350404312668
Chennai,Petrol,Manual,First,20.36,5,3.0,Hyundai,i10 Sportz,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Hyderabad,Diesel,Manual,First,12.8,8,4.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,5,4,1,0.040898155556977484,254.388,3.6634230108757873
Coimbatore,Diesel,Manual,First,20.65,5,6.69,Tata,Zest Quadrajet 1.3 XT,0,1,1,0.07107371789176785,110.69760000000001,9.18594306049822
Delhi,Diesel,Manual,First,22.9,5,4.25,Maruti,Swift VDI,1,1,0,0.059294871747359874,92.352,10.186832740213521
Kolkata,Diesel,Automatic,First,21.72,5,10.5,Skoda,Rapid 1.5 TDI AT Style,0,2,1,0.07236315081951726,162.38320000000002,8.694955964771816
Coimbatore,Diesel,Manual,First,13.68,8,22.55,Toyota,Innova Crysta 2.4 VX MT 8S,0,4,2,0.06176347678154473,353.6854,4.031830238726791
Pune,Petrol,Manual,Second,17.01,5,5.2,Hyundai,Verna 1.6 SX VTVT,0,2,1,0.07624135758878607,192.98829999999998,6.565032805866461
Coimbatore,Petrol,Manual,First,17.4,5,11.87,Honda,City i VTEC VX Option,0,2,1,0.07835671337451121,175.59810000000002,6.96836203444133
Hyderabad,Diesel,Manual,First,26.0,5,6.99,Honda,City i DTEC SV,1,2,1,0.06582109474911808,147.7028,10.408326661329061
Jaipur,Diesel,Manual,First,20.54,5,5.0,Volkswagen,Vento Diesel Highline,0,2,1,0.064831038757928,165.5528,7.906081601231716
Chennai,Diesel,Automatic,First,12.19,5,44.0,Audi,Q5 2008-2012 3.0 TDI,0,5,4,0.07954162450976016,700.212,3.0728510209226116
Chennai,Petrol,Manual,First,22.74,5,2.79,Maruti,Alto 800 LXI,0,0,0,0.059422110478112924,37.6508,12.661469933184854
Pune,Diesel,Manual,Second,21.12,5,2.9,Tata,Manza ELAN Quadrajet BS IV,2,1,1,0.07115384609683184,110.82239999999999,9.395017793594306
Delhi,Petrol,Manual,First,15.29,5,9.85,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,1,2,1,0.07624135758878607,192.98829999999998,5.901196449247394
Bangalore,Diesel,Automatic,First,12.0,7,49.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,1,5,4,0.07499163037328703,669.088,3.0097817908201656
Jaipur,Diesel,Manual,First,16.55,6,9.25,Mahindra,Thar CRDe,0,4,1,0.04203362688469431,262.29,4.731275014293883
Mumbai,Diesel,Manual,Second,22.32,5,3.75,Hyundai,Verna 1.6 CRDI,1,2,1,0.07983565102412411,199.8066,8.644461657629744
Coimbatore,Diesel,Manual,First,26.1,5,7.29,Ford,Aspire Titanium Diesel,0,2,1,0.06608811744586908,148.302,10.44835868694956
Mumbai,Diesel,Automatic,First,20.7,4,23.5,Mini,Cooper 3 DOOR D,0,2,1,0.07618983952126347,170.51408,8.293269230769232
Hyderabad,Petrol,Manual,First,14.0,5,2.6,Maruti,Omni 8 Seater BSIV,0,0,0,0.04396984919099265,27.86,7.795100222717149
Pune,Diesel,Manual,Second,21.03,5,3.1,Mahindra,Verito 1.5 D4 BSIV,1,2,0,0.04449007526044484,94.965,8.545306785859406
Coimbatore,Diesel,Automatic,First,14.21,5,29.98,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,0,3,3,0.09472701815458376,435.029,4.521158129175947
Kochi,Diesel,Manual,First,19.01,5,6.73,Renault,Duster 110PS Diesel RxZ,1,2,1,0.07422997941531144,158.44545000000002,7.724502234863876
Kolkata,Diesel,Manual,First,23.4,5,3.5,Maruti,Swift Dzire Tour LDI,1,1,0,0.059294871747359874,92.352,10.409252669039144
Kolkata,Petrol,Manual,First,16.47,5,2.35,Volkswagen,Polo Petrol Highline 1.2L,0,1,0,0.061686143521130096,88.53220000000002,7.4931756141947226
Coimbatore,Diesel,Manual,First,16.0,7,16.13,Mahindra,XUV500 W10 2WD,1,3,2,0.06424965577592949,305.06,5.033029254482542
Coimbatore,Petrol,Manual,First,16.47,5,5.9,Volkswagen,Polo 1.2 MPI Highline,1,1,0,0.061769615975150564,88.652,7.4931756141947226
Hyderabad,Petrol,Manual,First,21.1,5,3.9,Maruti,Ritz VXI,1,1,1,0.07167919793510509,102.70259999999999,9.604005461993628
Pune,Petrol,Manual,First,14.7,5,1.5,Chevrolet,Optra 1.6 Elite,2,2,1,0.07088666687239259,181.01647618528614,5.658198614318707
