Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Power,Seats,Price,Brand,Model,car_age,km/age
Chennai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,6.75,Hyundai,i20 Sportz 1.2,9,888.8888888888889
Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,3.69,Maruti,Ritz ZXi,12,4954.25
Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74.0,5,5.45,Maruti,Swift VDI,13,4153.538461538462
Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5,9.29,Honda,WRV i-VTEC VX,8,1891.875
Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5,4.0,Hyundai,Xcent 1.2 Kappa AT S Option,11,4818.181818181818
Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,86.7,5,2.9,Honda,Amaze E i-Vtech,13,3076.923076923077
Pune,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5,5.25,Hyundai,Verna 1.6 SX VTVT (O),13,1623.6153846153845
Mumbai,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5,5.75,Honda,City V MT,12,4666.666666666667
Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5,13.12,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,2180.3333333333335
Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140.0,7,7.83,Mahindra,XUV500 W8 2WD,12,5913.583333333333
Mumbai,2013,25755,CNG,Manual,First,26.6,998,58.16,5,3.15,Maruti,Wagon R LXI CNG,13,1981.1538461538462
Mumbai,2013,51450,Diesel,Manual,First,12.8,2494,102.0,7,10.4,Toyota,Innova 2.5 V Diesel 7-seater,13,3957.6923076923076
Pune,2012,75000,Diesel,Manual,First,22.9,1248,74.0,5,4.35,Maruti,Swift VDI,14,5357.142857142857
Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67.0,5,5.23,Maruti,Wagon R VXI AMT,9,4203.555555555556
Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5,6.01,Hyundai,Grand i10 1.2 Kappa Asta,10,4304.1
Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5,4.4,Honda,Amaze VX i-DTEC,12,8103.0
Chennai,2010,83000,Diesel,Automatic,First,16.07,1995,181.0,5,12.75,BMW,3 Series 320d Highline,16,5187.5
Delhi,2011,65000,Petrol,Manual,First,15.6,1196,70.0,5,2.4,Ford,Figo Petrol Titanium,15,4333.333333333333
Kochi,2018,46007,Petrol,Manual,First,17.0,1198,73.75,5,5.71,Volkswagen,Ameo 1.2 MPI Trendline,8,5750.875
Kochi,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5,5.49,Ford,Ecosport 1.5 DV5 MT Trend,11,5993.181818181818
Pune,2004,73500,Petrol,Manual,Second,13.0,1343,90.0,5,1.3,Honda,City 1.3 EXI,22,3340.909090909091
Kolkata,2014,55000,Diesel,Manual,First,16.0,2179,140.0,7,8.5,Mahindra,XUV500 W6 2WD,12,4583.333333333333
Delhi,2012,115000,Diesel,Manual,First,13.0,2982,168.5,7,12.99,Toyota,Fortuner 4x2 Manual,14,8214.285714285714
Kolkata,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5,5.0,Hyundai,Grand i10 1.2 Kappa Magna,9,3464.8888888888887
Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5,9.0,Maruti,Dzire AMT ZDI Plus,9,4638.555555555556
Kochi,2016,38143,Diesel,Manual,First,22.9,1248,74.0,5,5.22,Maruti,Swift VDI,10,3814.3
Pune,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5,3.8,Volkswagen,Polo Petrol Highline 1.2L,14,1359.2857142857142
Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5,7.27,Toyota,Etios Liva 1.2 VX Dual Tone,7,2982.4285714285716
Mumbai,2016,23555,Petrol,Manual,First,22.0,1197,81.8,5,5.1,Maruti,Swift VXI,10,2355.5
Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143,203.0,5,29.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,13,2230.769230769231
Pune,2013,61000,Petrol,Manual,First,18.9,998,67.1,5,2.9,Maruti,Wagon R VXI,13,4692.307692307692
Kochi,2012,4187,Petrol,Manual,First,26.0,624,35.0,4,1.38,Tata,Nano Lx BSIV,14,299.07142857142856
Bangalore,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5,5.5,Skoda,Laura 1.8 TSI Ambiente,15,3066.6666666666665
Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5,7.25,Volkswagen,Polo GT TSI,10,2800.0
Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5,6.98,Hyundai,Verna 1.6 SX,12,6963.166666666667
Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74.0,5,5.25,Tata,Bolt Quadrajet XE,9,4444.444444444444
Kolkata,2013,36000,Petrol,Manual,First,21.1,814,55.2,5,1.95,Hyundai,EON D Lite Plus,13,2769.230769230769
Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5,24.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,12,1750.0
Kochi,2013,62162,Diesel,Manual,First,12.99,2494,100.0,7,8.31,Toyota,Innova 2.5 GX (Diesel) 7 Seater,13,4781.692307692308
Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5,36.0,Mercedes-Benz,M-Class ML 350 CDI,14,5928.571428571428
Pune,2015,58000,Diesel,Manual,First,24.4,1120,71.0,5,5.5,Hyundai,Xcent 1.1 CRDi S,11,5272.727272727273
Kochi,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5,5.89,Honda,Accord 2.4 AT,15,4155.466666666666
Kochi,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5,7.95,Volkswagen,Vento 1.5 TDI Highline,10,5086.7
Mumbai,2010,73000,Petrol,Manual,First,17.0,1197,80.0,5,2.75,Hyundai,i20 Sportz Petrol,16,4562.5
Jaipur,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5,6.25,Hyundai,Elantra CRDi SX,14,7000.571428571428
Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399,68.05,5,4.95,Ford,Figo Diesel Titanium,11,3272.7272727272725
Kochi,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,6.27,Hyundai,i20 1.2 Magna Executive,7,3905.5714285714284
Kolkata,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,8.65,Hyundai,Verna 1.6 CRDi SX,9,2777.777777777778
Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82.0,5,3.5,Hyundai,Grand i10 Asta,12,3083.3333333333335
Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5,35.0,Audi,Q5 2.0 TDI,11,5090.909090909091
Kolkata,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5,4.45,Maruti,Swift Dzire ZXi,11,2454.5454545454545
Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80.0,5,2.65,Hyundai,i20 Magna,14,2642.8571428571427
Kolkata,2017,10500,Diesel,Manual,First,25.32,1198,77.0,5,4.7,Mahindra,KUV 100 mFALCON D75 K4 Plus 5str,9,1166.6666666666667
Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,8.9,Hyundai,Elantra 1.6 SX Option AT,12,4083.3333333333335
Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170.0,5,17.45,Jeep,Compass 2.0 Limited Option Black,9,777.7777777777778
Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5,9.58,Maruti,Vitara Brezza VDi Option,9,7917.333333333333
Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5,6.22,Toyota,Corolla Altis 1.8 GL,14,5941.714285714285
Kolkata,2013,87284,Diesel,Manual,First,15.1,2179,140.0,7,7.8,Mahindra,XUV500 W8 2WD,13,6714.153846153846
Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995,190.0,5,27.75,BMW,X1 xDrive 20d xLine,10,700.0
Pune,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5,7.0,Hyundai,i20 Magna 1.4 CRDi,11,2636.3636363636365
Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5,64.87,Mercedes-Benz,GLE 350d,9,3728.0
Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5,6.5,Chevrolet,Cruze LTZ,13,4923.076923076923
Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197,80.0,5,2.7,Hyundai,i20 1.2 Magna,15,5466.666666666667
Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5,2.5,Honda,Brio S MT,14,5000.0
Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7,3.9,Nissan,Evalia 2013 XL,13,12784.153846153846
Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5,3.95,Volkswagen,Polo Petrol Trendline 1.2L,11,5272.727272727273
Chennai,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5,2.1,Hyundai,i10 Sportz 1.2,16,4812.5
Pune,2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4,3.5,Chevrolet,Cruze LTZ AT,17,4306.117647058823
Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5,2.0,Hyundai,i10 Era,19,3684.2105263157896
Delhi,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7,5.35,Maruti,Ertiga VDI,12,6655.833333333333
Delhi,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5,3.8,Honda,Amaze S i-Dtech,13,6923.076923076923
Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122.0,5,17.25,Mercedes-Benz,A Class A180 Sport,10,1700.0
Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5,5.53,Hyundai,Grand i10 1.2 Kappa Magna,8,5811.625
Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5,1.95,Hyundai,i10 Sportz 1.2,17,4000.0
Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248,74.0,5,8.2,Maruti,Swift DDiS ZDI Plus,9,222.22222222222223
Pune,1999,140000,Petrol,Manual,First,13.0,1343,90.0,5,0.9,Honda,City 1.3 EXI,27,5185.185185185185
Pune,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7,6.5,Toyota,Innova 2.5 GX (Diesel) 7 Seater,13,19615.384615384617
Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112.0,5,19.41,Mini,Cooper Countryman D High,12,3794.5833333333335
Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5,6.58,Fiat,Linea T-Jet Active,10,3922.8
Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5,2.1,Chevrolet,Aveo 1.4 LT,15,3800.0
Chennai,2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5,2.0,Hyundai,i10 Era 1.1,18,4746.944444444444
Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71.0,5,3.7,Hyundai,Xcent 1.1 CRDi Base,11,4909.090909090909
Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5,3.8,Maruti,Celerio VXI AT,12,4416.666666666667
Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.25,Hyundai,i10 Sportz,12,5000.0
Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5,5.53,Renault,Duster 85PS Diesel RxL,11,5969.818181818182
Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190.0,5,10.9,BMW,3 Series 320d,15,6666.666666666667
Kolkata,2018,1800,Petrol,Manual,First,18.9,1197,82.0,5,5.1,Hyundai,Grand i10 Sportz,8,225.0
Hyderabad,2007,96000,Petrol,Manual,Second,0.0,999,113.27689373297004,5,2.2,Hyundai,Santro DX,19,5052.631578947368
Pune,2009,44200,Petrol,Manual,Second,18.0,995,62.0,5,1.6,Chevrolet,Spark 1.0 LS,17,2600.0
Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497,117.3,5,11.25,Honda,City i VTEC VX Option,8,1750.0
Chennai,2013,720000,Diesel,Manual,First,20.54,1598,103.6,5,5.9,Volkswagen,Vento Diesel Highline,13,55384.61538461538
Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169.0,7,14.4,Toyota,Fortuner 4x2 4 Speed AT,14,5214.285714285715
Delhi,2011,68000,Petrol,Manual,First,17.0,1497,118.0,5,3.6,Honda,City 1.5 S MT,15,4533.333333333333
Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995,190.0,5,40.5,BMW,5 Series 2013-2017 520d Luxury Line,9,2171.4444444444443
Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,38.95,Audi,Q5 30 TDI quattro Premium Plus,12,3166.6666666666665
Delhi,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5,3.6,Maruti,Ritz LDi,12,2733.75
Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5,7.12,Volkswagen,Vento 1.5 TDI Highline AT,10,4478.2
Kochi,2016,55700,Diesel,Manual,First,26.0,1498,98.6,5,7.52,Honda,City i DTEC SV,10,5570.0
Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.35,Audi,A4 New 2.0 TDI Multitronic,14,4285.714285714285
Hyderabad,2014,56000,Petrol,Manual,First,15.0,1598,103.52,5,7.0,Skoda,Rapid 1.6 MPI Elegance,12,4666.666666666667
Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171.0,7,10.85,Toyota,Fortuner 3.0 Diesel,15,4000.0
Mumbai,2010,78563,Diesel,Manual,First,16.52,1991,123.7,5,2.35,Chevrolet,Optra Magnum 2.0 LT BS3,16,4910.1875
Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73.0,7,2.9,Maruti,Eeco 7 Seater Standard,12,2889.0833333333335
Delhi,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5,7.65,Maruti,Ciaz ZXi,9,1888.888888888889
Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5,6.4,Maruti,Ciaz VDi Plus SHVS,10,6600.0
Pune,2014,102418,Diesel,Manual,First,12.99,2494,100.6,7,10.1,Toyota,Innova 2.5 LE 2014 Diesel 7 Seater,12,8534.833333333334
Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5,4.25,Maruti,Swift Dzire VXI,12,4066.6666666666665
Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7,19.65,Toyota,Innova Crysta 2.8 GX AT,7,1514.4285714285713
Pune,2017,8200,Diesel,Manual,First,25.0,1396,69.0,5,4.4,Tata,Indica V2 eLX,9,911.1111111111111
Jaipur,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,3.25,Hyundai,i20 Magna,14,7142.857142857143
Pune,2012,78000,Diesel,Manual,First,17.8,1399,68.0,5,2.8,Ford,Fiesta 1.4 Duratorq ZXI,14,5571.428571428572
Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,73.74,8,4.3,Chevrolet,Enjoy 1.3 TCDi LS 8,11,4545.454545454545
Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,68.0,5,1.55,Ford,Fiesta 1.4 Duratorq EXI,20,4466.35
Chennai,2007,98000,Petrol,Manual,Second,10.8,2354,152.0,5,4.7,Honda,CR-V 2.4 MT,19,5157.894736842105
Kochi,2017,24700,Petrol,Manual,First,18.7,1199,88.7,5,7.07,Honda,Jazz 1.2 VX i VTEC,9,2744.4444444444443
Delhi,2018,6000,Diesel,Automatic,First,11.0,2987,258.0,7,79.0,Mercedes-Benz,GLS 350d Grand Edition,8,750.0
Delhi,2018,9434,Petrol,Manual,First,18.9,1197,81.86,5,5.75,Hyundai,Grand i10 1.2 Kappa Sportz,8,1179.25
Mumbai,2012,29000,Petrol,Manual,First,18.5,1197,85.8,5,3.25,Maruti,Ritz VXi,14,2071.4285714285716
Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498,108.495,5,8.89,Volkswagen,Ameo 1.5 TDI Highline AT,9,2493.3333333333335
Mumbai,2015,73070,Petrol,Manual,First,17.4,1497,117.3,5,5.9,Honda,City i VTEC SV,11,6642.727272727273
Kolkata,2016,21771,Petrol,Manual,First,18.7,1199,88.7,5,4.95,Honda,Jazz 1.2 S i VTEC,10,2177.1
Delhi,2014,62000,Diesel,Manual,First,17.8,1248,75.0,5,3.75,Maruti,Swift Ldi BSIV,12,5166.666666666667
Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5,10.97,Hyundai,Creta 1.6 CRDi AT SX Plus,9,4113.777777777777
Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,24.94,Audi,A7 2011-2015 3.0 TDI Quattro,12,5028.0
Kolkata,2014,26008,Petrol,Manual,First,21.1,814,55.2,5,1.97,Hyundai,EON D Lite Plus,12,2167.3333333333335
Jaipur,2010,90000,Diesel,Manual,Second,20.0,1399,68.0,5,1.4,Ford,Figo Diesel EXI,16,5625.0
Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198,73.75,5,7.27,Volkswagen,Ameo 1.2 MPI Highline,8,4446.125
Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5,4.0,Renault,Scala Diesel RxL,13,3076.923076923077
Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,88.7,5,4.75,Honda,Jazz 1.2 V i VTEC,11,4090.909090909091
Delhi,2015,42000,Petrol,Manual,First,17.0,1197,80.0,5,5.1,Hyundai,i20 1.2 Sportz,11,3818.181818181818
Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5,16.11,Audi,A4 3.0 TDI Quattro Premium,14,3350.9285714285716
Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,184.0,7,10.55,Mahindra,Ssangyong Rexton RX7,12,5166.666666666667
Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7,30.0,Toyota,Fortuner 2.8 2WD AT,9,1666.6666666666667
Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66.0,5,1.6,Skoda,Octavia Classic 1.9 TDI MT,24,2875.0
Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,170.0,5,18.49,Mercedes-Benz,New C-Class 250 CDI Classic,14,2954.785714285714
Kochi,2018,15982,Petrol,Manual,First,20.73,1373,91.1,5,9.96,Maruti,Ciaz 1.4 Zeta,8,1997.75
Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248,74.0,5,4.75,Maruti,Swift ZDi,13,7661.153846153846
Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,75.0,10,3.65,Toyota,Qualis FS B3,24,2625.0
Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,218.0,5,15.5,BMW,5 Series 2007-2010 525d Sedan,14,3500.0
Kochi,2013,48272,Diesel,Manual,First,10.5,2835,116.9,6,11.82,Mitsubishi,Pajero 2.8 SFX BSIII Dual Tone,13,3713.230769230769
Delhi,2008,63000,Petrol,Manual,First,13.4,1794,125.0,5,2.05,Toyota,Corolla H2,18,3500.0
Ahmedabad,2016,77000,CNG,Manual,First,26.6,998,58.16,5,3.3,Maruti,Wagon R LXI CNG,10,7700.0
Mumbai,2013,11734,Petrol,Manual,First,16.8,796,34.2,8,2.25,Maruti,Omni E MPI STD BS IV,13,902.6153846153846
Kochi,2014,62012,Diesel,Automatic,First,17.68,1968,174.33,5,20.12,Audi,A6 2011-2015 2.0 TDI,12,5167.666666666667
Chennai,2017,46000,CNG,Manual,First,25.0,1197,81.86,5,4.95,Hyundai,Xcent 1.2 Kappa S Option CNG,9,5111.111111111111
Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498,98.6,5,7.48,Honda,Jazz 1.5 S i DTEC,10,4544.9
Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796,157.7,5,5.5,Mercedes-Benz,E-Class 200 Kompressor Elegance,22,3863.6363636363635
Kochi,2013,45330,Diesel,Automatic,First,16.55,1968,147.51,5,13.19,Audi,A4 2.0 TDI,13,3486.923076923077
Mumbai,2012,88000,Petrol,Manual,First,19.1,1197,85.8,5,3.85,Maruti,Swift Dzire VXI,14,6285.714285714285
Delhi,2016,45376,Diesel,Manual,First,28.4,1248,73.75,5,5.75,Maruti,Dzire VDI,10,4537.6
Pune,2014,81000,Diesel,Manual,First,15.1,2179,140.0,7,9.0,Mahindra,XUV500 W8 4WD,12,6750.0
Kochi,2012,83381,Petrol,Manual,First,18.6,1199,79.4,5,2.21,Chevrolet,Beat LT,14,5955.785714285715
Kochi,2017,78526,Diesel,Manual,First,23.0,1498,98.96,5,8.09,Ford,EcoSport 1.5 Diesel Titanium Plus,9,8725.111111111111
Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993,258.0,5,48.63,BMW,5 Series 2013-2017 530d M Sport,9,3034.777777777778
Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968,174.3,5,39.47,Audi,Q5 30 TDI quattro Premium Plus,11,3886.090909090909
Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,190.0,5,22.24,BMW,X1 sDrive 20d xLine,11,3842.2727272727275
Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197,80.0,5,2.6,Hyundai,i10 Magna AT,17,1235.2941176470588
Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582,126.2,5,12.0,Hyundai,Creta 1.6 CRDi AT SX Plus,10,5510.0
Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5,18.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus,12,5833.333333333333
Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498,364.9,5,9.99,Mercedes-Benz,S Class 2005 2013 S 350 L,19,2894.7368421052633
Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,78.9,5,2.45,Hyundai,i10 Magna,14,4159.642857142857
Mumbai,2017,26000,Diesel,Manual,First,23.0,1498,98.96,5,8.99,Ford,EcoSport 1.5 Diesel Titanium,9,2888.8888888888887
Kolkata,2011,35000,Diesel,Manual,First,20.54,1598,103.6,5,3.15,Volkswagen,Vento Diesel Highline,15,2333.3333333333335
Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,73.75,5,8.2,Maruti,Dzire ZDI Plus,9,2666.6666666666665
Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997,120.0,7,11.5,Mahindra,Scorpio 1.99 S10,10,9800.0
Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396,88.73,5,7.3,Hyundai,i20 Asta 1.4 CRDi,10,4448.7
Chennai,2008,65000,Petrol,Manual,First,19.7,796,46.3,5,1.59,Maruti,Alto LXi,18,3611.1111111111113
Delhi,2015,34951,Petrol,Manual,Second,20.36,1197,78.9,5,3.15,Hyundai,i10 Magna,11,3177.3636363636365
Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179,120.0,7,8.5,Mahindra,Scorpio S6 7 Seater,11,4761.181818181818
Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199,75.0,5,3.0,Skoda,Fabia 1.2L Diesel Classic,16,4142.8125
Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993,258.0,5,21.0,BMW,X5 xDrive 30d,14,4714.285714285715
Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498,98.6,5,7.75,Honda,Jazz 1.5 S i DTEC,10,4300.0
Mumbai,2013,45200,Diesel,Automatic,First,10.0,2148,170.0,5,23.0,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde,13,3476.923076923077
Mumbai,2016,41000,Diesel,Automatic,First,16.0,2179,140.0,7,13.75,Mahindra,XUV500 AT W10 FWD,10,4100.0
Kochi,2017,39430,Petrol,Automatic,First,18.0,1497,117.3,5,8.29,Honda,City i VTEC CVT SV,9,4381.111111111111
Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,74.0,5,5.79,Maruti,Swift VDI,12,6939.5
Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,170.0,5,30.5,Mercedes-Benz,New C-Class 220 CDI AT,9,3591.5555555555557
Mumbai,2011,49999,Petrol,Manual,First,17.0,1497,118.0,5,3.8,Honda,City 1.5 S MT,15,3333.266666666667
Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,83.8,7,4.45,Tata,Sumo EX,12,5500.0
Delhi,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,3.3,Hyundai,i20 Magna,14,3857.1428571428573
Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5,1.75,Fiat,Linea 1.3 Dynamic,17,4705.882352941177
Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,130.0,5,5.5,Honda,Civic 2006-2010 1.8 V AT,15,4800.0
Pune,2017,44865,Diesel,Manual,First,19.67,1582,126.2,5,13.35,Hyundai,Creta 1.6 SX Plus Diesel,9,4985.0
Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,143.0,5,22.5,Audi,A3 35 TDI Technology,9,2444.4444444444443
Delhi,2013,57478,Petrol,Manual,Second,17.0,1591,121.3,5,5.25,Hyundai,Verna VTVT 1.6 SX Option,13,4421.384615384615
Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396,90.0,5,3.75,Hyundai,i20 1.4 CRDi Magna,15,5000.0
Kochi,2015,50624,Diesel,Manual,First,24.2,1498,98.6,7,6.32,Honda,Mobilio S i DTEC,11,4602.181818181818
Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582,126.32,5,7.75,Hyundai,Verna 1.6 SX CRDI (O) AT,8,9375.0
Chennai,2006,87000,Petrol,Manual,Second,15.3,1596,101.0,5,1.37,Ford,Fiesta 1.6 ZXI Duratec,20,4350.0
Mumbai,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.1,Hyundai,i10 Sportz 1.2,16,3875.0
Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5,9.3,Maruti,Vitara Brezza ZDi,10,4137.2
Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494,100.6,7,12.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,11,6363.636363636364
Pune,2017,35000,Diesel,Automatic,First,17.9,2143,136.0,5,23.5,Mercedes-Benz,GLA Class 200 d Sport,9,3888.8888888888887
Hyderabad,2006,71993,Petrol,Manual,First,19.7,796,46.3,5,1.8,Maruti,Alto LXi BSIII,20,3599.65
Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143,170.0,5,12.5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,13,4769.2307692307695
Delhi,2015,51000,Diesel,Manual,First,22.9,1248,74.0,5,4.74,Maruti,Swift LDI,11,4636.363636363636
Kochi,2016,26038,Petrol,Manual,First,18.9,1197,82.0,5,5.43,Hyundai,Grand i10 Sportz,10,2603.8
Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982,168.5,7,31.62,Toyota,Fortuner 4x4 AT,8,4714.125
Kolkata,2011,78088,Petrol,Manual,First,12.4,1998,132.0,8,6.3,Toyota,Innova 2.0 GX 8 STR,15,5205.866666666667
Kochi,2017,30453,Diesel,Manual,First,22.77,1498,98.59,5,8.45,Ford,EcoSport 1.5 TDCi Titanium,9,3383.6666666666665
Pune,2016,54000,Petrol,Manual,First,18.16,1196,86.8,5,5.0,Ford,Figo 1.2P Titanium MT,10,5400.0
Chennai,2011,190000,Diesel,Manual,First,11.5,2982,171.0,7,13.0,Toyota,Fortuner 3.0 Diesel,15,12666.666666666666
Hyderabad,2012,65097,Petrol,Manual,First,19.1,1197,85.8,5,4.7,Maruti,Swift Dzire VXI,14,4649.785714285715
