Location,Fuel_Type,Transmission,Owner_Type,Consumation,Price,Brand,Model,car_age,Power_bins
Mumbai,Petrol,Manual,Second,17.8,2.45,Chevrolet,Beat LT,12,0
Pune,Petrol,Automatic,First,19.0,6.35,Honda,Jazz 1.2 V AT i VTEC Privilege,10,1
Mumbai,Diesel,Automatic,Third,16.07,8.0,BMW,3 Series 320d Highline,17,3
Bangalore,Diesel,Manual,First,19.01,8.25,Renault,Duster 110PS Diesel RxL,12,1
Mumbai,Petrol,Automatic,First,17.01,5.95,Ford,Figo 2015-2019 1.5P Titanium AT,9,1
Kochi,Diesel,Manual,First,13.68,19.92,Toyota,Innova Crysta 2.4 VX MT,8,2
Kochi,Diesel,Manual,First,25.44,3.15,Chevrolet,Beat Diesel LS,10,0
Chennai,Petrol,Automatic,First,17.21,5.75,Volkswagen,Polo GTI,12,3
Kochi,Diesel,Automatic,First,10.91,32.44,Ford,Endeavour 3.2 Trend AT 4X4,8,3
Kochi,Diesel,Automatic,Second,22.32,8.01,Hyundai,Verna 1.6 SX CRDI (O) AT,10,1
Coimbatore,Petrol,Manual,First,18.16,6.48,Ford,Figo 2015-2019 1.2P Titanium Opt MT,9,1
Jaipur,Petrol,Manual,First,16.1,0.75,Maruti,800 AC,19,0
Kolkata,Diesel,Manual,First,26.0,5.0,Honda,City i DTEC V,12,1
Mumbai,Diesel,Manual,First,16.0,7.75,Mahindra,XUV500 W8 2WD,14,2
Chennai,Diesel,Manual,First,20.0,2.6,Ford,Figo Diesel ZXI,16,0
Pune,Petrol,Manual,First,17.0,9.2,Ford,EcoSport 1.5 Petrol Titanium,8,1
Mumbai,Petrol,Manual,First,18.6,5.05,Hyundai,i20 Asta 1.2,11,1
Hyderabad,Diesel,Manual,First,12.99,9.6,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,14,1
Mumbai,Diesel,Manual,First,20.46,5.5,Renault,Duster 85PS Diesel RxL Optional,13,1
Mumbai,Diesel,Manual,First,12.99,9.35,Toyota,Innova 2.5 VX (Diesel) 8 Seater,13,1
Delhi,Petrol,Manual,First,17.0,2.6,Honda,City 1.5 S MT,17,1
Hyderabad,Petrol,Manual,First,24.07,3.5,Maruti,Alto K10 VXI,10,0
Kochi,Petrol,Manual,First,19.49,4.26,Nissan,Micra Active XL Petrol,10,0
Chennai,Petrol,Automatic,Second,23.1,4.25,Maruti,Celerio VXI AT,10,0
Hyderabad,Petrol,Manual,Second,11.7,11.75,Mercedes-Benz,New C-Class 200 Kompressor,16,3
Chennai,Diesel,Manual,First,23.5,3.5,Ford,Fiesta Diesel Style,13,1
Jaipur,Petrol,Manual,First,17.01,7.5,Hyundai,Verna 1.6 VTVT S,11,1
Chennai,Petrol,Automatic,Third,15.0,3.25,Hyundai,i20 1.4 Asta (AT),17,1
Chennai,Petrol,Manual,First,17.5,4.9,Maruti,Swift Dzire VXi,14,1
Hyderabad,Diesel,Automatic,First,14.84,27.0,Mercedes-Benz,New C-Class C 220CDIBE Avantgarde Command,12,2
Kochi,Petrol,Manual,First,18.6,8.91,Hyundai,Elite i20 Petrol Asta,9,1
Kochi,Petrol,Automatic,First,17.01,6.69,Hyundai,Verna 1.6 VTVT EX AT,12,1
Kochi,Diesel,Manual,First,17.3,6.02,Chevrolet,Cruze LTZ,12,2
Mumbai,Petrol,Manual,First,14.28,4.5,Toyota,Corolla Altis 1.8 G,16,2
Pune,Petrol,Manual,First,19.0,2.0,Maruti,A-Star Vxi,15,0
Kolkata,Diesel,Manual,First,23.08,2.4,Nissan,Micra Diesel XV Premium,14,0
Pune,Petrol,Manual,First,25.4,1.2,Tata,Nano LX,13,0
Delhi,Diesel,Manual,First,23.4,2.9,Maruti,Swift Dzire Tour LDI,12,0
Ahmedabad,Diesel,Automatic,First,17.32,27.0,Audi,Q3 2.0 TDI Quattro,10,3
Chennai,Diesel,Manual,First,25.8,7.5,Honda,Amaze VX i-DTEC,10,1
Mumbai,Petrol,Manual,First,14.7,1.5,Chevrolet,Optra 1.6 LS,22,1
Hyderabad,Diesel,Automatic,First,14.16,39.5,Audi,Q5 2.0 TDI Premium Plus,10,3
Hyderabad,Diesel,Manual,First,23.2,3.39,Maruti,Ritz VDi,14,0
Kochi,Diesel,Manual,First,15.4,12.4,Mahindra,Scorpio S6 7 Seater,8,1
Chennai,Diesel,Manual,First,28.09,6.85,Maruti,Ciaz ZDi SHVS,12,1
Pune,Diesel,Manual,Second,21.43,5.75,Toyota,Corolla Altis Aero D 4D J,15,2
Chennai,Diesel,Manual,Second,25.0,2.0,Tata,Indica V2 eLS,11,0
Jaipur,Petrol,Manual,First,16.1,0.9,Maruti,800 Std BSIII,20,0
Kolkata,Petrol,Manual,First,16.47,3.8,Volkswagen,Polo 1.2 MPI Highline,11,0
Delhi,Petrol,Automatic,First,14.62,16.35,Hyundai,Elantra 2.0 SX Option AT,9,2
Hyderabad,Diesel,Automatic,First,11.5,16.5,Toyota,Fortuner 4x2 4 Speed AT,14,2
Coimbatore,Petrol,Manual,First,21.4,8.7,Maruti,Baleno Zeta 1.2,7,1
Mumbai,Petrol,Manual,First,21.4,6.1,Maruti,Baleno Zeta 1.2,10,1
Hyderabad,Diesel,Automatic,First,23.8,21.94,Mini,Cooper Countryman D,13,1
Chennai,Diesel,Automatic,Second,13.0,22.0,Mercedes-Benz,S Class 2005 2013 320 CDI,17,3
Delhi,Petrol,Manual,First,20.92,2.65,Maruti,Alto K10 LXI,11,0
Kochi,Petrol,Manual,First,20.4,5.27,Maruti,Swift VXI Optional,9,1
Kolkata,Diesel,Manual,First,22.1,2.48,Chevrolet,Sail LT ABS,12,0
Kolkata,Diesel,Manual,First,12.8,6.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,15,1
Mumbai,Diesel,Manual,First,11.5,8.9,Toyota,Fortuner 3.0 Diesel,17,2
Hyderabad,Diesel,Automatic,Second,18.88,18.0,BMW,3 Series 320d Sport Line,14,3
Coimbatore,Petrol,Manual,First,16.8,11.64,Skoda,Octavia Ambition 1.4 TSI MT,10,2
Kolkata,Diesel,Manual,First,11.5,8.99,Toyota,Fortuner 3.0 Diesel,7,2
Bangalore,Diesel,Automatic,First,15.5,5.25,Volkswagen,Jetta 2007-2011 1.9 Highline TDI,17,1
Kolkata,Diesel,Manual,First,23.0,2.95,Hyundai,i20 1.4 CRDi Asta,15,1
Mumbai,Diesel,Manual,Second,21.02,2.65,Tata,Manza Club Class Quadrajet90 LX,13,1
Pune,Petrol,Manual,First,15.04,4.0,Volkswagen,Vento Petrol Highline,13,1
Chennai,Diesel,Automatic,First,17.6,12.5,Hyundai,Creta 1.6 SX Automatic Diesel,10,1
Mumbai,Petrol,Manual,First,21.1,3.25,Maruti,Ritz VXI,12,1
Delhi,Petrol,Manual,First,13.1,4.0,Honda,CR-V 2.0L 2WD MT,18,2
Delhi,Diesel,Manual,Second,15.1,6.25,Mahindra,XUV500 W8 2WD,14,2
Jaipur,Diesel,Manual,First,21.66,5.8,Volkswagen,Ameo 1.5 TDI Comfortline,10,1
Kolkata,Petrol,Manual,First,17.57,5.0,Tata,Zest Revotron 1.2 XT,11,1
Kochi,Diesel,Automatic,First,12.9,58.73,Jaguar,XJ 3.0L Portfolio LWB,10,5
Kochi,Petrol,Automatic,First,14.28,17.49,Toyota,Corolla Altis 1.8 VL CVT,8,2
Pune,Petrol,Manual,Second,19.0,1.95,Maruti,A-Star Vxi,15,0
Mumbai,Petrol,Automatic,First,11.1,3.0,Honda,Accord VTi-L (AT),19,2
Delhi,Petrol,Manual,First,17.0,5.5,Hyundai,i20 Asta (o),12,0
Delhi,Diesel,Automatic,First,12.55,16.5,Toyota,Fortuner 4x2 AT,13,2
Mumbai,Petrol,Automatic,Second,11.74,14.5,Mercedes-Benz,New C-Class C 200 CGI Avantgarde,15,3
Hyderabad,Diesel,Manual,First,27.39,7.79,Maruti,Baleno Alpha 1.3,10,0
Kochi,Diesel,Manual,First,20.77,8.27,Maruti,Ertiga VDI,9,1
Kochi,Diesel,Automatic,First,12.65,97.07,Land,Rover Range Rover Sport SE,7,4
Mumbai,Petrol,Manual,First,12.9,2.15,Chevrolet,Optra Magnum 1.6 LT ABS BS3,14,1
Hyderabad,Petrol,Automatic,Second,12.9,3.0,Honda,Civic 2006-2010 1.8 V AT,18,2
Coimbatore,Diesel,Automatic,First,16.09,28.79,BMW,X3 xDrive20d,12,3
Mumbai,Diesel,Automatic,First,20.0,5.45,Skoda,Laura Ambition 2.0 TDI CR AT,15,2
Delhi,Diesel,Manual,First,23.4,3.95,Maruti,Swift Dzire VDI,13,0
Pune,Diesel,Automatic,First,23.3,16.0,Volvo,V40 Cross Country D3,13,2
Delhi,Petrol,Manual,First,17.5,4.25,Maruti,Swift Dzire ZXi,13,1
Bangalore,Diesel,Automatic,First,12.7,34.5,Land,Rover Range Rover 2.2L Pure,12,3
Mumbai,Petrol,Automatic,Third,11.7,2.6,Honda,Accord 2.4 AT,18,3
Kochi,Diesel,Manual,First,12.99,13.48,Toyota,Innova 2.5 G (Diesel) 8 Seater,9,1
Hyderabad,Diesel,Manual,First,12.55,32.1,Toyota,Fortuner 4x4 MT,8,2
Kochi,Petrol,Manual,First,18.7,6.17,Honda,Jazz 1.2 E i VTEC,8,1
Kolkata,Petrol,Manual,First,17.0,5.5,Honda,City 1.5 V MT,11,1
Hyderabad,Diesel,Automatic,First,28.4,9.15,Maruti,Dzire AMT ZDI Plus,9,0
Pune,Diesel,Manual,First,21.64,4.5,Nissan,Sunny 2011-2014 Diesel XL,12,1
Chennai,Diesel,Manual,First,12.99,10.5,Toyota,Innova 2.5 G (Diesel) 8 Seater,12,1
Coimbatore,Petrol,Manual,First,19.4,5.37,Honda,Brio S MT,10,1
Bangalore,Petrol,Manual,First,15.04,5.45,Volkswagen,Vento Petrol Trendline,14,1
Mumbai,Diesel,Manual,First,16.0,9.25,Mahindra,XUV500 W4,10,2
Chennai,Diesel,Manual,First,23.0,7.7,Ford,EcoSport 1.5 Diesel Titanium Plus,10,1
Hyderabad,Diesel,Manual,First,17.72,7.99,Skoda,Yeti Ambition 4X2,14,1
Chennai,Petrol,Manual,First,20.36,3.0,Hyundai,i10 Sportz,14,0
Hyderabad,Diesel,Manual,First,12.8,4.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,21,1
Coimbatore,Diesel,Manual,First,20.65,6.69,Tata,Zest Quadrajet 1.3 XT,8,1
Delhi,Diesel,Manual,First,22.9,4.25,Maruti,Swift VDI,12,0
Kolkata,Diesel,Automatic,First,21.72,10.5,Skoda,Rapid 1.5 TDI AT Style,9,1
Coimbatore,Diesel,Manual,First,13.68,22.55,Toyota,Innova Crysta 2.4 VX MT 8S,7,2
Pune,Petrol,Manual,Second,17.01,5.2,Hyundai,Verna 1.6 SX VTVT,12,1
Coimbatore,Petrol,Manual,First,17.4,11.87,Honda,City i VTEC VX Option,7,1
Hyderabad,Diesel,Manual,First,26.0,6.99,Honda,City i DTEC SV,12,1
Jaipur,Diesel,Manual,First,20.54,5.0,Volkswagen,Vento Diesel Highline,15,1
Chennai,Diesel,Automatic,First,12.19,44.0,Audi,Q5 2008-2012 3.0 TDI,12,4
Chennai,Petrol,Manual,First,22.74,2.79,Maruti,Alto 800 LXI,11,0
Pune,Diesel,Manual,Second,21.12,2.9,Tata,Manza ELAN Quadrajet BS IV,14,1
Delhi,Petrol,Manual,First,15.29,9.85,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,10,1
Bangalore,Diesel,Automatic,First,12.0,49.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,12,4
Jaipur,Diesel,Manual,First,16.55,9.25,Mahindra,Thar CRDe,10,1
Mumbai,Diesel,Manual,Second,22.32,3.75,Hyundai,Verna 1.6 CRDI,15,1
Coimbatore,Diesel,Manual,First,26.1,7.29,Ford,Aspire Titanium Diesel,9,1
Mumbai,Diesel,Automatic,First,20.7,23.5,Mini,Cooper 3 DOOR D,10,1
Hyderabad,Petrol,Manual,First,14.0,2.6,Maruti,Omni 8 Seater BSIV,13,0
Pune,Diesel,Manual,Second,21.03,3.1,Mahindra,Verito 1.5 D4 BSIV,11,0
Coimbatore,Diesel,Automatic,First,14.21,29.98,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,10,3
Kochi,Diesel,Manual,First,19.01,6.73,Renault,Duster 110PS Diesel RxZ,10,1
Kolkata,Diesel,Manual,First,23.4,3.5,Maruti,Swift Dzire Tour LDI,10,0
Kolkata,Petrol,Manual,First,16.47,2.35,Volkswagen,Polo Petrol Highline 1.2L,15,0
Coimbatore,Diesel,Manual,First,16.0,16.13,Mahindra,XUV500 W10 2WD,9,2
Coimbatore,Petrol,Manual,First,16.47,5.9,Volkswagen,Polo 1.2 MPI Highline,12,0
Hyderabad,Petrol,Manual,First,21.1,3.9,Maruti,Ritz VXI,14,1
Pune,Petrol,Manual,First,14.7,1.5,Chevrolet,Optra 1.6 Elite,21,1
Delhi,Diesel,Manual,First,12.8,6.95,Toyota,Innova 2.5 GX 7 STR BSIV,14,1
Delhi,Diesel,Manual,First,26.0,7.0,Honda,City i DTec SV,11,1
Coimbatore,Petrol,Manual,First,17.0,7.23,Volkswagen,Ameo 1.2 MPI Highline,9,0
Mumbai,Diesel,Manual,First,21.5,3.81,Maruti,SX4 ZDI Leather,14,1
Chennai,Petrol,Manual,Third,18.6,4.5,Maruti,Swift ZXI,14,1
Pune,Diesel,Manual,First,19.67,12.6,Hyundai,Creta 1.6 CRDi SX,9,1
Bangalore,Diesel,Automatic,First,12.07,48.0,Audi,Q7 35 TDI Quattro Technology,11,4
Coimbatore,Petrol,Manual,First,19.7,2.96,Maruti,Alto LXi BSIII,16,0
Kolkata,Diesel,Manual,First,25.8,3.25,Honda,Amaze SX i-DTEC,12,1
Chennai,Diesel,Automatic,Second,18.33,8.5,Volkswagen,Passat Diesel Highline 2.0 TDI,15,2
Mumbai,Diesel,Automatic,First,19.5,8.75,Hyundai,Elantra CRDi SX AT,13,1
Kochi,Petrol,Manual,First,18.9,3.08,Maruti,Wagon R VXI BS IV,15,0
Mumbai,Diesel,Automatic,First,12.81,41.5,Land,Rover Discovery Sport TD4 HSE 7S,9,2
Pune,Petrol,Manual,First,17.8,7.0,Honda,City i VTEC SV,10,1
Kochi,Petrol,Automatic,Second,14.74,11.5,Mercedes-Benz,New C-Class C 200 Avantgarde Edition C,15,3
Pune,Petrol,Manual,First,20.51,2.6,Maruti,Wagon R LX BS IV,15,0
Kolkata,Diesel,Manual,First,22.32,4.3,Hyundai,Verna 1.6 CRDI,12,1
Jaipur,Diesel,Automatic,First,17.06,24.9,Volkswagen,Tiguan 2.0 TDI Highline,9,2
Pune,Diesel,Automatic,First,15.06,13.75,BMW,X1 sDrive 20d Exclusive,15,3
Kolkata,Diesel,Manual,First,24.0,3.85,Hyundai,Grand i10 1.2 CRDi Sportz Option,12,0
Mumbai,Diesel,Automatic,First,13.0,23.25,Mercedes-Benz,E-Class E250 CDI Avantgrade,12,3
Chennai,Diesel,Manual,First,13.6,7.0,Mahindra,Bolero ZLX,14,1
Bangalore,Petrol,Manual,First,18.9,5.75,Hyundai,Grand i10 Asta Option,11,1
Mumbai,Petrol,Manual,Second,20.36,1.65,Hyundai,i10 Magna 1.2,18,0
Mumbai,Diesel,Manual,First,19.33,6.5,Volkswagen,Jetta 2012-2014 2.0L TDI Comfortline,14,2
Chennai,Diesel,Manual,First,17.67,7.5,Skoda,Yeti Elegance,15,2
Kochi,Diesel,Automatic,First,14.75,72.94,Audi,Q7 45 TDI Quattro Premium Plus,7,4
Chennai,Diesel,Manual,Second,11.5,11.0,Toyota,Fortuner 3.0 Diesel,16,2
Kochi,Petrol,Manual,First,18.9,3.02,Maruti,Wagon R VXI Minor ABS,13,0
Coimbatore,Petrol,Manual,First,21.1,3.32,Hyundai,EON Era,13,0
Delhi,Petrol,Manual,First,19.4,3.24,Honda,Brio S MT,13,1
Kolkata,Petrol,Manual,First,22.74,2.35,Maruti,Alto 800 VXI,11,0
Jaipur,Diesel,Manual,First,15.96,5.5,Mahindra,Bolero ZLX,13,0
Mumbai,Petrol,Manual,First,17.8,6.75,Honda,City i VTEC SV,11,1
Mumbai,Petrol,Manual,First,15.0,6.15,Skoda,Rapid 1.6 MPI Elegance Black Package,11,1
Pune,Petrol,Manual,First,22.0,5.45,Maruti,Swift VVT VXI,10,1
Hyderabad,Petrol,Manual,Second,21.1,2.3,Hyundai,EON Magna Plus,13,0
Kochi,Petrol,Manual,First,20.85,6.21,Maruti,Swift Dzire ZXI,11,1
Coimbatore,Petrol,Automatic,First,19.34,5.21,Nissan,Micra XV CVT,12,0
Delhi,Petrol,Automatic,First,8.3,11.99,Audi,Q7 4.2 FSI quattro,18,4
Pune,Diesel,Manual,First,17.8,3.1,Maruti,Swift Vdi BSIII,16,0
Jaipur,Diesel,Manual,First,13.49,7.5,Tata,Xenon XT EX 4X2,9,2
Kolkata,Diesel,Manual,First,20.14,4.0,Volkswagen,Polo 1.5 TDI Comfortline,10,1
Kochi,Petrol,Manual,First,17.8,7.73,Honda,City i VTEC SV,10,1
Bangalore,Petrol,Manual,First,17.4,7.8,Honda,City i VTEC V,11,1
Hyderabad,Petrol,Manual,First,16.1,1.3,Maruti,800 AC BSIII,15,0
Jaipur,Diesel,Manual,First,20.14,4.42,Volkswagen,Polo 1.5 TDI Trendline,12,1
Pune,Diesel,Automatic,First,12.5,4.0,Chevrolet,Captiva LTZ VCDi,17,2
Kolkata,Diesel,Manual,First,16.0,13.0,Mahindra,XUV500 W10 2WD,10,2
Kochi,Diesel,Manual,First,25.8,5.38,Honda,Amaze VX i-DTEC,11,1
Chennai,Petrol,Manual,Second,17.0,3.25,Hyundai,i20 1.2 Sportz Option,15,0
Jaipur,Petrol,Automatic,First,20.51,3.87,Maruti,Wagon R AMT VXI,10,0
Mumbai,Diesel,Automatic,Second,16.96,8.25,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,12,2
Mumbai,Petrol,Manual,First,20.73,9.28,Maruti,Ciaz 1.4 Zeta,8,1
Delhi,Diesel,Automatic,First,11.79,6.25,Mahindra,Scorpio 2009-2014 VLX 4WD AT 7S BSIV,14,1
Mumbai,Petrol,Manual,Second,15.26,1.15,Chevrolet,Aveo U-VA 1.2 LS,18,0
Kochi,Petrol,Manual,First,20.73,7.8,Maruti,Ciaz ZXi Option,10,1
Hyderabad,Diesel,Manual,First,23.0,4.5,Hyundai,i20 1.4 CRDi Asta,14,1
Kochi,Petrol,Manual,First,18.7,7.56,Honda,Jazz 1.2 SV i VTEC,8,1
Coimbatore,Diesel,Manual,First,16.0,16.08,Mahindra,XUV500 W10 2WD,9,2
Bangalore,Petrol,Manual,First,17.0,4.5,Hyundai,i20 1.2 Sportz,14,0
Chennai,Diesel,Manual,First,22.32,5.0,Hyundai,Verna 1.6 SX,14,1
Delhi,Petrol,Manual,First,19.81,2.2,Hyundai,i10 Era 1.1,15,0
Bangalore,Petrol,Automatic,First,23.1,4.0,Maruti,Celerio VXI AT,12,0
Kolkata,Diesel,Manual,First,20.86,2.51,Skoda,Fabia 1.2 TDI Ambition,14,0
Delhi,Diesel,Manual,First,25.2,4.75,Maruti,Swift VDI BSIV,11,0
Pune,Petrol,Manual,Second,16.0,2.0,Hyundai,i10 Magna(O) with Sun Roof,18,0
Jaipur,Petrol,Manual,Second,20.36,2.1,Hyundai,i10 Magna 1.2,16,0
Mumbai,Petrol,Automatic,First,16.5,6.25,Ford,Ecosport 1.5 Ti VCT AT Titanium,13,1
Kochi,Diesel,Automatic,Second,11.5,10.6,Mercedes-Benz,E-Class 2009-2013 E350 CDI Avantgarde,15,3
Ahmedabad,Diesel,Manual,First,25.2,6.0,Maruti,Swift VDI BSIV,9,0
Jaipur,Petrol,Manual,Second,16.1,0.45,Maruti,800 Std BSIII,22,0
Pune,Petrol,Manual,Third,16.1,2.5,Maruti,Swift Lxi BSIII,16,1
Mumbai,Petrol,Manual,First,15.29,12.75,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,8,1
Kochi,Diesel,Automatic,First,17.05,30.29,BMW,X1 M Sport sDrive 20d,9,3
Hyderabad,Petrol,Manual,First,13.8,1.6,Ford,Ikon 1.3 Flair,20,0
Kochi,Diesel,Manual,First,22.7,7.54,Ford,Ecosport 1.5 DV5 MT Titanium Optional,9,1
Kochi,Petrol,Manual,First,20.73,6.84,Maruti,Ciaz VXi Plus,11,1
Kolkata,Diesel,Automatic,First,18.33,6.0,Volkswagen,Passat Diesel Highline 2.0 TDI,14,2
Pune,Diesel,Manual,First,27.3,8.0,Honda,Jazz 1.5 VX i DTEC,9,1
Coimbatore,Diesel,Automatic,First,17.11,24.74,Audi,A4 35 TDI Premium,10,3
Kochi,Diesel,Manual,First,24.0,5.5,Hyundai,Grand i10 CRDi Sportz Celebration Edition,9,0
Delhi,Diesel,Automatic,First,12.0,36.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,13,4
Coimbatore,Diesel,Manual,First,12.99,11.79,Toyota,Innova 2.5 G (Diesel) 7 Seater,13,1
Jaipur,Petrol,Manual,Second,16.95,3.0,Nissan,Sunny 2011-2014 XL,15,1
Bangalore,Diesel,Automatic,Second,20.0,6.75,Skoda,Laura Ambiente 2.0 TDI CR AT,15,2
Jaipur,Petrol,Manual,First,14.49,1.4,Chevrolet,Aveo 1.4 LS,20,1
Mumbai,Diesel,Manual,First,24.2,5.75,Honda,Mobilio V i DTEC,12,1
Hyderabad,Diesel,Manual,First,21.1,3.4,Maruti,Ritz VDi,16,0
Coimbatore,Petrol,Manual,Second,16.47,4.89,Volkswagen,Polo Petrol Highline 1.2L,15,0
Mumbai,Petrol,Manual,First,13.24,4.95,Nissan,Terrano XL,13,1
Coimbatore,Petrol,Automatic,Second,16.98,3.49,Maruti,A-Star AT Vxi Aktiv,13,0
Pune,Diesel,Manual,First,23.59,3.85,Toyota,Etios Liva GD,15,1
Pune,Petrol,Manual,First,17.0,6.35,Honda,City 1.5 S MT,12,1
Coimbatore,Petrol,Automatic,First,18.9,7.08,Hyundai,Grand i10 AT Asta,9,1
Hyderabad,Diesel,Automatic,First,13.6,38.0,Jaguar,XE 2.0L Diesel Prestige,9,3
Kolkata,Diesel,Manual,First,12.05,6.25,Mahindra,Scorpio VLX,14,1
Mumbai,Petrol,Automatic,First,11.74,10.15,Mercedes-Benz,New C-Class C 200 Kompressor Elegance AT,15,3
Delhi,Petrol,Automatic,First,13.7,10.75,Skoda,Superb Elegance 1.8 TSI AT,12,2
Pune,Diesel,Automatic,First,18.1,4.65,Chevrolet,Cruze LTZ AT,14,2
Delhi,Diesel,Manual,First,12.05,4.75,Mahindra,Scorpio VLX,16,1
Coimbatore,Petrol,Manual,First,17.1,7.78,Hyundai,Verna 1.6 SX VTVT (O),11,1
Hyderabad,Diesel,Manual,First,23.0,6.75,Hyundai,i20 1.4 Asta CRDi with AVN,10,1
Hyderabad,Petrol,Automatic,First,16.4,2.99,Honda,City ZX CVT,18,0
Kolkata,Petrol,Manual,First,20.36,2.35,Hyundai,i10 Magna,13,0
Delhi,Diesel,Manual,First,25.8,3.65,Honda,Amaze S i-Dtech,13,1
Delhi,Petrol,Manual,Second,22.5,2.74,Maruti,Wagon R LXI,14,0
Jaipur,Petrol,Manual,First,19.4,3.5,Honda,Brio S MT,13,1
Kochi,Petrol,Manual,First,17.0,4.76,Hyundai,i20 1.2 Sportz Option,12,0
Kochi,Petrol,Manual,First,15.04,6.2,Volkswagen,Vento 2013-2015 1.6 Comfortline,10,1
Pune,Diesel,Manual,Second,18.7,2.35,Skoda,Octavia Rider 1.9 TDI MT,18,0
Mumbai,Diesel,Automatic,First,13.0,24.5,Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde,12,3
Pune,Petrol,Manual,First,13.24,6.0,Renault,Duster Petrol RxL,13,1
Hyderabad,Petrol,Manual,First,21.1,3.65,Hyundai,EON Sportz,9,0
Coimbatore,Petrol,Manual,Second,18.6,6.26,Maruti,Swift VXI,10,1
Jaipur,Diesel,Manual,Second,19.5,2.1,Nissan,Micra Diesel,15,1
Mumbai,Diesel,Automatic,First,13.22,32.95,Audi,Q5 3.0 TDI Quattro Technology,11,4
Coimbatore,Petrol,Manual,First,18.6,7.8,Hyundai,i20 1.2 Spotz,8,1
Bangalore,Petrol,Manual,First,19.4,4.25,Honda,Brio S MT,12,1
Kochi,Petrol,Manual,First,17.5,4.86,Maruti,Swift Dzire ZXi,12,1
Delhi,Petrol,Manual,First,18.9,4.9,Hyundai,Grand i10 1.2 Kappa Magna,9,1
Coimbatore,Diesel,Manual,First,11.68,7.06,Mahindra,Xylo E8 ABS BS IV,12,1
Delhi,Petrol,Automatic,First,17.21,4.5,Volkswagen,Polo GTI,11,3
Coimbatore,Petrol,Manual,First,24.07,3.22,Maruti,Alto K10 VXI,15,0
Kolkata,Diesel,Manual,First,22.07,3.25,Volkswagen,Polo Diesel Comfortline 1.2L,12,0
Delhi,Petrol,Manual,First,18.9,4.53,Hyundai,Grand i10 Sportz,10,1
Coimbatore,Diesel,Automatic,First,14.84,34.78,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,9,2
Pune,Petrol,Automatic,First,15.74,6.5,Hyundai,Verna 1.6 SX VTVT AT,12,1
Chennai,Petrol,Manual,First,15.7,2.25,Fiat,Punto EVO 1.2 Emotion,16,0
Pune,Diesel,Manual,Second,12.99,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,15,1
Kochi,Diesel,Automatic,First,18.49,8.37,Mahindra,TUV 300 2015-2019 mHAWK100 T8 AMT,9,1
Coimbatore,Diesel,Manual,First,20.14,5.39,Volkswagen,Polo 1.5 TDI Comfortline,11,1
Kochi,Diesel,Automatic,First,22.48,37.3,BMW,5 Series 520d Luxury Line,8,3
Coimbatore,Diesel,Automatic,First,11.57,70.8,Mercedes-Benz,GLE 350d,8,4
Mumbai,Diesel,Automatic,First,11.74,22.25,Mercedes-Benz,M-Class ML 350 CDI,14,4
Kochi,Petrol,Manual,First,18.9,6.03,Hyundai,Grand i10 1.2 Kappa Sportz,8,1
Mumbai,Petrol,Automatic,First,13.7,4.9,Skoda,Superb Elegance 1.8 TSI AT,15,2
Chennai,Petrol,Automatic,First,16.95,3.96,Hyundai,i10 Sportz AT,13,0
Hyderabad,Diesel,Manual,First,23.0,4.6,Hyundai,i20 1.4 CRDi Asta,15,1
Mumbai,Diesel,Manual,Second,12.05,5.5,Mahindra,Scorpio VLX,15,1
Mumbai,Petrol,Manual,First,19.4,3.25,Honda,Brio V MT,13,1
Jaipur,Petrol,Manual,First,18.6,6.25,Hyundai,i20 1.2 Magna Executive,9,1
Pune,Diesel,Manual,Fourth & Above,10.9,3.0,Ford,Endeavour 4x2 XLT Limited Edition,19,2
Chennai,Diesel,Manual,First,16.8,4.25,Hyundai,Verna CRDi SX,15,1
Pune,Diesel,Manual,First,11.5,12.25,Toyota,Fortuner 3.0 Diesel,15,2
Pune,Diesel,Automatic,Second,17.05,10.95,BMW,X1 sDrive20d,15,3
Delhi,Diesel,Automatic,First,12.55,16.5,Toyota,Fortuner 4x2 AT,13,2
Pune,Petrol,Automatic,First,19.0,7.8,Honda,Amaze V CVT Petrol,8,1
Kochi,Petrol,Manual,First,19.81,3.7,Hyundai,i10 Era 1.1,13,0
Hyderabad,Petrol,Manual,First,17.0,4.0,Hyundai,i20 1.2 Sportz,14,0
Mumbai,Diesel,Automatic,First,19.59,26.75,BMW,3 Series 320d GT Luxury Line,11,3
Coimbatore,Diesel,Automatic,First,15.17,28.03,Audi,Q3 35 TDI Quattro Premium Plus,10,3
Kochi,Petrol,Manual,First,20.4,5.44,Maruti,Swift VXI Optional,9,1
