Location,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Model,Brand,Power_bins
Hyderabad,2016,Diesel,Automatic,First,10.91,3198.0,197.0,29.5,Endeavour 3.2 Titanium AT 4X4,Ford,3
Kochi,2019,Diesel,Manual,First,24.3,1248.0,88.5,10.49,Vitara Brezza ZDi Plus,Maruti,1
Kolkata,2015,Petrol,Automatic,First,8.6,2706.0,265.0,64.0,Boxster S tiptronic,Porsche,4
Pune,2016,Diesel,Manual,First,22.9,1248.0,74.0,7.55,Swift ZDi,Maruti,0
Mumbai,2014,Petrol,Manual,First,17.57,1193.0,88.7,3.95,Zest Revotron 1.2 XT,Tata,1
Bangalore,2010,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,3.25,i20 1.2 Sportz Option,Hyundai,0
Mumbai,2009,Diesel,Manual,First,19.4,1422.0,70.0,2.75,Fabia 1.4 TDI Active,Skoda,0
Kolkata,2015,Diesel,Manual,First,21.43,1364.0,87.2,7.35,Corolla Altis D-4D J,Toyota,1
Ahmedabad,2017,Petrol,Manual,First,17.0,1198.0,73.75,4.7,Ameo 1.2 MPI Comfortline,Volkswagen,0
Kochi,2016,Petrol,Manual,Second,15.29,1591.0,121.3,8.77,Creta 1.6 VTVT S,Hyundai,1
Kochi,2013,Petrol,Manual,First,20.36,1197.0,78.9,3.42,i10 Magna 1.2,Hyundai,0
Kolkata,2015,Petrol,Manual,First,18.6,1199.0,76.8,2.5,Beat LS,Chevrolet,0
Kolkata,2012,Diesel,Automatic,First,14.74,2993.0,270.9,20.0,XF 3.0 Litre S Premium Luxury,Jaguar,5
Mumbai,2014,Petrol,Manual,First,13.24,1598.0,102.5,5.25,Terrano XL,Nissan,1
Delhi,2013,Diesel,Automatic,Second,15.73,1968.0,174.33,14.5,Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,3
Mumbai,2011,Petrol,Automatic,First,16.95,1197.0,78.9,3.45,i10 Asta AT,Hyundai,0
Pune,2015,Petrol,Automatic,First,24.07,998.0,67.1,3.3,Alto K10 VXI AGS,Maruti,0
Bangalore,2014,Diesel,Automatic,First,11.33,4134.0,335.2,51.0,Q7 4.2 TDI Quattro Technology,Audi,6
Kolkata,2017,Diesel,Manual,First,24.3,1248.0,88.5,6.5,Vitara Brezza VDi,Maruti,1
Hyderabad,2013,Petrol,Manual,First,21.1,814.0,55.2,3.65,EON D Lite Plus,Hyundai,0
Chennai,2012,Diesel,Manual,First,20.0,1497.0,115.0,7.25,XUV300 W8 Diesel,Mahindra,1
Kochi,2014,Diesel,Manual,First,22.0,1582.0,126.2,6.01,Verna CRDi 1.6 SX Option,Hyundai,1
Kolkata,2015,Petrol,Manual,First,18.9,998.0,67.1,2.8,Wagon R VXI,Maruti,0
Chennai,2012,Petrol,Manual,First,17.0,1197.0,80.0,4.0,i20 Sportz Option,Hyundai,0
Delhi,2014,Petrol,Manual,First,17.4,1497.0,117.3,5.95,City i VTEC V,Honda,1
Chennai,2011,Diesel,Manual,Second,12.8,2494.0,102.0,9.2,Innova 2.5 V Diesel 7-seater,Toyota,1
Pune,2012,Diesel,Manual,First,16.8,1493.0,110.0,5.35,Verna CRDi SX,Hyundai,1
Delhi,2017,Diesel,Manual,First,17.6,2179.0,153.86,12.0,Hexa XT,Tata,2
Coimbatore,2015,Diesel,Automatic,Second,12.07,2967.0,241.4,38.94,Q7 3.0 TDI Quattro Premium Plus,Audi,4
Coimbatore,2008,Petrol,Manual,Second,18.9,998.0,67.1,2.69,Wagon R VXI,Maruti,0
Bangalore,2013,Diesel,Automatic,Second,17.09,1995.0,218.0,27.5,5 Series 2013-2017 525d Luxury Line,BMW,3
Kolkata,2014,Petrol,Manual,First,18.0,1198.0,86.7,2.75,Amaze EX i-Vtech,Honda,1
Mumbai,2016,Petrol,Manual,First,24.7,796.0,47.3,2.8,Alto 800 2016-2019 LXI,Maruti,0
Mumbai,2016,Petrol,Manual,First,17.01,1591.0,121.3,6.45,Verna 1.6 SX VTVT,Hyundai,1
Coimbatore,2018,Petrol,Manual,First,23.84,1199.0,84.0,5.88,Tiago 1.2 Revotron XZ,Tata,1
Pune,2013,Petrol,Manual,First,18.6,1197.0,85.8,4.65,Swift LXI,Maruti,1
Jaipur,2014,Petrol,Manual,First,21.1,814.0,55.2,2.5,EON Era,Hyundai,0
Kochi,2018,Petrol,Automatic,First,12.6,1950.0,191.34,51.35,E-Class E 220 d,Mercedes-Benz,3
Hyderabad,2016,Diesel,Manual,First,22.54,1396.0,88.73,6.85,i20 Magna 1.4 CRDi,Hyundai,1
Chennai,2012,Diesel,Manual,First,23.59,1364.0,67.05,5.25,Etios VD,Toyota,0
Coimbatore,2014,Diesel,Manual,First,21.43,1364.0,87.2,9.23,Corolla Altis Diesel D4DG,Toyota,1
Ahmedabad,2014,Diesel,Automatic,First,20.7,1496.0,113.98,22.0,Cooper 5 DOOR D,Mini,1
Hyderabad,2014,Diesel,Manual,First,20.14,1498.0,88.8,5.19,Polo 1.5 TDI Highline,Volkswagen,1
Pune,2009,Petrol,Automatic,First,13.7,1798.0,157.75,4.35,Superb Elegance 1.8 TSI AT,Skoda,2
Hyderabad,2013,Diesel,Automatic,First,10.0,2148.0,170.0,24.5,E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes-Benz,2
Pune,2015,Diesel,Manual,First,17.8,1248.0,75.0,5.75,Swift VDi BSIII W/ ABS,Maruti,0
Kochi,2016,Petrol,Automatic,First,18.0,1497.0,117.3,9.19,City i VTEC CVT VX,Honda,1
Pune,2008,Petrol,Automatic,Second,8.45,2979.0,321.0,10.75,7 Series 2007-2012 740Li,BMW,6
Bangalore,2009,Petrol,Automatic,First,19.2,1197.0,80.0,2.99,i10 Magna AT,Hyundai,0
Kolkata,2014,Diesel,Manual,First,26.59,1248.0,74.0,3.89,Swift Dzire VDI,Maruti,0
Coimbatore,2018,Diesel,Manual,First,26.0,1498.0,98.6,11.73,City i DTec VX,Honda,1
Coimbatore,2016,Petrol,Manual,First,14.0,796.0,35.0,3.11,Omni 8 Seater BSIV,Maruti,0
Jaipur,2014,Diesel,Manual,Second,17.2,1968.0,138.1,14.45,Superb 2009-2014 Elegance 2.0 TDI MT,Skoda,2
Ahmedabad,2018,Diesel,Manual,First,24.52,1248.0,88.5,8.7,Ertiga SHVS VDI,Maruti,1
Kochi,2016,Diesel,Manual,First,24.0,1120.0,70.0,5.04,Grand i10 CRDi Magna,Hyundai,0
Jaipur,2017,Diesel,Manual,First,28.09,1248.0,88.5,8.5,Ciaz VDi Plus SHVS,Maruti,1
Delhi,2014,Diesel,Automatic,First,19.27,2143.0,170.0,15.65,New C-Class C 220 CDI Avantgarde,Mercedes-Benz,2
Mumbai,2015,Diesel,Manual,First,20.5,1248.0,91.72,5.65,Avventura MULTIJET Emotion,Fiat,1
Bangalore,2010,Petrol,Automatic,First,10.93,2497.0,204.0,16.5,E-Class 2009-2013 E 250 Elegance,Mercedes-Benz,3
Pune,2012,Petrol,Manual,First,15.04,1598.0,103.6,3.9,Vento Petrol Highline,Volkswagen,1
Jaipur,2013,Diesel,Automatic,First,18.88,1995.0,184.0,14.5,3 Series 320d Luxury Line,BMW,3
Bangalore,2015,Diesel,Automatic,First,14.69,2993.0,258.0,44.0,5 Series 2013-2017 530d M Sport,BMW,4
Delhi,2017,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Grand i10 1.2 Kappa Magna,Hyundai,1
Hyderabad,2016,Diesel,Automatic,First,11.36,2755.0,171.5,19.75,Innova Crysta 2.8 ZX AT,Toyota,2
Coimbatore,2017,Diesel,Automatic,First,19.6,1461.0,108.45,11.44,Duster 110PS Diesel RxZ AMT,Renault,1
Chennai,2011,Diesel,Manual,First,18.0,1248.0,75.0,1.75,Indica Vista Aura 1.3 Quadrajet,Tata,0
Bangalore,2013,Diesel,Manual,First,17.8,1248.0,113.25304969366915,5.6,Swift VDI BSIV,Maruti,1
Kochi,2016,Petrol,Manual,First,12.3,1796.0,185.0,30.42,E-Class 2009-2013 E 200 CGI Avantgarde,Mercedes-Benz,3
Coimbatore,2013,Diesel,Manual,First,15.1,2179.0,140.0,9.57,XUV500 W8 4WD,Mahindra,2
Mumbai,2016,Diesel,Manual,First,15.96,2523.0,62.1,3.5,Bolero ZLX,Mahindra,0
Coimbatore,2018,Diesel,Manual,First,24.3,1248.0,88.5,10.46,Vitara Brezza ZDi,Maruti,1
Pune,2014,Diesel,Manual,First,20.5,1248.0,91.72,4.85,Avventura MULTIJET Emotion,Fiat,1
Kochi,2016,Petrol,Manual,First,19.5,1199.0,88.76,5.68,Amaze S Petrol,Honda,1
Mumbai,2015,Petrol,Automatic,First,13.7,1798.0,157.75,13.25,Superb Elegance 1.8 TSI AT,Skoda,2
Bangalore,2011,Diesel,Automatic,First,14.74,2993.0,270.9,16.0,XF 3.0 Litre S Premium Luxury,Jaguar,5
Chennai,2013,Petrol,Manual,First,18.9,998.0,67.1,3.0,Wagon R VXI BSIII,Maruti,0
Kolkata,2007,Petrol,Manual,First,17.0,1086.0,113.25304969366915,0.99,Santro Xing XL eRLX Euro III,Hyundai,1
Mumbai,2010,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,Corolla Altis VL,Toyota,2
Delhi,2016,Petrol,Manual,First,16.1,1197.0,85.0,4.75,Swift VXi BSIV,Maruti,1
Bangalore,2014,Petrol,Manual,First,16.47,1198.0,74.0,5.35,Polo 1.2 MPI Highline,Volkswagen,0
Hyderabad,2017,Petrol,Manual,First,18.9,1197.0,81.86,5.98,Grand i10 1.2 Kappa Asta,Hyundai,1
Chennai,2011,Diesel,Manual,Third,21.5,1248.0,88.8,3.5,SX4 ZDI,Maruti,1
Kochi,2018,Petrol,Manual,First,18.9,1197.0,81.86,4.77,Grand i10 1.2 Kappa Magna,Hyundai,1
Delhi,2016,Petrol,Manual,First,21.4,1197.0,83.1,5.45,Baleno Delta 1.2,Maruti,1
Ahmedabad,2018,Petrol,Automatic,First,20.3,1199.0,84.0,6.85,Tigor 1.2 Revotron XTA,Tata,1
Jaipur,2016,Diesel,Automatic,First,26.59,1248.0,74.0,7.3,Swift Dzire AMT ZDI,Maruti,0
Pune,2007,Petrol,Manual,First,15.3,1193.0,65.3,1.25,Indica GLS BS IV,Tata,0
Chennai,2015,Diesel,Manual,First,22.7,1598.0,118.0,8.25,SX4 S Cross DDiS 320 Zeta,Maruti,1
Ahmedabad,2008,Petrol,Manual,First,16.1,1298.0,88.2,2.71,Swift VXI BSIII,Maruti,1
Kolkata,2016,Petrol,Manual,First,19.1,1197.0,82.0,3.6,Xcent 1.2 Kappa SX,Hyundai,1
Ahmedabad,2010,Petrol,Manual,First,18.5,1197.0,80.0,3.0,i20 1.2 Magna,Hyundai,0
Hyderabad,2016,Petrol,Automatic,First,23.1,998.0,67.04,4.65,Celerio VXI AT,Maruti,0
Mumbai,2010,Diesel,Automatic,First,14.84,2143.0,170.0,9.5,New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2
Mumbai,2011,Petrol,Manual,First,17.5,1298.0,85.8,2.95,Swift Dzire VXi,Maruti,1
Mumbai,2011,Petrol,Manual,First,15.04,1598.0,103.6,3.0,Vento Petrol Trendline,Volkswagen,1
Hyderabad,2015,Diesel,Manual,First,25.2,1248.0,74.0,5.95,Swift ZDi,Maruti,0
Delhi,2008,Petrol,Automatic,First,14.53,1798.0,138.1,4.0,Corolla Altis VL,Toyota,2
Delhi,2008,Petrol,Manual,First,13.5,1799.0,130.0,2.5,Civic 2006-2010 1.8 V MT,Honda,2
Kolkata,2017,Petrol,Automatic,First,16.05,1499.0,110.4,11.37,EcoSport 1.5 Ti VCT AT Titanium BE,Ford,1
Pune,2010,Diesel,Manual,Second,19.0,1248.0,93.0,2.25,Linea Emotion Pack (Diesel),Fiat,1
Jaipur,2013,Petrol,Manual,First,19.81,1086.0,68.05,3.1,i10 Era,Hyundai,0
Kochi,2014,Diesel,Automatic,First,11.2,2400.0,215.0,17.18,XC60 D5 Inscription,Volvo,3
Jaipur,2018,Petrol,Manual,First,18.6,1197.0,81.83,6.5,i20 1.2 Asta,Hyundai,1
Ahmedabad,2014,Diesel,Manual,First,26.0,1498.0,98.6,5.7,City i DTEC S,Honda,1
Ahmedabad,2013,Diesel,Manual,First,12.99,2494.0,100.0,8.0,Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,1
Chennai,2016,Petrol,Manual,First,25.17,799.0,53.3,2.6,KWID RXT,Renault,0
Hyderabad,2009,Petrol,Manual,First,19.0,998.0,66.1,2.45,A-Star Vxi,Maruti,0
Kochi,2014,Petrol,Automatic,First,14.8,1595.0,120.7,11.57,B Class B180,Mercedes-Benz,1
Kolkata,2012,Petrol,Manual,First,18.9,998.0,67.1,2.3,Wagon R LXI BS IV,Maruti,0
Jaipur,2016,Diesel,Manual,First,25.2,1248.0,74.0,5.9,Swift VDI BSIV,Maruti,0
Mumbai,2015,Petrol,Automatic,First,17.0,1591.0,121.3,7.2,Verna VTVT 1.6 AT SX Option,Hyundai,1
Ahmedabad,2013,Diesel,Automatic,First,22.0,1582.0,126.2,5.9,Verna CRDi 1.6 AT SX Option,Hyundai,1
Chennai,2014,Petrol,Manual,Second,16.8,1497.0,116.3,6.0,City V MT,Honda,1
Kolkata,2010,Petrol,Manual,First,16.0,1086.0,66.7,1.95,i10 Magna Optional 1.1L,Hyundai,0
Coimbatore,2016,Diesel,Manual,First,23.59,1364.0,67.04,6.55,Etios GD SP,Toyota,0
Hyderabad,2015,Diesel,Automatic,First,27.03,1969.0,190.0,25.0,S60 D4 Momentum,Volvo,3
Kolkata,2012,Diesel,Manual,First,20.0,1399.0,68.05,2.65,Figo Diesel EXI,Ford,0
Mumbai,2017,Diesel,Automatic,First,13.0,2987.0,265.0,69.5,E-Class 2015-2017 E350 CDI Avantgrade,Mercedes-Benz,4
Chennai,2012,Diesel,Automatic,First,22.69,1995.0,190.0,14.0,3 Series 320d Luxury Line,BMW,3
Pune,2014,Petrol,Manual,Second,22.74,796.0,47.3,2.1,Alto 800 VXI,Maruti,0
Hyderabad,2017,Diesel,Manual,First,13.68,2393.0,147.8,20.4,Innova Crysta 2.4 VX MT,Toyota,2
Hyderabad,2019,Petrol,Manual,First,18.78,999.0,75.0,5.68,Polo 1.0 MPI Trendline,Volkswagen,0
Mumbai,2014,Petrol,Manual,First,13.24,1598.0,102.5,5.55,Terrano XL,Nissan,1
Mumbai,2013,Diesel,Manual,First,13.5,2477.0,175.56,12.75,Pajero Sport 4X4,Mitsubishi,3
Mumbai,2012,Petrol,Manual,Second,14.8,1799.0,130.2,3.35,Civic 2010-2013 1.8 S MT,Honda,2
Kolkata,2013,Petrol,Manual,First,22.74,796.0,47.3,1.55,Alto 800 LXI,Maruti,0
Coimbatore,2013,Diesel,Manual,Second,20.54,1598.0,103.6,5.9,Vento Diesel Highline,Volkswagen,1
Hyderabad,2012,Diesel,Automatic,First,12.35,2179.0,187.74,18.98,Rover Freelander 2 HSE,Land,3
Mumbai,2014,Petrol,Manual,First,13.7,1997.0,153.86,11.51,CR-V 2.0L 2WD MT,Honda,2
Mumbai,2016,Diesel,Manual,First,20.77,1248.0,88.76,7.75,Ertiga VDI,Maruti,1
Chennai,2016,Diesel,Manual,First,12.99,2494.0,100.6,13.9,Innova 2.5 GX (Diesel) 7 Seater,Toyota,1
Kolkata,2010,Petrol,Manual,First,15.0,1368.0,90.0,1.35,Manza Aura Safire,Tata,1
Mumbai,2015,Diesel,Automatic,Second,12.07,2967.0,241.4,38.0,Q7 35 TDI Quattro Premium Plus,Audi,4
Mumbai,2017,Petrol,Automatic,First,17.1,1591.0,121.4,11.6,Verna 1.6 SX VTVT (O) AT,Hyundai,1
Hyderabad,2017,Diesel,Automatic,First,21.5,1498.0,108.5,12.25,Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,1
Jaipur,2011,Petrol,Manual,First,17.0,1497.0,118.0,3.8,City 1.5 S MT,Honda,1
Mumbai,2014,Diesel,Manual,First,20.0,1399.0,68.05,3.25,Figo Diesel Titanium,Ford,0
Mumbai,2016,Petrol,Manual,First,18.7,1199.0,88.7,6.4,Jazz 1.2 VX i VTEC,Honda,1
Bangalore,2012,Petrol,Manual,Second,16.47,1198.0,73.9,3.95,Polo Petrol Highline 1.2L,Volkswagen,0
Delhi,2010,Petrol,Manual,First,17.4,1497.0,117.3,3.57,City i-VTEC S,Honda,1
Mumbai,2005,Petrol,Manual,Second,17.7,1497.0,78.0,1.25,City ZX GXi,Honda,0
Kolkata,2013,Petrol,Automatic,Second,12.0,2354.0,187.4,12.5,CR-V 2.4L 4WD AT AVN,Honda,3
Ahmedabad,2014,Diesel,Automatic,Second,18.12,1995.0,190.0,23.0,5 Series 2013-2017 520d Luxury Line,BMW,3
Coimbatore,2012,Diesel,Manual,First,12.05,2179.0,120.0,6.32,Scorpio VLX 2.2 mHawk BSIII,Mahindra,1
Kolkata,2012,Diesel,Manual,First,20.54,1598.0,103.6,3.4,Vento Diesel Comfortline,Volkswagen,1
Jaipur,1999,Petrol,Manual,Second,17.3,993.0,60.0,0.77,Zen VX,Maruti,0
Jaipur,2009,Petrol,Manual,First,16.1,796.0,37.0,0.9,800 DX BSII,Maruti,0
Delhi,2017,Petrol,Automatic,First,14.28,1798.0,138.03,18.0,Corolla Altis 1.8 VL CVT,Toyota,2
Pune,2013,Petrol,Automatic,First,14.59,1997.0,245.0,19.0,3 Series 328i Sport Line,BMW,4
Chennai,2007,Petrol,Manual,Third,13.8,1299.0,70.0,1.1,Ikon 1.3 Flair,Ford,0
Pune,2012,Petrol,Manual,Second,18.6,1199.0,79.4,2.0,Beat LT,Chevrolet,0
Ahmedabad,2012,Diesel,Manual,First,21.43,1364.0,86.79,6.5,Corolla Altis 1.4 DG,Toyota,1
Bangalore,2014,Diesel,Manual,First,16.0,2179.0,140.0,9.45,XUV500 W4,Mahindra,2
Mumbai,2016,Diesel,Manual,First,24.4,1120.0,71.0,4.0,Xcent 1.1 CRDi Base,Hyundai,0
Kochi,2017,Diesel,Automatic,First,13.0,2143.0,204.0,32.25,E-Class 2015-2017 E250 CDI Avantgarde,Mercedes-Benz,3
Pune,2009,Petrol,Manual,First,20.36,1197.0,78.9,2.1,i10 Sportz,Hyundai,0
Mumbai,2015,Petrol,Automatic,Second,14.28,1798.0,138.03,9.75,Corolla Altis VL AT,Toyota,2
Kolkata,2014,Petrol,Manual,First,14.53,1798.0,138.0,6.3,Corolla 1.8 J,Toyota,2
Hyderabad,2013,Diesel,Automatic,First,17.32,1968.0,184.0,21.0,Q3 2.0 TDI Quattro,Audi,3
Mumbai,2014,Diesel,Manual,First,21.9,1396.0,88.8,4.65,i20 Magna Optional 1.4 CRDi,Hyundai,1
Mumbai,2013,Diesel,Automatic,Second,19.27,2143.0,167.62,17.0,New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,2
Pune,2013,Diesel,Manual,First,21.1,1248.0,73.9,4.35,Ritz VDi,Maruti,0
Coimbatore,2017,Diesel,Manual,First,19.67,1582.0,126.2,14.82,Creta 1.6 SX Plus Diesel,Hyundai,1
Delhi,2018,Diesel,Automatic,First,13.6,1999.0,177.0,40.0,XE 2.0L Diesel Prestige,Jaguar,3
Chennai,2016,Diesel,Manual,First,14.95,2489.0,93.7,6.15,Xylo D4,Mahindra,1
Ahmedabad,2014,Diesel,Manual,First,12.99,2494.0,100.6,11.25,Innova 2.5 G (Diesel) 7 Seater,Toyota,1
Pune,2018,Petrol,Automatic,First,19.16,2494.0,157.7,32.0,Camry 2.5 Hybrid,Toyota,2
Coimbatore,2018,Diesel,Automatic,First,13.22,2967.0,241.4,45.62,Q5 3.0 TDI Quattro,Audi,4
Kochi,2017,Diesel,Manual,First,28.4,1248.0,74.0,6.24,Swift VDI,Maruti,0
Chennai,2015,Diesel,Manual,First,20.77,1248.0,88.76,4.8,Ertiga VDI Limited Edition,Maruti,1
Chennai,2014,Petrol,Manual,Second,16.1,1197.0,85.0,4.5,Swift VXi BSIV,Maruti,1
Kochi,2015,Petrol,Manual,First,20.36,1197.0,78.9,3.87,i10 Sportz,Hyundai,0
Delhi,2013,Petrol,Manual,First,20.36,1197.0,78.9,2.75,i10 Sportz,Hyundai,0
Kochi,2018,Petrol,Manual,First,21.4,1197.0,83.1,6.57,Baleno Sigma 1.2,Maruti,1
Jaipur,2010,Petrol,Manual,First,16.36,1495.0,93.7,2.0,Accent Executive,Hyundai,1
Ahmedabad,2012,Petrol,Manual,First,19.4,1198.0,86.8,3.65,Brio S MT,Honda,1
Hyderabad,2016,Diesel,Manual,First,22.9,1248.0,74.0,6.95,Swift ZDi,Maruti,0
Bangalore,2014,Petrol,Manual,First,20.14,1197.0,81.86,5.5,Xcent 1.2 VTVT S,Hyundai,1
Kolkata,2013,Diesel,Manual,First,16.0,2179.0,140.0,7.0,XUV500 W8 2WD,Mahindra,2
Delhi,2014,Diesel,Automatic,First,13.0,2143.0,201.1,24.0,E-Class E250 CDI Avantgrade,Mercedes-Benz,3
Bangalore,2016,Diesel,Automatic,First,19.27,2143.0,170.0,32.5,New C-Class C 220 CDI Avantgarde,Mercedes-Benz,2
Kochi,2015,Diesel,Manual,First,21.27,1396.0,88.76,6.45,i20 Asta 1.4 CRDi,Hyundai,1
Mumbai,2015,Diesel,Automatic,First,19.3,1968.0,141.0,15.75,Octavia Elegance 2.0 TDI AT,Skoda,2
Mumbai,2014,Petrol,Manual,First,17.0,1497.0,118.0,5.5,City 1.5 S MT,Honda,1
Kochi,2015,Diesel,Automatic,First,12.55,2982.0,168.5,19.03,Fortuner 4x2 AT,Toyota,2
Kolkata,2013,Diesel,Automatic,First,17.32,1968.0,184.0,15.25,Q3 2.0 TDI Quattro,Audi,3
Hyderabad,2012,Petrol,Manual,First,20.92,998.0,67.1,2.4,Alto K10 2010-2014 VXI,Maruti,0
Chennai,2011,Diesel,Manual,First,23.03,1396.0,69.0,2.3,Indigo eCS LX BSIV,Tata,0
Kochi,2014,Diesel,Automatic,First,17.11,1968.0,174.33,14.35,A4 2.0 TDI 177 Bhp Premium Plus,Audi,3
Kochi,2018,Petrol,Automatic,First,18.0,1497.0,117.3,11.97,City i-VTEC CVT VX,Honda,1
Ahmedabad,2015,Diesel,Manual,First,14.24,2755.0,174.5,18.9,Fortuner 2.8 2WD MT,Toyota,3
Ahmedabad,2017,Petrol,Manual,First,18.9,1197.0,82.0,5.4,Grand i10 Sportz,Hyundai,1
Hyderabad,2015,Petrol,Manual,First,15.1,1196.0,73.0,2.95,Eeco 7 Seater Standard,Maruti,0
Bangalore,2013,Petrol,Manual,First,16.47,1198.0,73.9,5.1,Polo Petrol Highline 1.2L,Volkswagen,0
Jaipur,2006,Petrol,Manual,First,18.9,1061.0,67.0,1.5,Wagon R LXI Minor,Maruti,0
Bangalore,2011,Petrol,Manual,First,17.0,1497.0,118.0,4.9,City 1.5 V MT,Honda,1
Mumbai,2010,Petrol,Manual,First,14.8,1799.0,130.2,2.9,Civic 2010-2013 1.8 S MT,Honda,2
Pune,2005,Petrol,Manual,First,13.0,1493.0,100.0,1.15,City 1.5 EXI,Honda,1
Kolkata,2010,Petrol,Manual,First,18.5,1197.0,80.0,2.3,i20 1.2 Magna,Hyundai,0
Kochi,2018,Diesel,Manual,First,24.0,1120.0,70.0,5.99,Grand i10 CRDi Sportz Celebration Edition,Hyundai,0
Pune,2011,Petrol,Automatic,Third,14.4,1598.0,103.6,3.4,Vento Petrol Highline AT,Volkswagen,1
Kolkata,2009,Petrol,Manual,First,20.36,1197.0,78.9,1.7,i10 Sportz 1.2,Hyundai,0
Kolkata,2009,Petrol,Manual,First,17.0,1197.0,80.0,1.99,i20 Asta,Hyundai,0
Pune,2012,Petrol,Manual,First,18.6,1199.0,79.4,2.5,Beat LS,Chevrolet,0
Hyderabad,2013,Diesel,Manual,First,22.07,1199.0,73.9,4.85,Polo Diesel Highline 1.2L,Volkswagen,0
Hyderabad,2010,Petrol,Manual,First,15.6,1196.0,70.0,2.65,Figo Petrol LXI,Ford,0
Kochi,2014,Petrol,Automatic,First,9.9,1984.0,207.8,27.35,TT 2.0 TFSI,Audi,3
Jaipur,2015,Diesel,Manual,Second,25.1,1498.0,98.6,6.9,City i DTEC VX,Honda,1
Hyderabad,2013,Diesel,Manual,First,20.0,1399.0,68.05,3.5,Figo Diesel Titanium,Ford,0
Delhi,2015,Diesel,Manual,First,12.99,2494.0,100.6,12.5,Innova 2.5 ZX Diesel 7 Seater,Toyota,1
Delhi,2017,Petrol,Automatic,First,19.12,1373.0,91.1,9.2,Ciaz 1.4 AT Alpha,Maruti,1
Mumbai,2015,Petrol,Automatic,First,18.9,1197.0,82.0,4.9,Grand i10 AT Asta,Hyundai,1
Delhi,2009,Petrol,Manual,First,12.8,1621.276449941501,113.25304969366915,3.2,City 1.3 DX,Honda,1
Kochi,2014,Petrol,Manual,First,18.88,999.0,123.24,5.55,EcoSport 1.0 Ecoboost Titanium Plus BE,Ford,1
Ahmedabad,2014,Petrol,Automatic,First,14.7,1798.0,177.6,13.5,Octavia Ambition 1.8 TSI AT,Skoda,3
Kolkata,2010,Diesel,Manual,First,20.4,1248.0,91.7,2.6,Linea Emotion (Diesel),Fiat,1
Jaipur,2015,Petrol,Manual,First,16.1,1298.0,88.2,4.5,Swift Lxi BSIII,Maruti,1
Delhi,2013,Diesel,Automatic,Second,11.8,2993.0,180.0,34.0,Rover Discovery 4 TDV6 SE,Land,3
Hyderabad,2012,Diesel,Manual,First,12.8,2494.0,102.0,12.0,Innova 2.5 V Diesel 7-seater,Toyota,1
Mumbai,2015,Diesel,Manual,First,28.4,1248.0,74.0,5.25,Swift LDI,Maruti,0
Kochi,2014,Diesel,Automatic,First,17.68,1968.0,174.33,21.56,A6 2011-2015 2.0 TDI Premium Plus,Audi,3
Coimbatore,2012,Diesel,Automatic,First,22.48,1995.0,190.0,24.68,5 Series 520d Luxury Line,BMW,3
Delhi,2013,Petrol,Manual,First,18.5,1197.0,82.9,3.67,i20 Magna Optional 1.2,Hyundai,1
Mumbai,2016,Diesel,Automatic,First,17.05,1995.0,190.0,29.5,X1 M Sport sDrive 20d,BMW,3
Delhi,2012,Petrol,Manual,First,17.6,1496.0,88.73,3.1,Etios G,Toyota,1
Ahmedabad,2015,Diesel,Manual,First,17.0,1405.0,70.0,2.9,Indigo LX,Tata,0
Mumbai,2009,Petrol,Automatic,First,10.98,1984.0,114.4,15.95,Beetle 2.0,Volkswagen,1
Hyderabad,2011,Diesel,Manual,First,19.7,1598.0,103.6,4.5,Polo GT TDI,Volkswagen,1
Delhi,2014,Diesel,Manual,First,24.0,1120.0,70.0,3.49,Grand i10 CRDi Magna,Hyundai,0
Delhi,2014,Diesel,Manual,First,25.2,1248.0,74.0,4.25,Swift VDI BSIV,Maruti,0
Chennai,2008,Diesel,Manual,Second,24.0,1396.0,88.76,1.9,Verna CRDi 1.4 E,Hyundai,1
Mumbai,2011,Diesel,Automatic,First,16.73,1995.0,218.0,16.57,5 Series 2003-2012 525d,BMW,3
Bangalore,2012,Petrol,Manual,First,17.0,1497.0,118.0,5.75,City 1.5 S MT,Honda,1
Delhi,2013,Diesel,Automatic,Second,16.55,1968.0,147.51,14.0,A4 2.0 TDI,Audi,2
Jaipur,2013,Diesel,Manual,Second,19.5,1248.0,75.0,2.5,Linea Classic Plus 1.3 Multijet,Fiat,0
Ahmedabad,2002,Petrol,Manual,First,13.0,1343.0,90.0,1.2,City 1.3 EXI,Honda,1
Pune,2005,Petrol,Manual,Second,15.5,1242.0,113.25304969366915,0.85,Petra 1.2 EL,Fiat,1
Kochi,2013,Diesel,Automatic,First,22.69,1995.0,190.0,13.95,3 Series 320d Luxury Line,BMW,3
