Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Model,Brand
Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497,5,12.41,EcoSport 1.5 Petrol Titanium Plus AT,Ford
Kolkata,2014,35000,Diesel,Manual,First,22.07,1199,5,3.8,Polo Diesel Highline 1.2L,Volkswagen
Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143,5,8.95,New C-Class C 220 CDI Avantgarde,Mercedes-Benz
Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498,5,7.2,Ecosport 1.5 DV5 MT Titanium,Ford
Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396,5,4.5,Indigo GLE,Tata
Delhi,2014,68462,Diesel,Manual,First,26.59,1248,5,4.15,Swift Dzire LDI,Maruti
Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248,5,7.94,S-Cross Zeta DDiS 200 SH,Maruti
Pune,2014,90000,Diesel,Manual,First,19.01,1461,5,7.25,Duster 110PS Diesel RxZ Pack,Renault
Delhi,2016,22000,Petrol,Manual,First,18.9,998,5,3.7,Wagon R VXI,Maruti
Chennai,2011,109500,Diesel,Manual,Third,25.44,936,5,1.5,Beat Diesel LT,Chevrolet
Delhi,2017,13363,Diesel,Manual,First,16.0,1997,7,12.0,XUV500 W4 1.99 mHawk,Mahindra
Delhi,2012,51000,Petrol,Manual,Second,19.81,1086,5,2.2,i10 Era 1.1,Hyundai
Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179,7,3.6,New Safari DICOR 2.2 EX 4x4,Tata
Kolkata,2009,43002,Petrol,Manual,First,20.36,1197,5,1.92,i10 Sportz,Hyundai
Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755,7,20.5,Innova Crysta 2.8 ZX AT,Toyota
Jaipur,2010,82407,Diesel,Manual,First,17.5,1896,5,4.25,Laura Elegance MT,Skoda
Kolkata,2013,29000,Petrol,Manual,First,18.9,1197,5,3.2,Grand i10 Sportz,Hyundai
Pune,2012,225000,Diesel,Manual,Second,23.59,1364,5,2.6,Etios Liva GD,Toyota
Kolkata,2014,45000,Diesel,Manual,First,23.4,1248,5,3.85,Swift Dzire VDI,Maruti
Kochi,2010,93401,Diesel,Manual,First,23.0,1396,5,3.48,i20 Asta 1.4 CRDi (Diesel),Hyundai
Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498,5,4.55,Figo 2015-2019 1.5D Trend MT,Ford
Pune,2016,130000,Diesel,Manual,First,25.47,1248,7,7.0,Ertiga VDI,Maruti
Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248,7,5.75,Ertiga ZDI,Maruti
Kochi,2016,47681,Petrol,Automatic,First,16.8,1497,5,8.73,City 1.5 V AT Sunroof,Honda
Hyderabad,2009,35000,Petrol,Manual,First,19.7,796,5,1.7,Alto LXi BSIII,Maruti
Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198,7,29.5,Endeavour 3.2 Titanium AT 4X4,Ford
Kochi,2019,34688,Diesel,Manual,First,24.3,1248,5,10.49,Vitara Brezza ZDi Plus,Maruti
Pune,2016,58000,Diesel,Manual,First,22.9,1248,5,7.55,Swift ZDi,Maruti
Mumbai,2014,40000,Petrol,Manual,First,17.57,1193,5,3.95,Zest Revotron 1.2 XT,Tata
Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197,5,3.25,i20 1.2 Sportz Option,Hyundai
Mumbai,2009,86000,Diesel,Manual,First,19.4,1422,5,2.75,Fabia 1.4 TDI Active,Skoda
Kolkata,2015,45000,Diesel,Manual,First,21.43,1364,5,7.35,Corolla Altis D-4D J,Toyota
Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198,5,4.7,Ameo 1.2 MPI Comfortline,Volkswagen
Kochi,2016,36855,Petrol,Manual,Second,15.29,1591,5,8.77,Creta 1.6 VTVT S,Hyundai
Kochi,2013,46821,Petrol,Manual,First,20.36,1197,5,3.42,i10 Magna 1.2,Hyundai
Kolkata,2015,120000,Petrol,Manual,First,18.6,1199,5,2.5,Beat LS,Chevrolet
Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993,5,20.0,XF 3.0 Litre S Premium Luxury,Jaguar
Mumbai,2014,40000,Petrol,Manual,First,13.24,1598,5,5.25,Terrano XL,Nissan
Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968,5,14.5,Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi
Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197,5,3.45,i10 Asta AT,Hyundai
Pune,2015,73204,Petrol,Automatic,First,24.07,998,5,3.3,Alto K10 VXI AGS,Maruti
Kolkata,2017,35000,Diesel,Manual,First,24.3,1248,5,6.5,Vitara Brezza VDi,Maruti
Hyderabad,2013,17729,Petrol,Manual,First,21.1,814,5,3.65,EON D Lite Plus,Hyundai
Chennai,2012,97000,Diesel,Manual,First,20.0,1497,5,7.25,XUV300 W8 Diesel,Mahindra
Kochi,2014,89614,Diesel,Manual,First,22.0,1582,5,6.01,Verna CRDi 1.6 SX Option,Hyundai
Kolkata,2015,14000,Petrol,Manual,First,18.9,998,5,2.8,Wagon R VXI,Maruti
Chennai,2012,50000,Petrol,Manual,First,17.0,1197,5,4.0,i20 Sportz Option,Hyundai
Delhi,2014,62505,Petrol,Manual,First,17.4,1497,5,5.95,City i VTEC V,Honda
Chennai,2011,248000,Diesel,Manual,Second,12.8,2494,7,9.2,Innova 2.5 V Diesel 7-seater,Toyota
Pune,2012,94900,Diesel,Manual,First,16.8,1493,5,5.35,Verna CRDi SX,Hyundai
Delhi,2017,55000,Diesel,Manual,First,17.6,2179,7,12.0,Hexa XT,Tata
Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967,7,38.94,Q7 3.0 TDI Quattro Premium Plus,Audi
Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998,5,2.69,Wagon R VXI,Maruti
Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995,5,27.5,5 Series 2013-2017 525d Luxury Line,BMW
Kolkata,2014,48000,Petrol,Manual,First,18.0,1198,5,2.75,Amaze EX i-Vtech,Honda
Mumbai,2016,24000,Petrol,Manual,First,24.7,796,5,2.8,Alto 800 2016-2019 LXI,Maruti
Mumbai,2016,52001,Petrol,Manual,First,17.01,1591,5,6.45,Verna 1.6 SX VTVT,Hyundai
Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199,5,5.88,Tiago 1.2 Revotron XZ,Tata
Pune,2013,32953,Petrol,Manual,First,18.6,1197,5,4.65,Swift LXI,Maruti
Jaipur,2014,18000,Petrol,Manual,First,21.1,814,5,2.5,EON Era,Hyundai
Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396,5,6.85,i20 Magna 1.4 CRDi,Hyundai
Chennai,2012,48000,Diesel,Manual,First,23.59,1364,5,5.25,Etios VD,Toyota
Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364,5,9.23,Corolla Altis Diesel D4DG,Toyota
Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496,5,22.0,Cooper 5 DOOR D,Mini
Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498,5,5.19,Polo 1.5 TDI Highline,Volkswagen
Pune,2009,108000,Petrol,Automatic,First,13.7,1798,5,4.35,Superb Elegance 1.8 TSI AT,Skoda
Hyderabad,2013,34700,Diesel,Automatic,First,10.0,2148,5,24.5,E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes-Benz
Pune,2015,79000,Diesel,Manual,First,17.8,1248,5,5.75,Swift VDi BSIII W/ ABS,Maruti
Kochi,2016,58197,Petrol,Automatic,First,18.0,1497,5,9.19,City i VTEC CVT VX,Honda
Pune,2008,66000,Petrol,Automatic,Second,8.45,2979,5,10.75,7 Series 2007-2012 740Li,BMW
Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197,5,2.99,i10 Magna AT,Hyundai
Kolkata,2014,57000,Diesel,Manual,First,26.59,1248,5,3.89,Swift Dzire VDI,Maruti
Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498,5,11.73,City i DTec VX,Honda
Coimbatore,2016,55137,Petrol,Manual,First,14.0,796,5,3.11,Omni 8 Seater BSIV,Maruti
Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968,5,14.45,Superb 2009-2014 Elegance 2.0 TDI MT,Skoda
Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248,7,8.7,Ertiga SHVS VDI,Maruti
Kochi,2016,57738,Diesel,Manual,First,24.0,1120,5,5.04,Grand i10 CRDi Magna,Hyundai
Jaipur,2017,38282,Diesel,Manual,First,28.09,1248,5,8.5,Ciaz VDi Plus SHVS,Maruti
Delhi,2014,64000,Diesel,Automatic,First,19.27,2143,5,15.65,New C-Class C 220 CDI Avantgarde,Mercedes-Benz
Mumbai,2015,32000,Diesel,Manual,First,20.5,1248,5,5.65,Avventura MULTIJET Emotion,Fiat
Bangalore,2010,83000,Petrol,Automatic,First,10.93,2497,5,16.5,E-Class 2009-2013 E 250 Elegance,Mercedes-Benz
Pune,2012,67200,Petrol,Manual,First,15.04,1598,5,3.9,Vento Petrol Highline,Volkswagen
Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995,5,14.5,3 Series 320d Luxury Line,BMW
Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993,5,44.0,5 Series 2013-2017 530d M Sport,BMW
Delhi,2017,8471,Petrol,Manual,First,18.9,1197,5,5.0,Grand i10 1.2 Kappa Magna,Hyundai
Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755,7,19.75,Innova Crysta 2.8 ZX AT,Toyota
Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461,5,11.44,Duster 110PS Diesel RxZ AMT,Renault
Chennai,2011,120000,Diesel,Manual,First,18.0,1248,5,1.75,Indica Vista Aura 1.3 Quadrajet,Tata
Bangalore,2013,23000,Diesel,Manual,First,17.8,1248,5,5.6,Swift VDI BSIV,Maruti
Kochi,2016,35939,Petrol,Manual,First,12.3,1796,5,30.42,E-Class 2009-2013 E 200 CGI Avantgarde,Mercedes-Benz
Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179,7,9.57,XUV500 W8 4WD,Mahindra
Mumbai,2016,40448,Diesel,Manual,First,15.96,2523,7,3.5,Bolero ZLX,Mahindra
Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248,5,10.46,Vitara Brezza ZDi,Maruti
Pune,2014,52782,Diesel,Manual,First,20.5,1248,5,4.85,Avventura MULTIJET Emotion,Fiat
Kochi,2016,51672,Petrol,Manual,First,19.5,1199,5,5.68,Amaze S Petrol,Honda
Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798,5,13.25,Superb Elegance 1.8 TSI AT,Skoda
Bangalore,2011,65000,Diesel,Automatic,First,14.74,2993,5,16.0,XF 3.0 Litre S Premium Luxury,Jaguar
Chennai,2013,79000,Petrol,Manual,First,18.9,998,5,3.0,Wagon R VXI BSIII,Maruti
Kolkata,2007,43206,Petrol,Manual,First,17.0,1086,5,0.99,Santro Xing XL eRLX Euro III,Hyundai
Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798,5,5.0,Corolla Altis VL,Toyota
Delhi,2016,42000,Petrol,Manual,First,16.1,1197,5,4.75,Swift VXi BSIV,Maruti
Bangalore,2014,62000,Petrol,Manual,First,16.47,1198,5,5.35,Polo 1.2 MPI Highline,Volkswagen
Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197,5,5.98,Grand i10 1.2 Kappa Asta,Hyundai
Chennai,2011,80000,Diesel,Manual,Third,21.5,1248,5,3.5,SX4 ZDI,Maruti
Kochi,2018,50234,Petrol,Manual,First,18.9,1197,5,4.77,Grand i10 1.2 Kappa Magna,Hyundai
Delhi,2016,50003,Petrol,Manual,First,21.4,1197,5,5.45,Baleno Delta 1.2,Maruti
Ahmedabad,2018,1000,Petrol,Automatic,First,20.3,1199,5,6.85,Tigor 1.2 Revotron XTA,Tata
Jaipur,2016,54897,Diesel,Automatic,First,26.59,1248,5,7.3,Swift Dzire AMT ZDI,Maruti
Pune,2007,108995,Petrol,Manual,First,15.3,1193,5,1.25,Indica GLS BS IV,Tata
Chennai,2015,73000,Diesel,Manual,First,22.7,1598,5,8.25,SX4 S Cross DDiS 320 Zeta,Maruti
Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298,5,2.71,Swift VXI BSIII,Maruti
Kolkata,2016,32000,Petrol,Manual,First,19.1,1197,5,3.6,Xcent 1.2 Kappa SX,Hyundai
Ahmedabad,2010,65000,Petrol,Manual,First,18.5,1197,5,3.0,i20 1.2 Magna,Hyundai
Hyderabad,2016,21600,Petrol,Automatic,First,23.1,998,5,4.65,Celerio VXI AT,Maruti
Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143,5,9.5,New C-Class C 220 CDI Elegance AT,Mercedes-Benz
Mumbai,2011,58075,Petrol,Manual,First,17.5,1298,5,2.95,Swift Dzire VXi,Maruti
Mumbai,2011,58000,Petrol,Manual,First,15.04,1598,5,3.0,Vento Petrol Trendline,Volkswagen
Hyderabad,2015,58000,Diesel,Manual,First,25.2,1248,5,5.95,Swift ZDi,Maruti
Delhi,2008,89000,Petrol,Automatic,First,14.53,1798,5,4.0,Corolla Altis VL,Toyota
Delhi,2008,72000,Petrol,Manual,First,13.5,1799,5,2.5,Civic 2006-2010 1.8 V MT,Honda
Kolkata,2017,1800,Petrol,Automatic,First,16.05,1499,5,11.37,EcoSport 1.5 Ti VCT AT Titanium BE,Ford
Pune,2010,172050,Diesel,Manual,Second,19.0,1248,5,2.25,Linea Emotion Pack (Diesel),Fiat
Jaipur,2013,46230,Petrol,Manual,First,19.81,1086,5,3.1,i10 Era,Hyundai
Kochi,2014,86925,Diesel,Automatic,First,11.2,2400,5,17.18,XC60 D5 Inscription,Volvo
Jaipur,2018,5000,Petrol,Manual,First,18.6,1197,5,6.5,i20 1.2 Asta,Hyundai
Ahmedabad,2014,66000,Diesel,Manual,First,26.0,1498,5,5.7,City i DTEC S,Honda
Ahmedabad,2013,119000,Diesel,Manual,First,12.99,2494,8,8.0,Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota
Chennai,2016,45000,Petrol,Manual,First,25.17,799,5,2.6,KWID RXT,Renault
Hyderabad,2009,66149,Petrol,Manual,First,19.0,998,5,2.45,A-Star Vxi,Maruti
Kochi,2014,42070,Petrol,Automatic,First,14.8,1595,5,11.57,B Class B180,Mercedes-Benz
Kolkata,2012,35503,Petrol,Manual,First,18.9,998,5,2.3,Wagon R LXI BS IV,Maruti
Jaipur,2016,41460,Diesel,Manual,First,25.2,1248,5,5.9,Swift VDI BSIV,Maruti
Mumbai,2015,40600,Petrol,Automatic,First,17.0,1591,5,7.2,Verna VTVT 1.6 AT SX Option,Hyundai
Ahmedabad,2013,87000,Diesel,Automatic,First,22.0,1582,5,5.9,Verna CRDi 1.6 AT SX Option,Hyundai
Chennai,2014,30000,Petrol,Manual,Second,16.8,1497,5,6.0,City V MT,Honda
Kolkata,2010,27089,Petrol,Manual,First,16.0,1086,5,1.95,i10 Magna Optional 1.1L,Hyundai
Coimbatore,2016,53702,Diesel,Manual,First,23.59,1364,5,6.55,Etios GD SP,Toyota
Hyderabad,2015,51000,Diesel,Automatic,First,27.03,1969,5,25.0,S60 D4 Momentum,Volvo
Kolkata,2012,36542,Diesel,Manual,First,20.0,1399,5,2.65,Figo Diesel EXI,Ford
Chennai,2012,65000,Diesel,Automatic,First,22.69,1995,5,14.0,3 Series 320d Luxury Line,BMW
Pune,2014,32000,Petrol,Manual,Second,22.74,796,5,2.1,Alto 800 VXI,Maruti
Hyderabad,2017,24393,Diesel,Manual,First,13.68,2393,7,20.4,Innova Crysta 2.4 VX MT,Toyota
Hyderabad,2019,1000,Petrol,Manual,First,18.78,999,5,5.68,Polo 1.0 MPI Trendline,Volkswagen
Mumbai,2014,28238,Petrol,Manual,First,13.24,1598,5,5.55,Terrano XL,Nissan
Mumbai,2013,59000,Diesel,Manual,First,13.5,2477,7,12.75,Pajero Sport 4X4,Mitsubishi
Mumbai,2012,92000,Petrol,Manual,Second,14.8,1799,5,3.35,Civic 2010-2013 1.8 S MT,Honda
Kolkata,2013,56840,Petrol,Manual,First,22.74,796,5,1.55,Alto 800 LXI,Maruti
Coimbatore,2013,62746,Diesel,Manual,Second,20.54,1598,5,5.9,Vento Diesel Highline,Volkswagen
Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179,5,18.98,Rover Freelander 2 HSE,Land
Mumbai,2014,24000,Petrol,Manual,First,13.7,1997,5,11.51,CR-V 2.0L 2WD MT,Honda
Mumbai,2016,54000,Diesel,Manual,First,20.77,1248,7,7.75,Ertiga VDI,Maruti
Chennai,2016,90000,Diesel,Manual,First,12.99,2494,7,13.9,Innova 2.5 GX (Diesel) 7 Seater,Toyota
Kolkata,2010,40000,Petrol,Manual,First,15.0,1368,5,1.35,Manza Aura Safire,Tata
Mumbai,2015,65938,Diesel,Automatic,Second,12.07,2967,7,38.0,Q7 35 TDI Quattro Premium Plus,Audi
Mumbai,2017,16100,Petrol,Automatic,First,17.1,1591,5,11.6,Verna 1.6 SX VTVT (O) AT,Hyundai
Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498,5,12.25,Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen
Jaipur,2011,52000,Petrol,Manual,First,17.0,1497,5,3.8,City 1.5 S MT,Honda
Mumbai,2014,54000,Diesel,Manual,First,20.0,1399,5,3.25,Figo Diesel Titanium,Ford
Mumbai,2016,15399,Petrol,Manual,First,18.7,1199,5,6.4,Jazz 1.2 VX i VTEC,Honda
Bangalore,2012,75000,Petrol,Manual,Second,16.47,1198,5,3.95,Polo Petrol Highline 1.2L,Volkswagen
Delhi,2010,76752,Petrol,Manual,First,17.4,1497,5,3.57,City i-VTEC S,Honda
Mumbai,2005,56000,Petrol,Manual,Second,17.7,1497,5,1.25,City ZX GXi,Honda
Kolkata,2013,46125,Petrol,Automatic,Second,12.0,2354,5,12.5,CR-V 2.4L 4WD AT AVN,Honda
Ahmedabad,2014,35000,Diesel,Automatic,Second,18.12,1995,5,23.0,5 Series 2013-2017 520d Luxury Line,BMW
Coimbatore,2012,62729,Diesel,Manual,First,12.05,2179,8,6.32,Scorpio VLX 2.2 mHawk BSIII,Mahindra
Kolkata,2012,34000,Diesel,Manual,First,20.54,1598,5,3.4,Vento Diesel Comfortline,Volkswagen
Jaipur,1999,70000,Petrol,Manual,Second,17.3,993,5,0.77,Zen VX,Maruti
Jaipur,2009,32000,Petrol,Manual,First,16.1,796,4,0.9,800 DX BSII,Maruti
Delhi,2017,21000,Petrol,Automatic,First,14.28,1798,5,18.0,Corolla Altis 1.8 VL CVT,Toyota
Pune,2013,49000,Petrol,Automatic,First,14.59,1997,5,19.0,3 Series 328i Sport Line,BMW
Chennai,2007,40000,Petrol,Manual,Third,13.8,1299,5,1.1,Ikon 1.3 Flair,Ford
Pune,2012,78000,Petrol,Manual,Second,18.6,1199,5,2.0,Beat LT,Chevrolet
Ahmedabad,2012,52000,Diesel,Manual,First,21.43,1364,5,6.5,Corolla Altis 1.4 DG,Toyota
Bangalore,2014,65213,Diesel,Manual,First,16.0,2179,7,9.45,XUV500 W4,Mahindra
Mumbai,2016,170000,Diesel,Manual,First,24.4,1120,5,4.0,Xcent 1.1 CRDi Base,Hyundai
Kochi,2017,36884,Diesel,Automatic,First,13.0,2143,5,32.25,E-Class 2015-2017 E250 CDI Avantgarde,Mercedes-Benz
Pune,2009,62500,Petrol,Manual,First,20.36,1197,5,2.1,i10 Sportz,Hyundai
Mumbai,2015,68000,Petrol,Automatic,Second,14.28,1798,5,9.75,Corolla Altis VL AT,Toyota
Kolkata,2014,40748,Petrol,Manual,First,14.53,1798,5,6.3,Corolla 1.8 J,Toyota
Hyderabad,2013,60000,Diesel,Automatic,First,17.32,1968,5,21.0,Q3 2.0 TDI Quattro,Audi
Mumbai,2014,12400,Diesel,Manual,First,21.9,1396,5,4.65,i20 Magna Optional 1.4 CRDi,Hyundai
Mumbai,2013,87000,Diesel,Automatic,Second,19.27,2143,5,17.0,New C-Class C 220d Avantgarde Edition C,Mercedes-Benz
Pune,2013,20248,Diesel,Manual,First,21.1,1248,5,4.35,Ritz VDi,Maruti
Coimbatore,2017,52383,Diesel,Manual,First,19.67,1582,5,14.82,Creta 1.6 SX Plus Diesel,Hyundai
Delhi,2018,1000,Diesel,Automatic,First,13.6,1999,5,40.0,XE 2.0L Diesel Prestige,Jaguar
Chennai,2016,85000,Diesel,Manual,First,14.95,2489,7,6.15,Xylo D4,Mahindra
Ahmedabad,2014,47000,Diesel,Manual,First,12.99,2494,7,11.25,Innova 2.5 G (Diesel) 7 Seater,Toyota
Pune,2018,17585,Petrol,Automatic,First,19.16,2494,5,32.0,Camry 2.5 Hybrid,Toyota
Coimbatore,2018,32496,Diesel,Automatic,First,13.22,2967,5,45.62,Q5 3.0 TDI Quattro,Audi
Kochi,2017,34613,Diesel,Manual,First,28.4,1248,5,6.24,Swift VDI,Maruti
Chennai,2015,153000,Diesel,Manual,First,20.77,1248,7,4.8,Ertiga VDI Limited Edition,Maruti
Chennai,2014,54000,Petrol,Manual,Second,16.1,1197,5,4.5,Swift VXi BSIV,Maruti
Kochi,2015,16900,Petrol,Manual,First,20.36,1197,5,3.87,i10 Sportz,Hyundai
Delhi,2013,62334,Petrol,Manual,First,20.36,1197,5,2.75,i10 Sportz,Hyundai
Kochi,2018,23714,Petrol,Manual,First,21.4,1197,5,6.57,Baleno Sigma 1.2,Maruti
Jaipur,2010,52325,Petrol,Manual,First,16.36,1495,5,2.0,Accent Executive,Hyundai
Ahmedabad,2012,50000,Petrol,Manual,First,19.4,1198,5,3.65,Brio S MT,Honda
Hyderabad,2016,55746,Diesel,Manual,First,22.9,1248,5,6.95,Swift ZDi,Maruti
Bangalore,2014,54000,Petrol,Manual,First,20.14,1197,5,5.5,Xcent 1.2 VTVT S,Hyundai
Kolkata,2013,43000,Diesel,Manual,First,16.0,2179,7,7.0,XUV500 W8 2WD,Mahindra
Delhi,2014,40000,Diesel,Automatic,First,13.0,2143,5,24.0,E-Class E250 CDI Avantgrade,Mercedes-Benz
Bangalore,2016,51944,Diesel,Automatic,First,19.27,2143,5,32.5,New C-Class C 220 CDI Avantgarde,Mercedes-Benz
Kochi,2015,46950,Diesel,Manual,First,21.27,1396,5,6.45,i20 Asta 1.4 CRDi,Hyundai
Mumbai,2015,23000,Diesel,Automatic,First,19.3,1968,5,15.75,Octavia Elegance 2.0 TDI AT,Skoda
Mumbai,2014,54546,Petrol,Manual,First,17.0,1497,5,5.5,City 1.5 S MT,Honda
Kochi,2015,51535,Diesel,Automatic,First,12.55,2982,7,19.03,Fortuner 4x2 AT,Toyota
Kolkata,2013,45000,Diesel,Automatic,First,17.32,1968,5,15.25,Q3 2.0 TDI Quattro,Audi
Hyderabad,2012,46004,Petrol,Manual,First,20.92,998,5,2.4,Alto K10 2010-2014 VXI,Maruti
Chennai,2011,124000,Diesel,Manual,First,23.03,1396,5,2.3,Indigo eCS LX BSIV,Tata
Kochi,2014,77395,Diesel,Automatic,First,17.11,1968,5,14.35,A4 2.0 TDI 177 Bhp Premium Plus,Audi
Kochi,2018,22974,Petrol,Automatic,First,18.0,1497,5,11.97,City i-VTEC CVT VX,Honda
Ahmedabad,2015,65012,Diesel,Manual,First,14.24,2755,7,18.9,Fortuner 2.8 2WD MT,Toyota
Ahmedabad,2017,17125,Petrol,Manual,First,18.9,1197,5,5.4,Grand i10 Sportz,Hyundai
Hyderabad,2015,90413,Petrol,Manual,First,15.1,1196,7,2.95,Eeco 7 Seater Standard,Maruti
Bangalore,2013,37000,Petrol,Manual,First,16.47,1198,5,5.1,Polo Petrol Highline 1.2L,Volkswagen
Jaipur,2006,65000,Petrol,Manual,First,18.9,1061,5,1.5,Wagon R LXI Minor,Maruti
Bangalore,2011,66000,Petrol,Manual,First,17.0,1497,5,4.9,City 1.5 V MT,Honda
Mumbai,2010,86000,Petrol,Manual,First,14.8,1799,5,2.9,Civic 2010-2013 1.8 S MT,Honda
Pune,2005,98437,Petrol,Manual,First,13.0,1493,5,1.15,City 1.5 EXI,Honda
Kolkata,2010,18000,Petrol,Manual,First,18.5,1197,5,2.3,i20 1.2 Magna,Hyundai
Kochi,2018,35070,Diesel,Manual,First,24.0,1120,5,5.99,Grand i10 CRDi Sportz Celebration Edition,Hyundai
Pune,2011,42000,Petrol,Automatic,Third,14.4,1598,5,3.4,Vento Petrol Highline AT,Volkswagen
Kolkata,2009,40000,Petrol,Manual,First,20.36,1197,5,1.7,i10 Sportz 1.2,Hyundai
Kolkata,2009,43000,Petrol,Manual,First,17.0,1197,5,1.99,i20 Asta,Hyundai
Pune,2012,65000,Petrol,Manual,First,18.6,1199,5,2.5,Beat LS,Chevrolet
Hyderabad,2013,74000,Diesel,Manual,First,22.07,1199,5,4.85,Polo Diesel Highline 1.2L,Volkswagen
Hyderabad,2010,51192,Petrol,Manual,First,15.6,1196,5,2.65,Figo Petrol LXI,Ford
Jaipur,2015,66339,Diesel,Manual,Second,25.1,1498,5,6.9,City i DTEC VX,Honda
Hyderabad,2013,90200,Diesel,Manual,First,20.0,1399,5,3.5,Figo Diesel Titanium,Ford
Delhi,2015,57854,Diesel,Manual,First,12.99,2494,7,12.5,Innova 2.5 ZX Diesel 7 Seater,Toyota
Delhi,2017,32000,Petrol,Automatic,First,19.12,1373,5,9.2,Ciaz 1.4 AT Alpha,Maruti
Mumbai,2015,29631,Petrol,Automatic,First,18.9,1197,5,4.9,Grand i10 AT Asta,Hyundai
Delhi,2009,55005,Petrol,Manual,First,12.8,1621,5,3.2,City 1.3 DX,Honda
Kochi,2014,54173,Petrol,Manual,First,18.88,999,5,5.55,EcoSport 1.0 Ecoboost Titanium Plus BE,Ford
Ahmedabad,2014,50000,Petrol,Automatic,First,14.7,1798,5,13.5,Octavia Ambition 1.8 TSI AT,Skoda
Kolkata,2010,145000,Diesel,Manual,First,20.4,1248,5,2.6,Linea Emotion (Diesel),Fiat
Jaipur,2015,78000,Petrol,Manual,First,16.1,1298,5,4.5,Swift Lxi BSIII,Maruti
Delhi,2013,65000,Diesel,Automatic,Second,11.8,2993,7,34.0,Rover Discovery 4 TDV6 SE,Land
Hyderabad,2012,120000,Diesel,Manual,First,12.8,2494,7,12.0,Innova 2.5 V Diesel 7-seater,Toyota
Mumbai,2015,14000,Diesel,Manual,First,28.4,1248,5,5.25,Swift LDI,Maruti
Kochi,2014,57456,Diesel,Automatic,First,17.68,1968,5,21.56,A6 2011-2015 2.0 TDI Premium Plus,Audi
Coimbatore,2012,44450,Diesel,Automatic,First,22.48,1995,5,24.68,5 Series 520d Luxury Line,BMW
Delhi,2013,63777,Petrol,Manual,First,18.5,1197,5,3.67,i20 Magna Optional 1.2,Hyundai
Mumbai,2016,31000,Diesel,Automatic,First,17.05,1995,5,29.5,X1 M Sport sDrive 20d,BMW
Delhi,2012,60000,Petrol,Manual,First,17.6,1496,5,3.1,Etios G,Toyota
Ahmedabad,2015,78008,Diesel,Manual,First,17.0,1405,5,2.9,Indigo LX,Tata
Mumbai,2009,27078,Petrol,Automatic,First,10.98,1984,4,15.95,Beetle 2.0,Volkswagen
Hyderabad,2011,57275,Diesel,Manual,First,19.7,1598,5,4.5,Polo GT TDI,Volkswagen
Delhi,2014,45000,Diesel,Manual,First,24.0,1120,5,3.49,Grand i10 CRDi Magna,Hyundai
Delhi,2014,57319,Diesel,Manual,First,25.2,1248,5,4.25,Swift VDI BSIV,Maruti
Chennai,2008,121097,Diesel,Manual,Second,24.0,1396,5,1.9,Verna CRDi 1.4 E,Hyundai
