Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,car_age,power/horse
Mumbai,Petrol,Manual,First,18.6,5,5.05,Hyundai,i20 Asta 1.2,11,6.836257309941521
Hyderabad,Diesel,Manual,First,12.99,7,9.6,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,14,4.0096230954290295
Mumbai,Diesel,Manual,First,20.46,5,5.5,Renault,Duster 85PS Diesel RxL Optional,13,5.7357973990417515
Mumbai,Diesel,Manual,First,12.99,8,9.35,Toyota,Innova 2.5 VX (Diesel) 8 Seater,13,4.033680834001604
Delhi,Petrol,Manual,First,17.0,5,2.6,Honda,City 1.5 S MT,17,7.882431529726119
Hyderabad,Petrol,Manual,First,24.07,5,3.5,Maruti,Alto K10 VXI,10,6.723446893787574
Kochi,Petrol,Manual,First,19.49,5,4.26,Nissan,Micra Active XL Petrol,10,5.5959933222036735
Chennai,Petrol,Automatic,Second,23.1,5,4.25,Maruti,Celerio VXI AT,10,6.717434869739479
Hyderabad,Petrol,Manual,Second,11.7,5,11.75,Mercedes-Benz,New C-Class 200 Kompressor,16,9.910913140311804
Chennai,Diesel,Manual,First,23.5,5,3.5,Ford,Fiesta Diesel Style,13,5.921228304405875
Jaipur,Petrol,Manual,First,17.01,5,7.5,Hyundai,Verna 1.6 VTVT S,11,7.6241357636706475
Chennai,Petrol,Automatic,Third,15.0,5,3.25,Hyundai,i20 1.4 Asta (AT),17,7.163323782234957
Chennai,Petrol,Manual,First,17.5,5,4.9,Maruti,Swift Dzire VXi,14,6.610169491525424
Hyderabad,Diesel,Automatic,First,14.84,5,27.0,Mercedes-Benz,New C-Class C 220CDIBE Avantgarde Command,12,7.932804479701354
Kochi,Petrol,Manual,First,18.6,5,8.91,Hyundai,Elite i20 Petrol Asta,9,6.838763575605681
Kochi,Petrol,Automatic,First,17.01,5,6.69,Hyundai,Verna 1.6 VTVT EX AT,12,7.630421118793213
Kochi,Diesel,Manual,First,17.3,5,6.02,Chevrolet,Cruze LTZ,12,8.193193193193192
Mumbai,Petrol,Manual,First,14.28,5,4.5,Toyota,Corolla Altis 1.8 G,16,7.676863181312569
Pune,Petrol,Manual,First,19.0,5,2.0,Maruti,A-Star Vxi,15,6.623246492985971
Kolkata,Diesel,Manual,First,23.08,5,2.4,Nissan,Micra Diesel XV Premium,14,4.31895961670089
Pune,Petrol,Manual,First,25.4,4,1.2,Tata,Nano LX,13,6.0064102564102555
Delhi,Diesel,Manual,First,23.4,5,2.9,Maruti,Swift Dzire Tour LDI,12,5.929487179487179
Ahmedabad,Diesel,Automatic,First,17.32,5,27.0,Audi,Q3 2.0 TDI Quattro,10,9.34959349593496
Chennai,Diesel,Manual,First,25.8,5,7.5,Honda,Amaze VX i-DTEC,10,6.582109479305741
Mumbai,Petrol,Manual,First,14.7,5,1.5,Chevrolet,Optra 1.6 LS,22,6.504065040650407
Hyderabad,Diesel,Automatic,First,14.16,5,39.5,Audi,Q5 2.0 TDI Premium Plus,10,8.856707317073171
Hyderabad,Diesel,Manual,First,23.2,5,3.39,Maruti,Ritz VDi,14,5.924679487179487
Kochi,Diesel,Manual,First,15.4,7,12.4,Mahindra,Scorpio S6 7 Seater,8,5.507113354749885
Chennai,Diesel,Manual,First,28.09,5,6.85,Maruti,Ciaz ZDi SHVS,12,7.091346153846153
Pune,Diesel,Manual,Second,21.43,5,5.75,Toyota,Corolla Altis Aero D 4D J,15,10.117302052785924
Chennai,Diesel,Manual,Second,25.0,5,2.0,Tata,Indica V2 eLS,11,4.9426934097421205
Jaipur,Petrol,Manual,First,16.1,4,0.9,Maruti,800 Std BSIII,20,4.648241206030151
Kolkata,Petrol,Manual,First,16.47,5,3.8,Volkswagen,Polo 1.2 MPI Highline,11,6.176961602671119
Delhi,Petrol,Automatic,First,14.62,5,16.35,Hyundai,Elantra 2.0 SX Option AT,9,7.499749874937469
Hyderabad,Diesel,Automatic,First,11.5,7,16.5,Toyota,Fortuner 4x2 4 Speed AT,14,5.667337357478202
Coimbatore,Petrol,Manual,First,21.4,5,8.7,Maruti,Baleno Zeta 1.2,7,6.942355889724311
Mumbai,Petrol,Manual,First,21.4,5,6.1,Maruti,Baleno Zeta 1.2,10,6.942355889724311
Hyderabad,Diesel,Automatic,First,23.8,5,21.94,Mini,Cooper Countryman D,13,5.605605605605605
Chennai,Diesel,Automatic,Second,13.0,5,22.0,Mercedes-Benz,S Class 2005 2013 320 CDI,17,7.030465349849348
Delhi,Petrol,Manual,First,20.92,5,2.65,Maruti,Alto K10 LXI,11,6.723446893787574
Kochi,Petrol,Manual,First,20.4,5,5.27,Maruti,Swift VXI Optional,9,6.83375104427736
Kolkata,Diesel,Manual,First,22.1,5,2.48,Chevrolet,Sail LT ABS,12,5.929487179487179
Kolkata,Diesel,Manual,First,12.8,8,6.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,15,4.0898155573376105
Mumbai,Diesel,Manual,First,11.5,7,8.9,Toyota,Fortuner 3.0 Diesel,17,5.734406438631791
Hyderabad,Diesel,Automatic,Second,18.88,5,18.0,BMW,3 Series 320d Sport Line,14,9.223057644110275
Coimbatore,Petrol,Manual,First,16.8,5,11.64,Skoda,Octavia Ambition 1.4 TSI MT,10,9.893906810035844
Kolkata,Diesel,Manual,First,11.5,7,8.99,Toyota,Fortuner 3.0 Diesel,7,5.734406438631791
Bangalore,Diesel,Automatic,First,15.5,5,5.25,Volkswagen,Jetta 2007-2011 1.9 Highline TDI,17,5.537974683544303
Kolkata,Diesel,Manual,First,23.0,5,2.95,Hyundai,i20 1.4 CRDi Asta,15,6.446991404011461
Mumbai,Diesel,Manual,Second,21.02,5,2.65,Tata,Manza Club Class Quadrajet90 LX,13,7.112179487179487
Pune,Petrol,Manual,First,15.04,5,4.0,Volkswagen,Vento Petrol Highline,13,6.483103879849812
Chennai,Diesel,Automatic,First,17.6,5,12.5,Hyundai,Creta 1.6 SX Automatic Diesel,10,7.977243994943111
Mumbai,Petrol,Manual,First,21.1,5,3.25,Maruti,Ritz VXI,12,7.167919799498747
Delhi,Petrol,Manual,First,13.1,5,4.0,Honda,CR-V 2.0L 2WD MT,18,7.065598397596394
Delhi,Diesel,Manual,Second,15.1,7,6.25,Mahindra,XUV500 W8 2WD,14,6.424965580541533
Jaipur,Diesel,Manual,First,21.66,5,5.8,Volkswagen,Ameo 1.5 TDI Comfortline,10,7.251001335113486
Kolkata,Petrol,Manual,First,17.57,5,5.0,Tata,Zest Revotron 1.2 XT,11,7.435037720033528
Kochi,Diesel,Automatic,First,12.9,5,58.73,Jaguar,XJ 3.0L Portfolio LWB,10,9.05045105245573
Kochi,Petrol,Automatic,First,14.28,5,17.49,Toyota,Corolla Altis 1.8 VL CVT,8,7.676863181312569
Pune,Petrol,Manual,Second,19.0,5,1.95,Maruti,A-Star Vxi,15,6.623246492985971
Mumbai,Petrol,Automatic,First,11.1,5,3.0,Honda,Accord VTi-L (AT),19,6.032285471537808
Delhi,Petrol,Manual,First,17.0,5,5.5,Hyundai,i20 Asta (o),12,6.683375104427736
Delhi,Diesel,Automatic,First,12.55,7,16.5,Toyota,Fortuner 4x2 AT,13,5.650570087189806
Mumbai,Petrol,Automatic,Second,11.74,5,14.5,Mercedes-Benz,New C-Class C 200 CGI Avantgarde,15,10.356347438752785
Hyderabad,Diesel,Manual,First,27.39,5,7.79,Maruti,Baleno Alpha 1.3,10,5.929487179487179
Kochi,Diesel,Manual,First,20.77,7,8.27,Maruti,Ertiga VDI,9,7.112179487179487
Mumbai,Petrol,Manual,First,12.9,5,2.15,Chevrolet,Optra Magnum 1.6 LT ABS BS3,14,6.414267834793493
Hyderabad,Petrol,Automatic,Second,12.9,5,3.0,Honda,Civic 2006-2010 1.8 V AT,18,7.226236798221233
Coimbatore,Diesel,Automatic,First,16.09,5,28.79,BMW,X3 xDrive20d,12,9.223057644110275
Mumbai,Diesel,Automatic,First,20.0,5,5.45,Skoda,Laura Ambition 2.0 TDI CR AT,15,7.017276422764228
Delhi,Diesel,Manual,First,23.4,5,3.95,Maruti,Swift Dzire VDI,13,5.929487179487179
Pune,Diesel,Automatic,First,23.3,5,16.0,Volvo,V40 Cross Country D3,13,7.560483870967742
Delhi,Petrol,Manual,First,17.5,5,4.25,Maruti,Swift Dzire ZXi,13,6.610169491525424
Bangalore,Diesel,Automatic,First,12.7,5,34.5,Land,Rover Range Rover 2.2L Pure,12,8.614043139054612
Mumbai,Petrol,Automatic,Third,11.7,5,2.6,Honda,Accord 2.4 AT,18,7.544604927782498
Kochi,Diesel,Manual,First,12.99,8,13.48,Toyota,Innova 2.5 G (Diesel) 8 Seater,9,4.033680834001604
Hyderabad,Diesel,Manual,First,12.55,7,32.1,Toyota,Fortuner 4x4 MT,8,5.650570087189806
Kochi,Petrol,Manual,First,18.7,5,6.17,Honda,Jazz 1.2 E i VTEC,8,7.397831526271894
Kolkata,Petrol,Manual,First,17.0,5,5.5,Honda,City 1.5 V MT,11,7.882431529726119
Hyderabad,Diesel,Automatic,First,28.4,5,9.15,Maruti,Dzire AMT ZDI Plus,9,5.909455128205128
Pune,Diesel,Manual,First,21.64,5,4.5,Nissan,Sunny 2011-2014 Diesel XL,12,5.804243668720054
Chennai,Diesel,Manual,First,12.99,8,10.5,Toyota,Innova 2.5 G (Diesel) 8 Seater,12,4.033680834001604
Coimbatore,Petrol,Manual,First,19.4,5,5.37,Honda,Brio S MT,10,7.245409015025041
Bangalore,Petrol,Manual,First,15.04,5,5.45,Volkswagen,Vento Petrol Trendline,14,6.483103879849812
Mumbai,Diesel,Manual,First,16.0,7,9.25,Mahindra,XUV500 W4,10,6.424965580541533
Chennai,Diesel,Manual,First,23.0,5,7.7,Ford,EcoSport 1.5 Diesel Titanium Plus,10,6.606141522029373
Hyderabad,Diesel,Manual,First,17.72,5,7.99,Skoda,Yeti Ambition 4X2,14,5.51270325203252
Chennai,Petrol,Manual,First,20.36,5,3.0,Hyundai,i10 Sportz,14,6.591478696741855
Hyderabad,Diesel,Manual,First,12.8,8,4.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,21,4.0898155573376105
Coimbatore,Diesel,Manual,First,20.65,5,6.69,Tata,Zest Quadrajet 1.3 XT,8,7.107371794871795
Delhi,Diesel,Manual,First,22.9,5,4.25,Maruti,Swift VDI,12,5.929487179487179
Kolkata,Diesel,Automatic,First,21.72,5,10.5,Skoda,Rapid 1.5 TDI AT Style,9,7.236315086782377
Coimbatore,Diesel,Manual,First,13.68,8,22.55,Toyota,Innova Crysta 2.4 VX MT 8S,7,6.176347680735479
Pune,Petrol,Manual,Second,17.01,5,5.2,Hyundai,Verna 1.6 SX VTVT,12,7.6241357636706475
Coimbatore,Petrol,Manual,First,17.4,5,11.87,Honda,City i VTEC VX Option,7,7.83567134268537
Hyderabad,Diesel,Manual,First,26.0,5,6.99,Honda,City i DTEC SV,12,6.582109479305741
Jaipur,Diesel,Manual,First,20.54,5,5.0,Volkswagen,Vento Diesel Highline,15,6.483103879849812
Chennai,Diesel,Automatic,First,12.19,5,44.0,Audi,Q5 2008-2012 3.0 TDI,12,7.954162453656892
Chennai,Petrol,Manual,First,22.74,5,2.79,Maruti,Alto 800 LXI,11,5.942211055276381
Pune,Diesel,Manual,Second,21.12,5,2.9,Tata,Manza ELAN Quadrajet BS IV,14,7.115384615384615
Delhi,Petrol,Manual,First,15.29,5,9.85,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,10,7.6241357636706475
Bangalore,Diesel,Automatic,First,12.0,7,49.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,12,7.499163039839303
Jaipur,Diesel,Manual,First,16.55,6,9.25,Mahindra,Thar CRDe,10,4.2033626901521215
Mumbai,Diesel,Manual,Second,22.32,5,3.75,Hyundai,Verna 1.6 CRDI,15,7.983565107458912
Coimbatore,Diesel,Manual,First,26.1,5,7.29,Ford,Aspire Titanium Diesel,9,6.608811748998665
Mumbai,Diesel,Automatic,First,20.7,4,23.5,Mini,Cooper 3 DOOR D,10,7.6189839572192515
Hyderabad,Petrol,Manual,First,14.0,5,2.6,Maruti,Omni 8 Seater BSIV,13,4.396984924623116
Pune,Diesel,Manual,Second,21.03,5,3.1,Mahindra,Verito 1.5 D4 BSIV,11,4.4490075290896645
Coimbatore,Diesel,Automatic,First,14.21,5,29.98,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,10,9.472701819878674
Kochi,Diesel,Manual,First,19.01,5,6.73,Renault,Duster 110PS Diesel RxZ,10,7.42299794661191
Kolkata,Diesel,Manual,First,23.4,5,3.5,Maruti,Swift Dzire Tour LDI,10,5.929487179487179
Kolkata,Petrol,Manual,First,16.47,5,2.35,Volkswagen,Polo Petrol Highline 1.2L,15,6.168614357262104
Coimbatore,Diesel,Manual,First,16.0,7,16.13,Mahindra,XUV500 W10 2WD,9,6.424965580541533
Coimbatore,Petrol,Manual,First,16.47,5,5.9,Volkswagen,Polo 1.2 MPI Highline,12,6.176961602671119
Hyderabad,Petrol,Manual,First,21.1,5,3.9,Maruti,Ritz VXI,14,7.167919799498747
Pune,Petrol,Manual,First,14.7,5,1.5,Chevrolet,Optra 1.6 Elite,21,7.088666691675222
Delhi,Diesel,Manual,First,12.8,7,6.95,Toyota,Innova 2.5 GX 7 STR BSIV,14,4.0898155573376105
Delhi,Diesel,Manual,First,26.0,5,7.0,Honda,City i DTec SV,11,6.582109479305741
Coimbatore,Petrol,Manual,First,17.0,5,7.23,Volkswagen,Ameo 1.2 MPI Highline,9,6.156093489148581
Mumbai,Diesel,Manual,First,21.5,5,3.81,Maruti,SX4 ZDI Leather,14,7.115384615384615
Chennai,Petrol,Manual,Third,18.6,5,4.5,Maruti,Swift ZXI,14,7.167919799498747
Pune,Diesel,Manual,First,19.67,5,12.6,Hyundai,Creta 1.6 CRDi SX,9,7.977243994943111
Bangalore,Diesel,Automatic,First,12.07,7,48.0,Audi,Q7 35 TDI Quattro Technology,11,8.136164475901584
Coimbatore,Petrol,Manual,First,19.7,5,2.96,Maruti,Alto LXi BSIII,16,5.816582914572864
Kolkata,Diesel,Manual,First,25.8,5,3.25,Honda,Amaze SX i-DTEC,12,6.582109479305741
Chennai,Diesel,Automatic,Second,18.33,5,8.5,Volkswagen,Passat Diesel Highline 2.0 TDI,15,8.521341463414632
Mumbai,Diesel,Automatic,First,19.5,5,8.75,Hyundai,Elantra CRDi SX AT,13,7.979772439949431
Kochi,Petrol,Manual,First,18.9,5,3.08,Maruti,Wagon R VXI BS IV,15,6.723446893787574
Mumbai,Diesel,Automatic,First,12.81,7,41.5,Land,Rover Discovery Sport TD4 HSE 7S,9,7.419209604802401
Pune,Petrol,Manual,First,17.8,5,7.0,Honda,City i VTEC SV,10,7.83567134268537
Kochi,Petrol,Automatic,Second,14.74,5,11.5,Mercedes-Benz,New C-Class C 200 Avantgarde Edition C,15,9.092415871421396
Pune,Petrol,Manual,First,20.51,5,2.6,Maruti,Wagon R LX BS IV,15,6.717434869739479
Kolkata,Diesel,Manual,First,22.32,5,4.3,Hyundai,Verna 1.6 CRDI,12,7.983565107458912
Jaipur,Diesel,Automatic,First,17.06,5,24.9,Volkswagen,Tiguan 2.0 TDI Highline,9,7.164634146341463
Pune,Diesel,Automatic,First,15.06,5,13.75,BMW,X1 sDrive 20d Exclusive,15,8.87218045112782
Kolkata,Diesel,Manual,First,24.0,5,3.85,Hyundai,Grand i10 1.2 CRDi Sportz Option,12,6.236930860033726
Mumbai,Diesel,Automatic,First,13.0,5,23.25,Mercedes-Benz,E-Class E250 CDI Avantgrade,12,9.384041063929072
Chennai,Diesel,Manual,First,13.6,7,7.0,Mahindra,Bolero ZLX,14,4.489769866546573
Bangalore,Petrol,Manual,First,18.9,5,5.75,Hyundai,Grand i10 Asta Option,11,6.8504594820384295
Mumbai,Petrol,Manual,Second,20.36,5,1.65,Hyundai,i10 Magna 1.2,18,6.591478696741855
Mumbai,Diesel,Manual,First,19.33,5,6.5,Volkswagen,Jetta 2012-2014 2.0L TDI Comfortline,14,7.017276422764228
Chennai,Diesel,Manual,First,17.67,5,7.5,Skoda,Yeti Elegance,15,7.016260162601627
Kochi,Diesel,Automatic,First,14.75,7,72.94,Audi,Q7 45 TDI Quattro Premium Plus,7,8.257499157398044
Chennai,Diesel,Manual,Second,11.5,7,11.0,Toyota,Fortuner 3.0 Diesel,16,5.734406438631791
Kochi,Petrol,Manual,First,18.9,5,3.02,Maruti,Wagon R VXI Minor ABS,13,6.314797360980208
Coimbatore,Petrol,Manual,First,21.1,5,3.32,Hyundai,EON Era,13,6.781326781326781
Delhi,Petrol,Manual,First,19.4,5,3.24,Honda,Brio S MT,13,7.245409015025041
Kolkata,Petrol,Manual,First,22.74,5,2.35,Maruti,Alto 800 VXI,11,5.942211055276381
Jaipur,Diesel,Manual,First,15.96,7,5.5,Mahindra,Bolero ZLX,13,2.461355529131986
Mumbai,Petrol,Manual,First,17.8,5,6.75,Honda,City i VTEC SV,11,7.83567134268537
Mumbai,Petrol,Manual,First,15.0,5,6.15,Skoda,Rapid 1.6 MPI Elegance Black Package,11,6.478097622027534
Pune,Petrol,Manual,First,22.0,5,5.45,Maruti,Swift VVT VXI,10,6.83375104427736
Hyderabad,Petrol,Manual,Second,21.1,5,2.3,Hyundai,EON Magna Plus,13,6.781326781326781
Kochi,Petrol,Manual,First,20.85,5,6.21,Maruti,Swift Dzire ZXI,11,6.945697577276524
Coimbatore,Petrol,Automatic,First,19.34,5,5.21,Nissan,Micra XV CVT,12,6.3439065108514185
Delhi,Petrol,Automatic,First,8.3,7,11.99,Audi,Q7 4.2 FSI quattro,18,6.047411707789066
Pune,Diesel,Manual,First,17.8,5,3.1,Maruti,Swift Vdi BSIII,16,6.009615384615385
Jaipur,Diesel,Manual,First,13.49,5,7.5,Tata,Xenon XT EX 4X2,9,6.334557136301056
Kolkata,Diesel,Manual,First,20.14,5,4.0,Volkswagen,Polo 1.5 TDI Comfortline,10,5.9279038718291055
Kochi,Petrol,Manual,First,17.8,5,7.73,Honda,City i VTEC SV,10,7.83567134268537
Bangalore,Petrol,Manual,First,17.4,5,7.8,Honda,City i VTEC V,11,7.83567134268537
Hyderabad,Petrol,Manual,First,16.1,4,1.3,Maruti,800 AC BSIII,15,4.648241206030151
Jaipur,Diesel,Manual,First,20.14,5,4.42,Volkswagen,Polo 1.5 TDI Trendline,12,5.9279038718291055
Pune,Diesel,Automatic,First,12.5,7,4.0,Chevrolet,Captiva LTZ VCDi,17,7.4284279256654955
Kolkata,Diesel,Manual,First,16.0,7,13.0,Mahindra,XUV500 W10 2WD,10,6.424965580541533
Kochi,Diesel,Manual,First,25.8,5,5.38,Honda,Amaze VX i-DTEC,11,6.582109479305741
Chennai,Petrol,Manual,Second,17.0,5,3.25,Hyundai,i20 1.2 Sportz Option,15,6.683375104427736
Jaipur,Petrol,Automatic,First,20.51,5,3.87,Maruti,Wagon R AMT VXI,10,6.713426853707414
Mumbai,Diesel,Automatic,Second,16.96,5,8.25,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,12,7.013719512195123
Mumbai,Petrol,Manual,First,20.73,5,9.28,Maruti,Ciaz 1.4 Zeta,8,6.635105608157319
Delhi,Diesel,Automatic,First,11.79,7,6.25,Mahindra,Scorpio 2009-2014 VLX 4WD AT 7S BSIV,14,5.507113354749885
Mumbai,Petrol,Manual,Second,15.26,5,1.15,Chevrolet,Aveo U-VA 1.2 LS,18,6.51304347826087
Kochi,Petrol,Manual,First,20.73,5,7.8,Maruti,Ciaz ZXi Option,10,6.642388929351785
Hyderabad,Diesel,Manual,First,23.0,5,4.5,Hyundai,i20 1.4 CRDi Asta,14,6.446991404011461
Kochi,Petrol,Manual,First,18.7,5,7.56,Honda,Jazz 1.2 SV i VTEC,8,7.397831526271894
Coimbatore,Diesel,Manual,First,16.0,7,16.08,Mahindra,XUV500 W10 2WD,9,6.424965580541533
Bangalore,Petrol,Manual,First,17.0,5,4.5,Hyundai,i20 1.2 Sportz,14,6.683375104427736
Chennai,Diesel,Manual,First,22.32,5,5.0,Hyundai,Verna 1.6 SX,14,7.984829329962073
Delhi,Petrol,Manual,First,19.81,5,2.2,Hyundai,i10 Era 1.1,15,6.266114180478821
Bangalore,Petrol,Automatic,First,23.1,5,4.0,Maruti,Celerio VXI AT,12,6.717434869739479
Kolkata,Diesel,Manual,First,20.86,5,2.51,Skoda,Fabia 1.2 TDI Ambition,14,6.163469557964971
Delhi,Diesel,Manual,First,25.2,5,4.75,Maruti,Swift VDI BSIV,11,5.929487179487179
Pune,Petrol,Manual,Second,16.0,5,2.0,Hyundai,i10 Magna(O) with Sun Roof,18,6.141804788213628
Jaipur,Petrol,Manual,Second,20.36,5,2.1,Hyundai,i10 Magna 1.2,16,6.591478696741855
Mumbai,Petrol,Automatic,First,16.5,5,6.25,Ford,Ecosport 1.5 Ti VCT AT Titanium,13,7.338225483655771
Kochi,Diesel,Automatic,Second,11.5,5,10.6,Mercedes-Benz,E-Class 2009-2013 E350 CDI Avantgarde,15,7.030465349849348
Ahmedabad,Diesel,Manual,First,25.2,5,6.0,Maruti,Swift VDI BSIV,9,5.929487179487179
Jaipur,Petrol,Manual,Second,16.1,4,0.45,Maruti,800 Std BSIII,22,4.648241206030151
Pune,Petrol,Manual,Third,16.1,5,2.5,Maruti,Swift Lxi BSIII,16,6.79506933744222
Mumbai,Petrol,Manual,First,15.29,5,12.75,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,8,7.6241357636706475
Kochi,Diesel,Automatic,First,17.05,5,30.29,BMW,X1 M Sport sDrive 20d,9,9.523809523809524
Hyderabad,Petrol,Manual,First,13.8,5,1.6,Ford,Ikon 1.3 Flair,20,5.388760585065435
Kochi,Diesel,Manual,First,22.7,5,7.54,Ford,Ecosport 1.5 DV5 MT Titanium Optional,9,5.9973297730307085
Kochi,Petrol,Manual,First,20.73,5,6.84,Maruti,Ciaz VXi Plus,11,6.635105608157319
Kolkata,Diesel,Automatic,First,18.33,5,6.0,Volkswagen,Passat Diesel Highline 2.0 TDI,14,8.521341463414632
Pune,Diesel,Manual,First,27.3,5,8.0,Honda,Jazz 1.5 VX i DTEC,9,6.582109479305741
Coimbatore,Diesel,Automatic,First,17.11,5,24.74,Audi,A4 35 TDI Premium,10,8.858231707317074
Kochi,Diesel,Manual,First,24.0,5,5.5,Hyundai,Grand i10 CRDi Sportz Celebration Edition,9,6.25
Delhi,Diesel,Automatic,First,12.0,7,36.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,13,7.499163039839303
Coimbatore,Diesel,Manual,First,12.99,7,11.79,Toyota,Innova 2.5 G (Diesel) 7 Seater,13,4.033680834001604
Jaipur,Petrol,Manual,Second,16.95,5,3.0,Nissan,Sunny 2011-2014 XL,15,6.522029372496663
Bangalore,Diesel,Automatic,Second,20.0,5,6.75,Skoda,Laura Ambiente 2.0 TDI CR AT,15,7.017276422764228
Jaipur,Petrol,Manual,First,14.49,5,1.4,Chevrolet,Aveo 1.4 LS,20,6.626161543959971
Mumbai,Diesel,Manual,First,24.2,7,5.75,Honda,Mobilio V i DTEC,12,6.582109479305741
Hyderabad,Diesel,Manual,First,21.1,5,3.4,Maruti,Ritz VDi,16,5.9214743589743595
Coimbatore,Petrol,Manual,Second,16.47,5,4.89,Volkswagen,Polo Petrol Highline 1.2L,15,6.168614357262104
Mumbai,Petrol,Manual,First,13.24,5,4.95,Nissan,Terrano XL,13,6.414267834793493
Coimbatore,Petrol,Automatic,Second,16.98,5,3.49,Maruti,A-Star AT Vxi Aktiv,13,6.623246492985971
Pune,Diesel,Manual,First,23.59,5,3.85,Toyota,Etios Liva GD,15,8.304757605056455
Pune,Petrol,Manual,First,17.0,5,6.35,Honda,City 1.5 S MT,12,7.882431529726119
Coimbatore,Petrol,Automatic,First,18.9,5,7.08,Hyundai,Grand i10 AT Asta,9,6.8504594820384295
Hyderabad,Diesel,Automatic,First,13.6,5,38.0,Jaguar,XE 2.0L Diesel Prestige,9,8.854427213606805
Kolkata,Diesel,Manual,First,12.05,8,6.25,Mahindra,Scorpio VLX,14,5.507113354749885
Mumbai,Petrol,Automatic,First,11.74,5,10.15,Mercedes-Benz,New C-Class C 200 Kompressor Elegance AT,15,10.356347438752785
Delhi,Petrol,Automatic,First,13.7,5,10.75,Skoda,Superb Elegance 1.8 TSI AT,12,8.773637374860957
Pune,Diesel,Automatic,First,18.1,4,4.65,Chevrolet,Cruze LTZ AT,14,7.4284279256654955
Delhi,Diesel,Manual,First,12.05,8,4.75,Mahindra,Scorpio VLX,16,5.507113354749885
Coimbatore,Petrol,Manual,First,17.1,5,7.78,Hyundai,Verna 1.6 SX VTVT (O),11,7.6241357636706475
Hyderabad,Diesel,Manual,First,23.0,5,6.75,Hyundai,i20 1.4 Asta CRDi with AVN,10,6.446991404011461
Hyderabad,Petrol,Automatic,First,16.4,5,2.99,Honda,City ZX CVT,18,5.210420841683367
Kolkata,Petrol,Manual,First,20.36,5,2.35,Hyundai,i10 Magna,13,6.591478696741855
Delhi,Diesel,Manual,First,25.8,5,3.65,Honda,Amaze S i-Dtech,13,6.582109479305741
Delhi,Petrol,Manual,Second,22.5,5,2.74,Maruti,Wagon R LXI,14,6.717434869739479
Jaipur,Petrol,Manual,First,19.4,5,3.5,Honda,Brio S MT,13,7.245409015025041
Kochi,Petrol,Manual,First,17.0,5,4.76,Hyundai,i20 1.2 Sportz Option,12,6.683375104427736
Kochi,Petrol,Manual,First,15.04,5,6.2,Volkswagen,Vento 2013-2015 1.6 Comfortline,10,6.458072590738423
Pune,Diesel,Manual,Second,18.7,5,2.35,Skoda,Octavia Rider 1.9 TDI MT,18,3.481012658227848
Mumbai,Diesel,Automatic,First,13.0,5,24.5,Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde,12,9.519365375641623
Pune,Petrol,Manual,First,13.24,5,6.0,Renault,Duster Petrol RxL,13,6.418648310387985
Hyderabad,Petrol,Manual,First,21.1,5,3.65,Hyundai,EON Sportz,9,6.781326781326781
Coimbatore,Petrol,Manual,Second,18.6,5,6.26,Maruti,Swift VXI,10,7.167919799498747
Jaipur,Diesel,Manual,Second,19.5,5,2.1,Nissan,Micra Diesel,15,7.753380816767286
Mumbai,Diesel,Automatic,First,13.22,5,32.95,Audi,Q5 3.0 TDI Quattro Technology,11,8.136164475901584
Coimbatore,Petrol,Manual,First,18.6,5,7.8,Hyundai,i20 1.2 Spotz,8,6.836257309941521
Bangalore,Petrol,Manual,First,19.4,5,4.25,Honda,Brio S MT,12,7.245409015025041
Kochi,Petrol,Manual,First,17.5,5,4.86,Maruti,Swift Dzire ZXi,12,6.610169491525424
Delhi,Petrol,Manual,First,18.9,5,4.9,Hyundai,Grand i10 1.2 Kappa Magna,9,6.838763575605681
Coimbatore,Diesel,Manual,First,11.68,8,7.06,Mahindra,Xylo E8 ABS BS IV,12,4.483586869495596
Delhi,Petrol,Automatic,First,17.21,4,4.5,Volkswagen,Polo GTI,11,10.511679644048943
Coimbatore,Petrol,Manual,First,24.07,5,3.22,Maruti,Alto K10 VXI,15,6.723446893787574
Kolkata,Diesel,Manual,First,22.07,5,3.25,Volkswagen,Polo Diesel Comfortline 1.2L,12,6.163469557964971
Delhi,Petrol,Manual,First,18.9,5,4.53,Hyundai,Grand i10 Sportz,10,6.8504594820384295
Coimbatore,Diesel,Automatic,First,14.84,5,34.78,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,9,7.932804479701354
Pune,Petrol,Automatic,First,15.74,5,6.5,Hyundai,Verna 1.6 SX VTVT AT,12,7.6241357636706475
Chennai,Petrol,Manual,First,15.7,5,2.25,Fiat,Punto EVO 1.2 Emotion,16,5.716723549488054
